,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,-1199.000,,
CashPeriodIncreaseDecrease,,,80310.000,,,,43836.000,,
CostOfGoodsSold,,,1214501.000,1841063.000,1729210.000,167334.000,96056.000,291186.000,172916.000
CostsAndExpenses,33272.000,27243.000,1181165.000,753122.000,185902.000,2366421.000,308675.000,191238.000,431816.000
Depreciation,,,29367.000,31070.000,29100.000,0.000,,,
EarningsPerShareBasicAndDiluted,-0.030,-0.010,-0.001,-0.050,0.001,-0.260,,,
GainsLossesOnExtinguishmentOfDebt,,,607149.000,,,,,,
GeneralAndAdministrativeExpense,16605.000,10576.000,1151798.000,722052.000,156802.000,2366421.000,308675.000,191238.000,431816.000
GrossProfit,,,603959.000,-116834.000,234481.000,-138087.000,125030.000,-127250.000,22548.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,-19008.000,-989596.000,35918.000,-3765255.000,-324935.000,-448014.000,-536749.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.020,-0.010,,,,,-0.020,-0.020,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTax,-27686.000,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,-0.010,-0.000,,,,,,,
IncreaseDecreaseInAccountsAndNotesReceivable,,,,,,,146064.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-120870.000,,,,287352.000,,
IncreaseDecreaseInAccountsReceivable,,,-98763.000,,,,217646.000,,
IncreaseDecreaseInAccruedLiabilities,,,266522.000,,,,435407.000,,
IncreaseDecreaseInDueFromRelatedParties,,,103413.000,,,,,,
IncreaseDecreaseInNotesPayableCurrent,,,-9234.000,,,,2562720.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-907.000,,,,130083.000,,
InterestExpense,807.000,816.000,48951.000,119640.000,12661.000,653598.000,141290.000,129526.000,127481.000
LineOfCreditFacilityIncreaseDecreaseForPeriodNet,,,,,,,-55012.000,,
NetCashProvidedByUsedInDiscontinuedOperations,,,-80310.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,80902.000,,,,2620059.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,80902.000,,,,2620059.000,,
NetCashProvidedByUsedInInvestingActivities,,,-47699.000,,,,-2626318.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-47699.000,,,,-2626318.000,,
NetCashProvidedByUsedInOperatingActivities,,,47107.000,,,,50095.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,47107.000,,,,50095.000,,
NetIncomeLoss,-61765.000,-28059.000,-19008.000,-989596.000,35918.000,-3765255.000,-324935.000,-448014.000,-536749.000
NonoperatingIncomeExpense,-807.000,-816.000,558198.000,-119640.000,-12661.000,-1260747.000,-141290.000,-129526.000,-127481.000
OperatingIncomeLoss,-33272.000,-27243.000,-577206.000,-869956.000,48579.000,-2504508.000,-183645.000,-318488.000,-409268.000
OtherDepreciationAndAmortization,16667.000,16667.000,,,,,,,
PaymentsToAcquireIntangibleAssets,,,,,,,2626318.000,,
PaymentsToAcquireMachineryAndEquipment,,,47699.000,,,,,,
ProceedsFromIssuanceOfCommonStock,,,700603.000,,,,147192.000,,
ProceedsFromNotesPayable,,,108474.000,,,,,,
ProfitLoss,-34079.000,-28059.000,-19008.000,-989596.000,35918.000,-3765255.000,-324935.000,-448014.000,-536749.000
Revenues,,,1818460.000,1724229.000,1963691.000,29247.000,221086.000,163936.000,195464.000
SalesRevenueNet,,,1818460.000,1724229.000,1963691.000,29247.000,221086.000,163936.000,195464.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,2127184.000,2127184.000,20308164.000,20308164.000,20308164.000,-45617308.000,17682466.000,18764290.000,37804415.000
