,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AcquisitionCosts,,,,,1142000.000,-206000.000,,,,,,,,,,,,,,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,,,,,,,,,1200000.000,1400000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,47600000.000,58600000.000,59000000.000,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,39400000.000,2000000.000,6900000.000,,,,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,49000000.000,60100000.000,60500000.000,52600000.000,65000000.000,61900000.000,59100000.000,57400000.000,49900000.000,61500000.000,69300000.000,63900000.000,60800000.000,65300000.000,46000000.000,58900000.000,56500000.000,55900000.000,51800000.000,55600000.000,55600000.000,63800000.000,62000000.000
AmortizationOfFinancingCostsAndDiscounts,,,,,236000.000,,,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,1544000.000,1332000.000,1263000.000,1227000.000,1178000.000,1236000.000,1148000.000,1138000.000,1200000.000,7700000.000,7600000.000,15400000.000,9500000.000,8500000.000,11900000.000,5600000.000,5600000.000,5400000.000,3300000.000,4800000.000,4800000.000,3400000.000,4300000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,5800000.000,13500000.000,29800000.000,-31700000.000,30600000.000,42300000.000,36800000.000,-77400000.000,24700000.000,39400000.000,21800000.000,-72700000.000,25400000.000,10200000.000,6400000.000,3700000.000,3100000.000,-9800000.000,4000000.000,8000000.000,2700000.000,-12200000.000,1600000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,0.000,,,,,,,,,,,,0.000,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,700000.000,,,,,,,,,,,,1000000.000,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,700000.000,,,,,,,,,,,,1000000.000,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,,,,,,,,165500000.000,0.000,165500000.000,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedGains,2600000.000,,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,700000.000,,,,,,,,,,,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,5061000.000,4200000.000,0.000,339000.000,1100000.000,-200000.000,300000.000,800000.000,100000.000,100000.000,0.000,700000.000,600000.000,,,,,,,,2800000.000,,
BusinessCombinationIntegrationRelatedCosts,,2685000.000,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,1132496000.000,,,,2675000.000,,,,-364100000.000,,,,295400000.000,,171200000.000,,,,225100000.000,,,,408800000.000
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
ComprehensiveIncomeNetOfTax,140800000.000,116700000.000,67500000.000,83800000.000,33148000.000,50069000.000,30403000.000,95180000.000,81100000.000,99400000.000,169400000.000,149800000.000,47900000.000,87500000.000,64800000.000,179900000.000,185600000.000,,103100000.000,143100000.000,163400000.000,,124500000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-100000.000,-100000.000,-0.000,100000.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,140700000.000,116600000.000,67500000.000,83900000.000,33200000.000,50100000.000,30400000.000,95100000.000,,,,,,,,,,,,,,,
CostMethodInvestmentsRealizedGainLoss,,,,,,14800000.000,5800000.000,,1600000.000,,3600000.000,,,,,,6000000.000,,,,,,
CostMethodInvestmentsRealizedGains,,,,,,14800000.000,,,,,,,,,,,,,,,,,
CostOfGoodsSold,265746000.000,292391000.000,286609000.000,310537000.000,280629000.000,292589000.000,334645000.000,296137000.000,278200000.000,321300000.000,325500000.000,351600000.000,326600000.000,290000000.000,288800000.000,311700000.000,322600000.000,346500000.000,277900000.000,328300000.000,349600000.000,370400000.000,330200000.000
CostOfRevenue,365727000.000,398378000.000,394192000.000,421822000.000,398443000.000,405886000.000,444480000.000,407791000.000,388400000.000,430200000.000,439100000.000,470000000.000,450000000.000,411100000.000,410100000.000,440700000.000,451200000.000,477200000.000,407000000.000,464900000.000,485800000.000,527900000.000,474400000.000
CostOfServices,99981000.000,105987000.000,107583000.000,111285000.000,117814000.000,113297000.000,109835000.000,111654000.000,110200000.000,108900000.000,113600000.000,118400000.000,123400000.000,121100000.000,121300000.000,129000000.000,128600000.000,130700000.000,129100000.000,136600000.000,136200000.000,157500000.000,144200000.000
CostmethodInvestmentsOtherThanTemporaryImpairment,,,,,14000000.000,0.000,6000000.000,0.000,0.000,400000.000,2100000.000,300000.000,0.000,1100000.000,,,0.000,,5100000.000,0.000,4500000.000,1600000.000,
DeferredIncomeTaxesAndTaxCredits,,,,,,,,,15700000.000,,,,-44500000.000,,11300000.000,,,,21100000.000,,,,15300000.000
DefinedBenefitPlanContributionsByEmployer,5100000.000,4700000.000,3900000.000,2600000.000,6600000.000,5600000.000,4800000.000,3200000.000,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,40758000.000,,,,43396000.000,,,,51600000.000,,,,48100000.000,,47500000.000,,,,47000000.000,,,,55800000.000
DividendsCommonStockCash,,,,,,,,,,,,,,,,,,,,,,,38000000.000
EarningsPerShareBasic,0.240,0.220,0.160,0.180,0.030,0.110,0.030,0.190,0.180,0.190,0.200,0.310,0.230,0.230,0.200,0.410,0.520,0.490,0.240,0.370,0.450,0.490,0.290
EarningsPerShareDiluted,0.240,0.210,0.160,0.180,0.030,0.110,0.030,0.180,0.180,0.190,0.190,0.300,0.220,0.230,0.190,0.400,0.510,0.490,0.230,0.360,0.450,0.490,0.280
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,,,,,-12100000.000,,,,5600000.000,,,,7200000.000
EffectiveIncomeTaxRateContinuingOperations,0.241,0.265,0.309,,0.301,0.355,0.567,,-0.183,0.222,,,,,,,,,,0.272,0.271,,0.226
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,,0.350,,,,,0.350,0.350,,0.253,0.374,0.309,0.301,0.208,,0.278,0.350,0.350,-0.628,
EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwardsWeightedAveragePeriodOfRecognition,2.600,,,,,,,,,,,,,,,,,,,,,,
EntityWideRevenueMajorCustomerPercentage,,,,,,0.120,,,,,,,,,,,,,,,,,
EquityMethodInvestmentOtherThanTemporaryImpairment,0.000,,,,,,,,,,,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,39041000.000,,,,4319000.000,,,,1100000.000,,,,6700000.000,,1700000.000,,,,0.000,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,39041000.000,,,,4319000.000,,,,1100000.000,,,,6700000.000,,1700000.000,,,,0.000,,,,
FairValueLevel1ToLevel2TransfersAmount,,0.000,0.000,,,,,,,,,,,,,,,,,,,,
FairValueLevel2ToLevel1TransfersAmount,,0.000,0.000,,,,,,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersIntoLevel3,,,,,,,,,,,0.000,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,,,,,,,,,,,0.000,,,,,,,,,,,,
FiniteLivedIntangibleAssetsFutureAmortizationExpense,135600000.000,,,,145700000.000,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseAfterYearFive,,,,,16100000.000,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseRemainderOfFiscalYear,,,,,26200000.000,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFive,19300000.000,,,,11100000.000,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFour,24300000.000,,,,24800000.000,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearThree,26100000.000,,,,32800000.000,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearTwo,26400000.000,,,,34700000.000,,,,,,,,,,,,,,,,,,
GainLossOnInvestments,,,,,-14000000.000,,,,2300000.000,,,,166200000.000,-1900000.000,600000.000,200000.000,6000000.000,0.000,-5400000.000,3600000.000,1900000.000,-1900000.000,1200000.000
GainLossRelatedToLitigationSettlement,,,,,,,,,,,,,,800000.000,,0.000,0.000,,,,,,
GeneralAndAdministrativeExpense,44924000.000,44260000.000,44455000.000,45493000.000,54666000.000,48775000.000,49442000.000,50717000.000,47800000.000,48800000.000,61100000.000,59600000.000,74900000.000,55000000.000,55200000.000,56300000.000,57100000.000,60300000.000,59400000.000,58600000.000,54000000.000,52900000.000,50500000.000
GoodwillAcquiredDuringPeriod,400000.000,,,,59600000.000,,,,,,,,13600000.000,,,,,,,,,,
GoodwillImpairmentLoss,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
GoodwillOtherChanges,,,,,,,,,,,,,,,200000.000,,,,0.000,,,,
GoodwillOtherIncreaseDecrease,,,,,,,,,,,,,,,,,,,,,,,-2300000.000
GoodwillTranslationAndPurchaseAccountingAdjustments,-900000.000,,,,0.000,,,,,,,,,,,,,,,,,,
GrossProfit,735885000.000,722166000.000,711604000.000,698935000.000,634055000.000,667873000.000,673831000.000,733041000.000,670800000.000,720500000.000,746500000.000,803600000.000,720100000.000,714800000.000,657300000.000,781500000.000,797400000.000,842400000.000,690900000.000,756400000.000,799500000.000,857700000.000,746600000.000
ImpairmentOfIntangibleAssetsFinitelived,0.000,0.000,0.000,0.000,0.000,0.000,16100000.000,0.000,0.000,0.000,0.000,16100000.000,,,,,,,,,,,
ImpairmentOfInvestments,,,,,,,,,,,,,,,,,,,,,,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,121069000.000,,23278000.000,89488000.000,38813000.000,139921000.000,76900000.000,125900000.000,137500000.000,185200000.000,148000000.000,165600000.000,116000000.000,226000000.000,249600000.000,260600000.000,126500000.000,192200000.000,236600000.000,272100000.000,140600000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,170931000.000,157232000.000,,,,,,,,,,,,,,,,,,,,,
IncomeTaxExaminationInterestExpense,,,,,,,,,3000000.000,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,41271000.000,41714000.000,37398000.000,26321000.000,7008000.000,31769000.000,21999000.000,44224000.000,-14100000.000,28000000.000,38400000.000,33400000.000,37400000.000,62000000.000,35800000.000,68000000.000,51900000.000,62800000.000,35100000.000,52200000.000,64200000.000,83200000.000,31800000.000
IncomeTaxReconciliationDeductionsQualifiedProductionActivities,,,,,,,,,,20300000.000,-600000.000,,-30800000.000,-9200000.000,1300000.000,-200000.000,0.000,14000000.000,,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,,,,,27800000.000,,,,,,,,,,,,,,
IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,,,,,,,,,,,,,,,,,,,-1900000.000,600000.000,,,
IncomeTaxReconciliationNondeductibleExpenseRestructuringCharges,,,,,,,,,,,,,,,,,,,0.000,0.000,-300000.000,,
IncomeTaxReconciliationTaxCreditsResearch,,,,,,,,,15200000.000,,1000000.000,,0.000,0.000,,,,,,,,,
IncomeTaxReconciliationTaxSettlements,,,,,,,,,,,0.000,,0.000,0.000,,,,,,,,,
IncreaseDecreaseInAccountsPayableTrade,-58468000.000,,,,-126846000.000,,,,9100000.000,,,,19200000.000,,-7800000.000,,,,69800000.000,,,,-18400000.000
IncreaseDecreaseInAccountsReceivable,-125610000.000,,,,-126462000.000,,,,94300000.000,,,,15700000.000,,-54200000.000,,,,3200000.000,,,,-383000000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,38099000.000,,,,-3750000.000,,,,-38400000.000,,,,21200000.000,,14100000.000,,,,-24200000.000,,,,4100000.000
IncreaseDecreaseInDeferredRevenue,65844000.000,,,,32558000.000,,,,57200000.000,,,,82800000.000,,99000000.000,,,,92000000.000,,,,11900000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,-66510000.000,,,,-15426000.000,,,,-75200000.000,,,,-92000000.000,,-54100000.000,,,,-89300000.000,,,,-47200000.000
IncreaseDecreaseInOtherAccruedLiabilities,13981000.000,,,,-9146000.000,,,,-26500000.000,,,,-50300000.000,,-48400000.000,,,,-29800000.000,,,,-25500000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,59372000.000,,,,22272000.000,,,,53600000.000,,,,-35500000.000,,21800000.000,,,,59600000.000,,,,3500000.000
IncreaseDecreaseInRestrictedCash,0.000,,,,-35000.000,,,,,,,,-25000000.000,,0.000,,,,,,,,
IncreaseDecreaseInTradingSecurities,2495000.000,,,,2659000.000,,,,1500000.000,,,,1800000.000,,,,,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,18000000.000,13600000.000,7300000.000,-27300000.000,6500000.000,4000000.000,3300000.000,-8500000.000,8000000.000,3300000.000,7100000.000,-9900000.000,10300000.000,6400000.000,7100000.000,7300000.000,6400000.000,-12000000.000,6100000.000,3500000.000,3500000.000,-7000000.000,7100000.000
InterestExpense,6500000.000,15200000.000,14000000.000,13800000.000,14200000.000,13500000.000,12800000.000,12400000.000,14300000.000,14900000.000,14200000.000,15000000.000,15400000.000,16900000.000,18500000.000,21800000.000,21600000.000,21400000.000,22500000.000,25000000.000,25100000.000,25100000.000,25300000.000
InterestIncomeOther,,,,,,,,,,,,,,,,1600000.000,1600000.000,,2700000.000,2700000.000,,,
InventoryWriteDown,,,,,,,36300000.000,,,,,,,,,,,,,,,,
InvestmentIncomeInterest,2400000.000,2600000.000,2200000.000,2500000.000,2800000.000,2900000.000,2600000.000,2700000.000,2100000.000,1700000.000,2300000.000,2600000.000,2100000.000,2700000.000,3800000.000,6700000.000,5700000.000,5600000.000,7900000.000,8500000.000,9100000.000,9900000.000,10400000.000
LegalFees,,,1400000.000,,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,1102070000.000,,,,-6288000.000,,,,-70100000.000,,,,-743800000.000,,185300000.000,,,,104300000.000,,,,-134000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1102070000.000,,,,-6288000.000,,,,-70100000.000,,,,-743800000.000,,185300000.000,,,,104300000.000,,,,-134000000.000
NetCashProvidedByUsedInInvestingActivities,-209224000.000,,,,-93303000.000,,,,-285100000.000,,,,913200000.000,,-221300000.000,,,,-57200000.000,,,,-9700000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-209224000.000,,,,-93303000.000,,,,-285100000.000,,,,913200000.000,,-221300000.000,,,,-57200000.000,,,,-9700000.000
NetCashProvidedByUsedInOperatingActivities,239650000.000,,,,102266000.000,,,,-8900000.000,,,,126000000.000,,219300000.000,,,,172400000.000,,,,545300000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,239650000.000,,,,102266000.000,,,,-8900000.000,,,,126000000.000,,219300000.000,,,,172400000.000,,,,545300000.000
NetIncomeLoss,129750000.000,115560000.000,83663000.000,96163000.000,16270000.000,57719000.000,16814000.000,95697000.000,91000000.000,97900000.000,99100000.000,151800000.000,110600000.000,103600000.000,80200000.000,158000000.000,197700000.000,197800000.000,91400000.000,140000000.000,172400000.000,188900000.000,108800000.000
NetIncomeLossAttributableToNoncontrollingInterest,-90000.000,-42000.000,8000.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,
