,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AmountOfDilutiveSecuritiesESOPConvertiblePreferredStock,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,4214263.000,18734.000,1202090.000,-3903319.000,2987600.000,405780.000,607263.000,-2248339.000,1875285.000,30428.000,1956750.000,-2077431.000,3374995.000,48362.000,1369775.000,,1566993.000,1571872.000,4389790.000,,3361727.000,598857.000,1980457.000,,9182150.000,5299933.000
BasicEarningsPerShareProForma,,,,,,,,,0.490,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,196000000.000,,,,166000000.000,,,,48000000.000,,,,833000000.000,,,,-230000000.000,,,,44000000.000,,,,32000000.000,
CashFlowHedgeGainLossReclassifiedToCostOfSalesNet,-1000000.000,-2000000.000,-4000000.000,-2000000.000,0.000,1000000.000,3000000.000,7000000.000,4000000.000,,,,,,,,,,,,,,,,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,-6000000.000,-4000000.000,,8000000.000,0.000,-1000000.000,6000000.000,7000000.000,,,,,,,,,,,,,,,,,
ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge,-3000000.000,11000000.000,-22000000.000,44000000.000,-1000000.000,18000000.000,-3000000.000,1000000.000,5000000.000,,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,1.110,0.000,0.580,,1.200,0.000,0.620,,1.300,0.340,0.340,,0.700,0.360,0.360,,0.740,0.380,0.380,,0.770,0.390,0.390,,0.790,0.400
ComprehensiveIncomeNetOfTax,,,,,799000000.000,342000000.000,753000000.000,432000000.000,423000000.000,394000000.000,765000000.000,829000000.000,302000000.000,655000000.000,159000000.000,8000000.000,202000000.000,645000000.000,417000000.000,-323000000.000,658000000.000,582000000.000,716000000.000,255000000.000,698000000.000,629000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,42000000.000,32000000.000,51000000.000,36000000.000,46000000.000,39000000.000,40000000.000,41000000.000,43000000.000,39000000.000,36000000.000,37000000.000,42000000.000,41000000.000,35000000.000,35000000.000,42000000.000,32000000.000,46000000.000,13000000.000,48000000.000,38000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,782000000.000,840000000.000,220000000.000,345000000.000,841000000.000,374000000.000,804000000.000,468000000.000,469000000.000,433000000.000,805000000.000,870000000.000,345000000.000,694000000.000,195000000.000,45000000.000,244000000.000,686000000.000,452000000.000,-288000000.000,700000000.000,614000000.000,762000000.000,268000000.000,746000000.000,667000000.000
CostOfRevenue,1663000000.000,1781000000.000,1921000000.000,1779000000.000,1763000000.000,1806000000.000,1803000000.000,1781000000.000,1800000000.000,1812000000.000,1813000000.000,1794000000.000,1801000000.000,1800000000.000,1821000000.000,1746000000.000,1678000000.000,1699000000.000,1652000000.000,1606000000.000,1514000000.000,1541000000.000,1543000000.000,1474000000.000,1493000000.000,1526000000.000
DeferredIncomeTaxesAndTaxCredits,8000000.000,,,,22000000.000,,,,-17000000.000,,,,-21000000.000,,,,-22000000.000,,,,-36000000.000,,,,-51000000.000,
DefinedBenefitPlanContributionsByEmployer,,,,,,,,,,,,,0.000,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,99000000.000,,,,106000000.000,,,,110000000.000,,,,108000000.000,,,,114000000.000,,,,106000000.000,,,,109000000.000,
DilutedEarningsPerShareProForma,,,,,,,,,0.480,,,,,,,,,,,,,,,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,207000000.000,,,,,,,,,,,,,,,,,,,,,,,
DividendsPreferredStock,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,1.170,1.270,1.320,1.220,1.240,1.310,1.380,1.260,0.980,0.600,0.710,0.120,0.420,0.680,0.590,0.690,0.600,0.630,0.810,-0.510,0.600,0.670,0.790,0.680,0.640,0.590
EarningsPerShareDiluted,1.160,1.260,1.310,1.210,1.230,1.300,1.360,1.260,0.970,0.600,0.700,0.110,0.420,0.670,0.590,0.680,0.590,0.630,0.800,-0.500,0.590,0.670,0.780,0.680,0.640,0.590
EffectOfExchangeRateOnCashAndCashEquivalents,4000000.000,,,,10000000.000,,,,-35000000.000,,,,-41000000.000,,,,-59000000.000,,,,15000000.000,,,,19000000.000,
