,2011-09-30,2011-12-31,2012-03-31,2012-12-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-09-30,2015-12-31,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,,,,0.000,,,,0.000,,0.000,,-2634.000,,
DebtInstrumentDecreaseForgiveness,,,,,,0.000,0.000,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,0.010,0.000,-0.010,-0.010,0.000,0.000,-0.010,-0.010,-0.010,-0.010,-0.010,-0.010
GainsLossesOnExtinguishmentOfDebt,,,,,0.000,,,,,,,,,,
GeneralAndAdministrativeExpense,109.000,2364.000,315.000,5145.000,3013.000,7817.000,5280.000,3464.000,3250.000,11250.000,7956.000,14303.000,12634.000,7785.000,6304.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,-0.000,-0.000,,,,,,,,,,,,
IncomeTaxExpenseBenefit,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxExpenseBenefitContinuingOperations,,0.000,0.000,0.000,,,,,,,,,,,
IncomeTaxesPaid,0.000,,,,,,,,,,,,0.000,,
IncomeTaxesPaidNet,,,,,0.000,,,,0.000,,0.000,,,,
IncreaseDecreaseInAccountsPayable,109.000,,,,3500.000,,,,3250.000,,,,,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,,,,,7956.000,,0.000,,
IncreaseDecreaseInAccruedLiabilities,,,,,-487.000,,,,0.000,,113.000,,281.000,,
IncreaseDecreaseInDueToAffiliates,0.000,,,,,,,,,,,,,,
IncreaseDecreaseInDueToAffiliatesCurrent,,,,,0.000,,,,,,,,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,,,,,,,,,0.000,,10000.000,,
IncreaseDecreaseInOtherAccruedLiabilities,,,,,,,,,,,0.000,,0.000,,
InterestExpense,,,,,,,,,,,-113.000,183.000,281.000,-338.000,-395.000
InterestPaid,0.000,,,,0.000,,,,0.000,,0.000,,0.000,,
LegalFees,,,,,,,,,,10500.000,,,,,
NetCashProvidedByUsedInFinancingActivities,0.000,,,,0.000,,,,,,0.000,,0.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,,,0.000,,,,,,0.000,,0.000,,
NetCashProvidedByUsedInInvestingActivities,0.000,,,,0.000,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,,,0.000,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,0.000,,,,0.000,,,,0.000,,0.000,,-2634.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,0.000,,,,0.000,,,,0.000,,0.000,,-2634.000,,
NetIncomeLoss,-109.000,-2364.000,-315.000,5650.000,-3013.000,-7817.000,-5280.000,-3464.000,,,-8069.000,-14485.000,-12915.000,-8122.000,-6698.000
OperatingExpenses,109.000,2364.000,315.000,5145.000,3013.000,7817.000,5280.000,-35684.000,-3250.000,-11250.000,-7956.000,-14303.000,-12634.000,-7785.000,-6304.000
OperatingIncomeLoss,-109.000,-2364.000,-315.000,5650.000,-3013.000,-7817.000,-5280.000,-3464.000,-3250.000,-11250.000,-7956.000,-14303.000,-12634.000,-7785.000,-6304.000
ProceedsFromContributionsFromAffiliates,,,,,0.000,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,0.000,,,,0.000,,,,,,,,,,
ProfitLoss,,,,,-3013.000,,,,-3250.000,-11250.000,,,-12915.000,,
Revenues,,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SalesRevenueNet,,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ShareBasedGoodsAndNonemployeeServicesTransactionStockholdersEquity,0.000,,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,998275.000,998275.000,998275.000,998275.000,-1996550.000,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000
