,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,455427.000,811438.000,0.000,0.000,0.000,319196.000,640520.000,920709.000,,,,2445.000,,
AccountsNotesAndLoansReceivableNetCurrent,,,,,,,,,,,1390661.000,0.000,0.000,0.000,0.000,,,,,,,,,
AccountsPayableOtherCurrent,5722790.000,6129668.000,3334418.000,4288595.000,2403713.000,3644084.000,5732329.000,6271522.000,5542855.000,5236751.000,4447314.000,5367568.000,5489117.000,5665811.000,5001086.000,4703876.000,5778304.000,7502145.000,4153411.000,3844762.000,3840975.000,4097856.000,2842142.000,
AccountsReceivableNetCurrent,32589618.000,32465054.000,35033650.000,34469892.000,23581940.000,28815263.000,21851412.000,16507815.000,13478205.000,13076519.000,17965082.000,18992045.000,24665180.000,29366966.000,26962078.000,24617802.000,28931939.000,29190781.000,15814880.000,14712467.000,7751439.000,6094197.000,6741454.000,5555998.000
AccruedIncomeTaxesCurrent,1895432.000,3521981.000,1643155.000,584387.000,106078.000,92677.000,0.000,462139.000,438591.000,518466.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,1746410.000,1857250.000,1977292.000,2099196.000,2231458.000,2365281.000,2512154.000,2632877.000,2755818.000,2883932.000,2993510.000,3144881.000,3304420.000,3302600.000,3090100.000,3226639.000,3235146.000,3330381.000,3295831.000,3427390.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3068489.000,3708608.000,3982206.000,4237666.000,4280487.000,4163198.000,4528868.000,4966701.000,5908877.000,6303413.000,6600454.000,6066475.000,6165424.000,6224319.000,6391998.000,6773063.000,7052983.000,3912921.000,3434348.000,3743603.000,2456421.000,2282317.000,680651.000,997556.000
AdditionalPaidInCapital,22199832.000,22348271.000,22426864.000,22488943.000,22517018.000,23238700.000,23266776.000,23272923.000,24633499.000,25240249.000,25748669.000,28648658.000,28648658.000,30303508.000,30303508.000,30303508.000,30303508.000,30303508.000,30316774.000,30316774.000,30316774.000,30316774.000,31382467.000,31382467.000
AdvancesOnInventoryPurchases,,,,,,,,,,,654429.000,283273.000,0.000,0.000,0.000,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,144670.000,930699.000,,,,,,,,,1300000.000,2400000.000,2400000.000,2400000.000,4700000.000,6800000.000,13000000.000,14300000.000,3200000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,3645817.000,3665864.000,3721261.000,3743550.000,2454108.000,,6273091.000,4590336.000,,,,,,,,,,
Assets,,,,,,,,,,,,,,,81247231.000,80790479.000,81950876.000,78467623.000,51363580.000,50375192.000,42056327.000,40559420.000,42502438.000,41492576.000
AssetsCurrent,55934127.000,59594256.000,60508809.000,66924232.000,51783967.000,48551386.000,41974131.000,42431520.000,41446531.000,43473133.000,35985502.000,41725140.000,46279840.000,49168765.000,43633047.000,41311115.000,42663774.000,41508213.000,16167309.000,15235836.000,8352875.000,7292489.000,7365124.000,6342557.000
AssetsFairValueDisclosure,,,,,,,,,,,,,,,11457618.000,12530805.000,10167478.000,9555079.000,38898.000,,,,,
AssetsNet,,,,,,,,,,,,,,,,,,,,,,,36879177.000,36181932.000
AssetsNoncurrent,79768036.000,86501236.000,83061876.000,85363388.000,72113313.000,68309402.000,70475300.000,70292925.000,71186343.000,72378029.000,67564444.000,72428323.000,77237846.000,78980215.000,37614184.000,39479364.000,39287102.000,36959410.000,35196271.000,35139356.000,33703452.000,33266931.000,35137314.000,35150019.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,10200000.000,,,,,,,,,,,,,,,
