,2011-01-01,2011-12-31,2012-12-29,2013-12-28,2015-01-03,2016-01-02,2016-12-31
AdditionsToNoncurrentAssets,,31143000.000,60270000.000,,,,
AllocatedShareBasedCompensationExpense,,,6400000.000,7500000.000,8600000.000,9100000.000,8100000.000
AmortizationOfIntangibleAssets,,,8900000.000,7400000.000,7200000.000,7600000.000,7100000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,1969085.000,1760220.000,769394.000,500058.000,493202.000,416142.000
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,200000.000,100000.000,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,100000.000,0.000,,
CapitalizedComputerSoftwareAmortization,,,,2900000.000,3300000.000,3500000.000,
CapitalizedComputerSoftwareAmortization1,,,,,,,4700000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-26284000.000,-31030000.000,23248000.000,-30886000.000,-5596000.000,7764000.000
CommonStockDividendsPerShareCashPaid,,0.920,0.950,0.960,0.990,1.045,1.090
CommonStockDividendsPerShareDeclared,,0.920,0.950,0.960,0.990,1.045,1.090
ComprehensiveIncomeNetOfTax,,46042000.000,48565000.000,63335000.000,55131000.000,105625000.000,85763000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,-641000.000,-314000.000,-316000.000,-30000.000,61000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,45804000.000,47924000.000,63021000.000,54815000.000,105595000.000,85824000.000
CostOfGoodsAndServicesSold,,1194387000.000,1314776000.000,1344672000.000,1438495000.000,1457021000.000,1368476000.000
CurrentFederalTaxExpenseBenefit,,,,,,,18963000.000
CurrentForeignTaxExpenseBenefit,,,,,,,1450000.000
CurrentIncomeTaxExpenseBenefit,,,,,,,24153000.000
CurrentStateAndLocalTaxExpenseBenefit,,,,,,,3740000.000
DeferredFederalIncomeTaxExpenseBenefit,,,,,,,18167000.000
DeferredForeignIncomeTaxExpenseBenefit,,,,,,,-1580000.000
DeferredIncomeTaxExpenseBenefit,,,,,,,19120000.000
DeferredIncomeTaxesAndTaxCredits,,12400000.000,7060000.000,18451000.000,14655000.000,15257000.000,20495000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,,,,,2533000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,20800000.000,23300000.000,26800000.000,29100000.000,32500000.000
Depreciation,,,,36300000.000,46100000.000,46500000.000,57200000.000
DepreciationDepletionAndAmortization,,46287000.000,43360000.000,46621000.000,56722000.000,57564000.000,68947000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,214000.000,243000.000,243000.000,-180000.000,,
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,0.000,0.000,-2000.000,0.000,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,-937000.000,213000.000,538000.000,-1728000.000,,
