,2011-09-30,2011-12-31,2012-03-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayableCurrent,454.000,2364.000,2197.000,0.000,,,,0.000,
AccruedLiabilitiesCurrent,,,,4520.000,3395.000,8392.000,8508.000,10680.000,10628.000
AdditionalPaidInCapital,6596.000,6596.000,6596.000,6596.000,6596.000,6596.000,6596.000,6596.000,6596.000
AssetsCurrent,0.000,0.000,0.000,0.000,,,,,
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000
CommonStockSharesIssued,,,,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000
CommonStockSharesOutstanding,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000
CommonStockValue,128.000,128.000,128.000,128.000,128.000,128.000,128.000,128.000,128.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,14581.000,16945.000,17260.000,11944.000,15373.000,21870.000,24270.000,26942.000,30490.000
DueToAffiliateCurrent,7403.000,7857.000,8339.000,0.000,0.000,,,,
DueToAffiliateCurrentAndNoncurrent,,,,0.000,,,,,
DueToOfficersOrStockholdersCurrent,,,,,,6754.000,9038.000,9538.000,13138.000
LiabilitiesAndStockholdersEquity,0.000,0.000,0.000,0.000,,,,,
LiabilitiesCurrent,7857.000,10221.000,10536.000,5220.000,8649.000,15146.000,17546.000,20218.000,23766.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,781250.000,781250.000,781250.000,781250.000,781250.000,781250.000,7812650.000,781250.000,781250.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,,0.000,,
PreferredStockSharesOutstanding,,,,0.000,0.000,,0.000,,
PreferredStockValue,0.000,0.000,0.000,0.000,,,,,
StockholdersEquity,-7857.000,-10221.000,-10536.000,-5220.000,-8649.000,-15146.000,-17546.000,-20218.000,-23766.000
