,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalCounterpartyDefaultPeriodOfDefaultEffectOnEquity,,,,,,,,,,,,,,,-109000.000
AllocatedShareBasedCompensationExpense,,,57058.000,,,,9616.000,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,,,9800.000
BusinessCombinationAcquisitionRelatedCosts,125694.000,307862.000,135832.000,116616.000,121473.000,106464.000,123710.000,151852.000,117439.000,100147.000,123770.000,108244.000,125330.000,109650.000,127896.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,3760.000,,,,-15387.000,,,,-14577.000,,,,-4859.000
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,,,,,,,,,,,,,,,3840.000
CostOfGoodsAndServicesSold,384210.000,299423.000,159102.000,229662.000,204504.000,466280.000,324483.000,274343.000,187394.000,221677.000,127130.000,268777.000,152891.000,181728.000,118937.000
DebtInstrumentIncreaseAccruedInterest,,,,,,,6832.000,,,,5502.000,,,,5502.000
DebtInstrumentInterestRateDuringPeriod,,,6.000,,,,6.000,,,,0.080,,,,0.080
DebtInstrumentInterestRateIncreaseDecrease,,,0.125,,,,0.125,,,,0.125,,,,0.125
DebtInstrumentPeriodicPayment,,,,,,,17500.000,,,,15000.000,,,,15000.000
Depreciation,,,88.000,,,,,,,,,,,,
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,,55538.000
EarningsPerShareBasicAndDiluted,0.000,-0.010,-0.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.010,0.000,-0.010,-0.000,-0.010,-0.010
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,,,,,1.443
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,,,,,,0.008
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputPeriodIncreaseDecrease,,,125000.000,,,,125000.000,,,,125000.000,,,,125000.000
FiniteLivedIntangibleAssetsPeriodIncreaseDecrease,,,150000.000,,,,150000.000,,,,150000.000,,,,150000.000
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,,,,,,,,-59378.000
GainLossOnSaleOfDerivatives,,,,,,,,,,,,,8692.000,,59378.000
GeneralAndAdministrativeExpense,62346.000,35508.000,35514.000,43967.000,23781.000,20552.000,27974.000,26319.000,21187.000,8848.000,28756.000,72244.000,11688.000,16204.000,19582.000
GrossProfit,236807.000,217597.000,87919.000,150506.000,124341.000,180348.000,230806.000,232536.000,125015.000,145151.000,240707.000,61236.000,113961.000,72867.000,120182.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,37493.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsAndNotesReceivable,,,100000.000,,,,100000.000,,,,,,,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,33303.000,,,,-16018.000,,,,-59150.000,,,,-12865.000
IncreaseDecreaseInAccountsReceivable,,,59255.000,,,,-6642.000,,,,-608.000,,,,35301.000
IncreaseDecreaseInAccruedLiabilities,,,,,,,,,,,,,,,109000.000
IncreaseDecreaseInInterestPayableNet,,,,,,,7385.000,,,,3401.000,,,,4117.000
IncreaseDecreaseInPrepaidExpense,,,5425.000,,,,,,,,,,,,
