,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AmortizationOfDebtDiscountPremium,,,,,79420.000,111947.000,78649.000,-667735.000,-42128.000,-73640.000,-63446.000,405033.000,50183.000,-29190.000,-13845.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-26575.000,,-2110.000,,,,59116.000,,,,-1448.000,,
ConversionOfStockAmountConverted1,,,,,,,,,20596.000,,,,,,
CostOfGoodsSold,,32315.000,46042.000,22602.000,8297.000,22950.000,37397.000,24948.000,18449.000,101193.000,6031.000,114945.000,22046.000,5138.000,3132.000
DebtConversionConvertedInstrumentAmount1,,,,,,,,,24300.000,,,,,,
DebtConversionConvertedInstrumentSharesIssued1,,,,,,,,,1500000.000,,,,,,
DebtInstrumentDecreaseForgiveness,,,,,,,,,45745.000,,,,,,
Depreciation,,,507.000,,1898.000,1899.000,1641.000,1641.000,1891.000,377.000,1245.000,1145.000,1070.000,1082.000,1094.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,22777.000,,,,,,,-13944.000,12298.000,64606.000
EarningsPerShareBasicAndDiluted,0.000,-0.000,-0.010,-0.000,-0.000,-0.010,-0.000,-0.010,-0.030,-0.000,-0.000,0.000,-0.000,0.000,0.000
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,,,2.220,,
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,,,,0.003,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,99988.000,-63200.000,45493.000,-27905.000,,,
GeneralAndAdministrativeExpense,,147742.000,223110.000,160992.000,233165.000,416469.000,81995.000,137502.000,2075380.000,213632.000,282050.000,256446.000,75636.000,164582.000,73232.000
GrossProfit,,127.000,-1914.000,3926.000,9491.000,14540.000,20034.000,8512.000,44585.000,17573.000,16056.000,-79875.000,-8124.000,8875.000,1848.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,-280876.000,-502913.000,-192582.000,-289565.000,-2817264.000,-473591.000,-336454.000,-556209.000,-132971.000,-239966.000,-161510.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-37927.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,53671.000,,3431.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,6040.000,,,,10506.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,103948.000,,134000.000,,,,-30000.000,,,,,,
IncreaseDecreaseInAccountsReceivable,,,-5542.000,,40.000,,,,31025.000,,,,-335.000,,
IncreaseDecreaseInDueToOtherRelatedPartiesCurrent,,,,,,,,,,,,,100.000,,
IncreaseDecreaseInFairValueOfUnhedgedDerivativeInstruments,,,,,42767.000,,,,,,,,,,
IncreaseDecreaseInInterestPayableNet,,,598.000,,,,,,,,,,,,
IncreaseDecreaseInInventories,,,-16453.000,,39049.000,,,,20590.000,,,,-9133.000,,
IncreaseDecreaseInOtherReceivables,,,,,,,,,27035.000,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,3750.000,,,,,,22500.000,,,,,,
IncreaseDecreaseInPrepaidSupplies,,,,,,,,,61750.000,,,,,,
InterestExpense,,297.000,329.000,1275.000,4900.000,7178.000,18624.000,-89898.000,-623210.000,-16546.000,-4921.000,-9239.000,-11584.000,-13264.000,-9920.000
InterestPaid,,,,,,,,,3354.000,,,,,,
MarketingAndAdvertisingExpense,,,,,14000.000,2500.000,1700.000,46500.000,19000.000,33000.000,-122.000,3822.000,318.000,0.000,350.000
NetCashProvidedByUsedInFinancingActivities,,,77500.000,,137358.000,,,,418850.000,,,,10000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,77500.000,,137358.000,,,,418850.000,,,,10000.000,,
NetCashProvidedByUsedInInvestingActivities,,,3558.000,,,,,,-5000.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,3558.000,,,,,,-5000.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-107633.000,,-139468.000,,,,-354734.000,,,,-11448.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-107633.000,,-139468.000,,,,-354734.000,,,,-11448.000,,
NetIncomeLoss,-37927.000,-163422.000,-248112.000,-164889.000,-280876.000,-502913.000,-192582.000,-289565.000,-2817264.000,-473591.000,-336454.000,-556209.000,-132971.000,-239966.000,-161510.000
NonoperatingIncomeExpense,,,,,,,,,,,,,47823.000,82075.000,88371.000
OperatingExpenses,37927.000,163252.000,245869.000,167540.000,248814.000,421105.000,115343.000,155626.000,2096523.000,247615.000,283173.000,260619.000,77024.000,166766.000,74987.000
OperatingIncomeLoss,,-163125.000,,,-239323.000,-406565.000,-95309.000,-147114.000,-2051938.000,-230042.000,-267117.000,-340494.000,-85148.000,-157891.000,-73139.000
OtherGeneralAndAdministrativeExpense,275.000,,,,,,,,,,,,,,
OtherNonoperatingExpense,,,,,,,,,,-216563.000,44523.000,,,-27323.000,
OtherNonoperatingIncomeExpense,,,,,,,,,765326.000,243549.000,69337.000,,,,
PaymentsToAcquireMachineryAndEquipment,,,,,,,,,5000.000,,,,,,
ProceedsFromConvertibleDebt,,,,,100000.000,,,,78500.000,,,,,,
ProceedsFromIssuanceOfCommonStock,,,67500.000,,,,,,,,,,,,
ProceedsFromNotesPayable,,,10000.000,,11500.000,,,,,,,,10000.000,,
ProceedsFromSaleOfMachineryAndEquipment,,,3558.000,,,,,,,,,,,,
ProfessionalFees,33152.000,,,,,,,,,,,,,,
ProvisionForDoubtfulAccounts,,,,,4515.000,,,,,,,,9112.000,,
RepaymentsOfDebt,,,,,,,,,30000.000,,,,,,
RepaymentsOfNotesPayable,,,,,,,,,5000.000,,,,,,
Revenues,,32442.000,44128.000,26528.000,17788.000,37490.000,57431.000,33460.000,63034.000,118766.000,22087.000,35070.000,13922.000,14013.000,4980.000
SalariesAndWages,4500.000,,,,,,,,,,,,,,
SalesRevenueNet,,32442.000,44128.000,26528.000,17788.000,37490.000,57431.000,33460.000,63034.000,118766.000,22087.000,35070.000,13922.000,14013.000,4980.000
SellingExpense,,15510.000,22759.000,6548.000,13751.000,2737.000,31707.000,16483.000,19252.000,33606.000,-122.000,3028.000,318.000,1102.000,661.000
ShareBasedCompensation,,,,,,,,,1891183.000,,,,,,
ShippingHandlingAndTransportationCosts,,,,,2900.000,2900.000,0.000,500.000,4400.000,14000.000,6979.000,1221.000,1399.000,1100.000,1075.000
StockIssued1,,,-395341.000,,,,,,,,,,,,
StockIssuedDuringPeriodValueOther,,,,,,,,,614200.000,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,40087218.000,54240101.000,68460139.000,70108491.000,77535234.000,-141035089.000,106586999.000,135106779.000,142431535.000,-251082490.000,166196203.000,209052478.000,301003741.000
