,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AssetImpairmentCharges,,,,,,,0.000,,0.000,,0.000,0.000,0.000,,,,,,,
AssetRetirementObligationAccretionExpense,66600.000,66700.000,61600.000,61600.000,61600.000,61600.000,66700.000,66600.000,66700.000,66600.000,70000.000,70000.000,70000.000,70100.000,98600.000,98600.000,98600.000,94900.000,56000.000,56100.000
AssetRetirementObligationCashPaidToSettle,,,,,,,,,,,0.000,,,,,,,,200.000,
AssetRetirementObligationLiabilitiesSettled,,,-20000.000,-800.000,,,-21600.000,-100.000,4400.000,46500.000,,600.000,,,,,259600.000,,,
AssetRetirementObligationPeriodIncreaseDecrease,,,,0.000,0.000,,,,,,,,,,,,,,,
AssetRetirementObligationRevisionOfEstimate,,,,,,,,,,,,,,,,,-259600.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-46500.000,,,,56400.000,,,,-97400.000,,,,,,,,,
CashPeriodIncreaseDecrease,,,,,,,,,,,,,,,,,,,0.000,
ComprehensiveIncomeNetOfTax,,,-223300.000,-330900.000,-287900.000,-590400.000,-260400.000,-185100.000,-239800.000,54200.000,88700.000,138000.000,-228900.000,-4090800.000,-220100.000,-267400.000,-1358100.000,-235200.000,-179300.000,-209900.000
CostsAndExpenses,,,786400.000,732200.000,769200.000,1219100.000,849600.000,887200.000,950600.000,612800.000,585500.000,652900.000,590700.000,4526500.000,556200.000,500600.000,1523900.000,428800.000,331700.000,386600.000
DepletionOfOilAndGasProperties,266700.000,274200.000,248500.000,237400.000,265000.000,407100.000,328400.000,351500.000,368900.000,84800.000,69300.000,83300.000,76300.000,206000.000,46100.000,47500.000,31200.000,2600.000,1900.000,1600.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,,6200.000,-5800.000,14800.000,14500.000,5100.000,-7400.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,,,,,,,,,,,5300.000,5200.000,-3900.000,-1000.000,600.000,700.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,,,317600.000,,,,149300.000,,,,,,,,,,,,,
GainLossOnFairValueHedgeIneffectivenessNet,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000
GainLossOnSaleOfDerivatives,,,,,,,,,,,,,,,8300.000,,,,-2000.000,
GeneralAndAdministrativeExpense,70300.000,74200.000,75900.000,62700.000,70200.000,64600.000,72200.000,62800.000,67300.000,58900.000,62700.000,57800.000,62000.000,61700.000,62200.000,55600.000,50600.000,54100.000,47800.000,59900.000
GrossProfit,,,169900.000,,,,213600.000,,,,296200.000,,,,-17300.000,,,,-78100.000,
ImpairmentOfOilAndGasProperties,,,,0.000,0.000,,,,,,,,,,,,,,,
IncomeTaxExaminationPenaltiesAndInterestExpense,,,,,,,,,,,,,,,,,0.000,,,
IncreaseDecreaseDueFromAffiliates,,,-110700.000,,,,-50100.000,,,,122700.000,,,,-87300.000,,,,-19900.000,
IncreaseDecreaseInAccruedLiabilities,,,13700.000,,,,2300.000,,,,11000.000,,,,1700.000,,,,5700.000,
IncreaseDecreaseInDueToAffiliates,,,,,,,,,,,,,,,,,,,279200.000,
InterestIncomeOperating,100.000,100.000,100.000,,0.000,,0.000,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-317600.000,,,,-149300.000,,,,-222500.000,,,,,,,,0.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-317600.000,,,,-149300.000,,,,-222500.000,,,,,,,,0.000,
NetCashProvidedByUsedInInvestingActivities,,,12400.000,,,,1900.000,,,,0.000,,,,,,,,0.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,12400.000,,,,1900.000,,,,0.000,,,,,,,,0.000,
NetCashProvidedByUsedInOperatingActivities,,,258700.000,,,,203800.000,,,,125100.000,,,,,,,,0.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,258700.000,,,,203800.000,,,,125100.000,,,,,,,,0.000,
