,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableCurrent,126407000.000,128129000.000,109683000.000,112233000.000,93232000.000,92079000.000,93520000.000,80379000.000,82767000.000,88412000.000,95718000.000,80852000.000,88274000.000,62814000.000,206000000.000,192000000.000,170000000.000,113000000.000,88000000.000
AccountsPayableRelatedPartiesCurrent,1022000.000,766000.000,743000.000,518000.000,,,,,,,,,,,,,,,
AccountsReceivableGrossCurrent,,,,,,,,,,,,,,,,,,215000000.000,
AccountsReceivableNetCurrent,,,,,,97000000.000,,,,100700000.000,,,,84000000.000,,,,,
AccountsReceivableRelatedPartiesCurrent,13023000.000,15148000.000,9890000.000,8985000.000,,,,,,,,,,,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,1584000.000,,,,1456000.000,,,,1466000.000,,,,9000000.000,
AccruedLiabilitiesCurrent,108421000.000,90626000.000,140756000.000,79075000.000,100834000.000,120180000.000,77128000.000,113958000.000,84294000.000,122335000.000,73004000.000,115749000.000,117799000.000,205397000.000,243000000.000,290000000.000,239000000.000,267000000.000,156000000.000
AccruedMarketingCostsCurrent,,,,,,11138000.000,,,,11573000.000,,,,11854000.000,,,,30000000.000,
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,,,,,7000000.000,8200000.000,9600000.000,10900000.000,12300000.000,13600000.000,15000000.000,16400000.000,17300000.000,18800000.000,20000000.000,21000000.000,23000000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,679167000.000,,,,780590000.000,,,,704064000.000,,,,874000000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-14948000.000,-18215000.000,-28658000.000,-24699000.000,-22106000.000,-25273000.000,-24556000.000,-23887000.000,-23253000.000,-11435000.000,-11222000.000,-11011000.000,-10800000.000,-27117000.000,-27000000.000,-26000000.000,-25000000.000,-102000000.000,-102000000.000
AdditionalPaidInCapitalCommonStock,,,,,,219158000.000,,,220505000.000,220960000.000,221437000.000,221890000.000,222335000.000,222820000.000,319000000.000,319000000.000,320000000.000,321000000.000,321000000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,1006000.000,,,,743000.000,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,1000000.000,,,,700000.000,,,,600000.000,,,,1000000.000,
AssetRetirementObligation,,,,,11883000.000,,11999000.000,11999000.000,11606000.000,13194000.000,9859000.000,10003000.000,10000000.000,7968000.000,17000000.000,18000000.000,16000000.000,16000000.000,16000000.000
AssetRetirementObligationCurrent,,,,,,,-1800000.000,-823000.000,217000.000,486000.000,465000.000,443000.000,261000.000,453000.000,2000000.000,2000000.000,0.000,0.000,0.000
AssetRetirementObligationsNoncurrent,,,,,,11854000.000,10199000.000,11176000.000,11389000.000,12708000.000,9394000.000,9560000.000,9739000.000,7515000.000,15000000.000,16000000.000,16000000.000,16000000.000,16000000.000
Assets,1471002000.000,1450517000.000,1421475000.000,1375051000.000,1192531000.000,1208931000.000,1131746000.000,1114201000.000,1094360000.000,1098552000.000,1062799000.000,1037105000.000,1019707000.000,877511000.000,3027000000.000,2969000000.000,2901000000.000,2710000000.000,2559000000.000
AssetsCurrent,392607000.000,383588000.000,393070000.000,375133000.000,273320000.000,322773000.000,279589000.000,268319000.000,265287000.000,274151000.000,265642000.000,257875000.000,255477000.000,275782000.000,860000000.000,838000000.000,841000000.000,751000000.000,773000000.000
AssetsHeldForSaleCurrent,,,,,,24867000.000,112000.000,50000.000,50000.000,50000.000,0.000,0.000,,,,,,,
AssetsHeldForSaleLongLived,,,,,,24867000.000,112000.000,50000.000,50000.000,50000.000,,,,,,,,,
AssetsHeldForSalePropertyPlantAndEquipment,,,,,,12124000.000,0.000,0.000,0.000,0.000,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,0.000,60964000.000,0.000,0.000,0.000,5000000.000,0.000
BuildingsAndImprovementsGross,,,,,,153769000.000,,,,154521000.000,,,,111812000.000,,,,327000000.000,
CashAndCashEquivalentsAtCarryingValue,56393000.000,51779000.000,94869000.000,56209000.000,10184000.000,61525000.000,12697000.000,10143000.000,9253000.000,11295000.000,4242000.000,6969000.000,11845000.000,5542000.000,14000000.000,14000000.000,10000000.000,4000000.000,40000000.000
CommitmentsAndContingencies,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,52621359.000,52630965.000,52630965.000,52951379.000,52951379.000,52951379.000,53246715.000,53246715.000,53246715.000,53246715.000,53271772.000,53425505.000,53426699.000,53434698.000,81758451.000,82075543.000,82115543.000,82115543.000,82115543.000
CommonStockSharesOutstanding,52621359.000,52605314.000,52605314.000,52907984.000,52896374.000,52896374.000,53172484.000,53172484.000,53172484.000,53172484.000,53173708.000,53327441.000,53328635.000,53336634.000,81549723.000,81837254.000,81877254.000,81874254.000,81852183.000
CommonStockValue,527000.000,526000.000,526000.000,530000.000,530000.000,530000.000,533000.000,533000.000,533000.000,533000.000,533000.000,534000.000,534000.000,534000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
ConstructionInProgressGross,,,,,,11017000.000,,,,37100000.000,,,,14401000.000,,,,30000000.000,
DebtInstrumentFaceAmount,,,,,,,,,,,,,,1290955000.000,,,,2799000000.000,
DebtInstrumentFairValue,,,,,895378000.000,871258000.000,968614000.000,899428000.000,,849458000.000,,,,1059000000.000,2421000000.000,1652000000.000,1152000000.000,804000000.000,449000000.000
DebtLongtermAndShorttermCombinedAmount,,,,,,,,,,,,,1346977000.000,1300000000.000,2787000000.000,2684000000.000,2806000000.000,2799000000.000,2324000000.000
DeferredCompensationLiabilityClassifiedNoncurrent,,,,,,3396000.000,,,,3495000.000,,,,3670000.000,,,,,
DeferredCosts,,,,,14769000.000,17473000.000,15678000.000,21684000.000,19132000.000,16218000.000,12254000.000,11435000.000,20117000.000,21118000.000,17000000.000,29000000.000,35000000.000,34000000.000,23000000.000
DeferredFinanceCostsNoncurrentNet,,,,,35248000.000,33909000.000,32787000.000,31470000.000,30117000.000,28761000.000,27368000.000,25970000.000,24543000.000,23118000.000,22000000.000,21000000.000,19000000.000,,
DeferredIncomeTaxLiabilities,,,,,,126613000.000,,,,141858000.000,,,,85685000.000,,,,483000000.000,
DeferredTaxAssetsDerivativeInstruments,,,,,,1559000.000,,,,0.000,,,,5143000.000,,,,10000000.000,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,,,,,,,,,,,,5000000.000,
DeferredTaxAssetsGross,,,,,,315534000.000,,,,459019000.000,,,,535635000.000,,,,1286000000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,-6774000.000,,,,-6174000.000,,,,-3779000.000,,,,,
DeferredTaxAssetsNet,,,,,,119839000.000,,,,135684000.000,,,,81906000.000,,,,475000000.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,727400000.000,,,,1112200000.000,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,425400000.000,,,,703600000.000,,,,,,,,,
DeferredTaxAssetsOther,,,,,,1665000.000,,,,2046000.000,,,,2230000.000,,,,17000000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,,6755000.000,,,,8348000.000,,,,10025000.000,,,,24000000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,,,11403000.000,,,,9606000.000,,,,14547000.000,,,,181000000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,,,900000.000,,,,841000.000,,,,761000.000,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,195695000.000,,,,323335000.000,,,,453729000.000,,,,811000000.000,
DeferredTaxLiabilities,,,,,,,,,,,,,,,,,,8000000.000,
DeferredTaxLiabilitiesDerivatives,,,,,,,,,,4046000.000,,,,345000.000,,,,,
DeferredTaxLiabilitiesNoncurrent,,,,,,6774000.000,,,,6174000.000,,,,3779000.000,,,,8000000.000,
DeferredTaxLiabilitiesOtherFiniteLivedAssets,,,,,,9148000.000,,,,8241000.000,,,,5578000.000,,,,0.000,
