,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableCurrent,713273.000,535473.000,712978.000,261709.000,702283.000,578328.000,706948.000,468003.000,961545.000,808559.000,1203222.000,681933.000,911803.000,685580.000,875019.000,290956.000,574473.000,325783.000
AccountsReceivableNetCurrent,2053189.000,1641650.000,1868063.000,1205141.000,1810354.000,1528443.000,2612709.000,1189517.000,2212773.000,1972836.000,2430495.000,1909738.000,1924693.000,1705072.000,1668942.000,725026.000,1538532.000,1044154.000
AccruedLiabilitiesCurrent,278940.000,347728.000,338713.000,281125.000,277535.000,320286.000,272921.000,141357.000,228082.000,237717.000,234863.000,149501.000,200239.000,185473.000,227021.000,253821.000,201732.000,222259.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,4511711.000,,,,4764565.000,,,,3938746.000,,,
AdditionalPaidInCapital,17546079.000,17528514.000,17514275.000,17485396.000,17453969.000,17423609.000,17393260.000,17349570.000,17305055.000,17260918.000,17217008.000,17164082.000,17103967.000,17044240.000,16985235.000,16923983.000,16867078.000,16808600.000
AllowanceForDoubtfulAccountsReceivableCurrent,39000.000,39000.000,39000.000,20000.000,20000.000,13000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,30000.000,20000.000,20000.000,20000.000,20000.000
Assets,18472911.000,18094606.000,17824641.000,16984515.000,17357820.000,17035159.000,15955954.000,14990352.000,15810162.000,15338655.000,15671541.000,14636282.000,14611249.000,13537163.000,13779218.000,12295572.000,12328180.000,11800815.000
AssetsCurrent,9108277.000,8695612.000,8484614.000,7816013.000,8244254.000,8036558.000,8362745.000,7460025.000,8297009.000,7814924.000,8074615.000,6929958.000,6903041.000,6013171.000,7300393.000,5934060.000,6016075.000,5704924.000
AssetsNoncurrent,9364634.000,9398994.000,,9168502.000,9113566.000,8998601.000,,7530327.000,7513153.000,7523731.000,,7706324.000,7708208.000,7523992.000,,6361512.000,6312105.000,6095891.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,414296.000,146676.000,38086.000,29200.000
