,2016-12-31,2017-03-31
AccruedLiabilitiesCurrent,13494.000,9984.000
AccruedProfessionalFeesCurrent,13494.000,9984.000
AdditionalPaidInCapitalCommonStock,69413.000,2553165.000
AssetsCurrent,268215.000,2372208.000
CashAndCashEquivalentsAtCarryingValue,213181.000,2068924.000
CommonStockDiscountOnShares,2060.000,2060.000
CommonStockParOrStatedValuePerShare,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000
CommonStockSharesIssued,24460000.000,26944000.000
CommonStockSharesOutstanding,24460000.000,26944000.000
CommonStockSharesSubscriptions,40000.000,
CommonStockValue,2446.000,2694.000
DueFromRelatedPartiesCurrent,26034.000,35634.000
InterestReceivableCurrent,,2139.000
Liabilities,237494.000,9984.000
LiabilitiesAndStockholdersEquity,268215.000,2372208.000
LiabilitiesCurrent,13494.000,9984.000
MarketableSecuritiesCurrent,,8728.000
NotesReceivableRelatedPartiesCurrent,,200000.000
OtherLiabilitiesNoncurrent,224000.000,0.000
PreferredStockParOrStatedValuePerShare,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PreferredStockValue,0.000,0.000
PrepaidExpenseCurrent,29000.000,56783.000
RetainedEarningsAccumulatedDeficit,-39078.000,-191575.000
StockholdersEquity,30721.000,2362224.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,30721.000,2362224.000
