,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-12305000.000,,,,-1707000.000,
CommonStockDividendsPerShareDeclared,,,,,3.600,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-3411000.000,27153000.000,-2967000.000,-2029000.000,-2148000.000,-2986000.000
DepreciationDepletionAndAmortization,,,13000.000,,,,13000.000,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,62219000.000,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,-4735000.000,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,1521000.000,1948000.000,,,,,,
EarningsPerShareBasic,,-0.080,,1.000,-0.100,,,-0.120
EarningsPerShareBasicAndDiluted,1.860,,-0.090,,,,-0.080,
EarningsPerShareDiluted,,-0.080,,0.990,-0.100,,,-0.120
EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,,,,,,,0.000,
GeneralAndAdministrativeExpense,2638000.000,2343000.000,2767000.000,2418000.000,2598000.000,1741000.000,2151000.000,2990000.000
IncomeLossFromContinuingOperations,,,,27120000.000,-2654000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2822000.000,-1092000.000,-2572000.000,27640000.000,-2618000.000,-891000.000,,-3198000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-2184000.000,-365000.000,-2572000.000,27570000.000,-2654000.000,-1771000.000,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.070,,-0.090,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,-0.010,,1.000,-0.100,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,-0.010,,0.990,-0.100,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,55963000.000,-1948000.000,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,1.930,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,-0.070,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,-0.070,,,,,,
IncomeTaxExpenseBenefit,-638000.000,-727000.000,,70000.000,36000.000,,,
IncreaseDecreaseInAccountsPayableTrade,,,-4000.000,,,,-32000.000,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,-196000.000,,,,302000.000,
IncreaseDecreaseInOtherAccruedLiabilities,,,-318000.000,,,,-172000.000,
IncreaseDecreaseInOtherNoncurrentAssets,,,-124000.000,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-40000.000,,,,27000.000,
InterestAndOtherIncome,596000.000,703000.000,179000.000,-10000.000,58000.000,52000.000,-4000.000,-243000.000
InvestmentIncomeAmortizationOfDiscount,,,1000.000,,,,5000.000,
LicensesRevenue,3000.000,555000.000,6000.000,30000000.000,5000.000,0.000,3000.000,
NetCashProvidedByUsedInFinancingActivities,,,-1659000.000,,,,-256000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-1659000.000,,,,-256000.000,
NetCashProvidedByUsedInInvestingActivities,,,-8018000.000,,,,1000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-8018000.000,,,,1000.000,
NetCashProvidedByUsedInOperatingActivities,,,-2628000.000,,,,-1452000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-2628000.000,,,,-1452000.000,
NetIncomeLoss,54521000.000,-2313000.000,-2572000.000,27120000.000,-2654000.000,-1771000.000,-2131000.000,-3198000.000
NetIncomeLossAttributableToNoncontrollingInterest,-742000.000,,,450000.000,,,,
OperatingExpenses,3421000.000,2350000.000,2832000.000,2418000.000,2745000.000,1755000.000,2153000.000,2992000.000
OperatingIncomeLoss,-3418000.000,-1795000.000,-2826000.000,27582000.000,-2740000.000,-1755000.000,-2150000.000,-2992000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,-17000.000,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationBeforeTax,,,,,,,,252000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,212000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,,,,,,-23000.000,-37000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,,,,,,6000.000,-3000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,,,,-17000.000,
PaymentsForRepurchaseOfCommonStock,,,1536000.000,,,,,
PaymentsOfDividends,,,106000.000,,,,244000.000,
PaymentsToAcquireAvailableForSaleSecurities,,,7996000.000,,,,4999000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,22000.000,,,,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,,,,,,5000000.000,
ProceedsFromStockPlans,,,-17000.000,,,,-12000.000,
ProfitLoss,53779000.000,-2313000.000,-2572000.000,27570000.000,-2654000.000,-1771000.000,,-3198000.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,,150000.000,150000.000,,150000.000,150000.000
ResearchAndDevelopmentExpense,783000.000,7000.000,65000.000,,147000.000,,2000.000,2000.000
Revenues,3000.000,555000.000,,,,,,
SalesRevenueNet,3000.000,555000.000,,,,,,
ShareBasedCompensation,,,526000.000,,,,616000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,,,,,,,1000000.000,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,138000.000,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,28358000.000,,27388000.000,27358000.000,,,27581000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,27517000.000,
WeightedAverageNumberOfSharesOutstandingBasic,,28358000.000,,27250000.000,27358000.000,,,27581000.000
