,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableCurrent,29291.000,0.000,8249.000,13640.000,155909.000,117375.000,85678.000,52393.000,25564.000
AccountsReceivableNetCurrent,307109.000,173458.000,580529.000,361575.000,272009.000,364427.000,501203.000,277386.000,156274.000
AccruedEmployeeBenefitsCurrent,,50964.000,102571.000,,51686.000,,,,
AccruedIncomeTaxesCurrent,263417.000,293774.000,0.000,0.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-350484.000,414494.000,461716.000,508327.000,584640.000,638589.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,247866.000,256484.000,261713.000,296168.000,304088.000,299364.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,219798.000,233815.000,259089.000,247866.000,256484.000,261713.000,296168.000,304088.000,299364.000
AdditionalPaidInCapitalCommonStock,1079649.000,1094390.000,1109131.000,1129351.000,1134291.000,1139231.000,1124411.000,1124411.000,1124411.000
AllowanceForDoubtfulAccountsReceivableCurrent,,0.000,0.000,91577.000,90894.000,69974.000,63827.000,235499.000,275958.000
Assets,3781870.000,3767795.000,2385626.000,1966720.000,1722882.000,1619014.000,1367472.000,1395722.000,1160212.000
AssetsCurrent,1139460.000,1486369.000,896370.000,880777.000,823450.000,813906.000,648992.000,717848.000,549056.000
AssetsNoncurrent,2642410.000,2281426.000,1489256.000,1085943.000,899432.000,,,,
CashAndCashEquivalentsAtCarryingValue,779132.000,1249015.000,45737.000,263228.000,333386.000,97342.000,42580.000,290038.000,185394.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000,900000000.000
CommonStockSharesIssued,16291854.000,16291854.000,16291854.000,16331854.000,16331854.000,16331854.000,16331854.000,16331854.000,16331854.000
CommonStockSharesOutstanding,16291854.000,16291854.000,16291854.000,16331854.000,16331854.000,16331854.000,16331854.000,16331854.000,16331854.000
CommonStockValue,1629.000,1629.000,1629.000,1633.000,1633.000,1633.000,1633.000,1633.000,1633.000
DeferredRevenue,,,,,,64198.000,60376.000,55917.000,51409.000
DeferredTaxAssetsGross,,,,157063.000,225328.000,214736.000,226790.000,324514.000,339012.000
DeferredTaxAssetsNet,,,,0.000,0.000,0.000,0.000,0.000,0.000
DeferredTaxAssetsValuationAllowance,,,,-157063.000,-225328.000,-214736.000,-226790.000,324514.000,339012.000
DepositsAssetsNoncurrent,,55395.000,71698.000,40361.000,40572.000,41255.000,41877.000,37251.000,36367.000
DueFromOfficersOrStockholdersCurrent,0.000,,,,,,,,
DueToOfficersOrStockholdersCurrent,1845380.000,1929812.000,810574.000,754582.000,1006551.000,969381.000,812282.000,838844.000,724195.000
EscrowDeposit,,471350.000,475270.000,268393.000,218216.000,167155.000,117158.000,65026.000,49068.000
IncomeTaxesReceivable,,,192332.000,0.000,157063.000,157063.000,157063.000,157063.000,324514.000
InventoryNet,2080.000,0.000,,0.000,0.000,,,,
Liabilities,2363323.000,2562607.000,1239235.000,1265924.000,1559886.000,1354705.000,1155671.000,1943882.000,1813083.000
LiabilitiesAndStockholdersEquity,3781870.000,3767795.000,2385626.000,1966720.000,1722882.000,1619014.000,1367472.000,1395722.000,1160212.000
LiabilitiesCurrent,517943.000,632795.000,428661.000,511342.000,553335.000,385324.000,343389.000,1105038.000,1088888.000
NotesAndLoansReceivableNetCurrent,,24745.000,24952.000,,,,,,
OperatingLeasesFutureMinimumPaymentsReceivable,,,,693543.000,649970.000,607251.000,569490.000,708201.000,646334.000
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,235087.000,184340.000,187149.000,192320.000,267182.000,271229.000
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,0.000,,,,,
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,103522.000,68838.000,17263.000,,,
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,177467.000,203235.000,206332.000,175234.000,161549.000,90136.000
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,177467.000,193557.000,196507.000,201936.000,279470.000,284969.000
OtherAccountsPayableAndAccruedLiabilities,,288057.000,317841.000,497702.000,397426.000,185576.000,174660.000,525291.000,586661.000
OtherReceivables,,,,220572.000,,,,,
PreferredStockParOrStatedValuePerShare,,,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,,,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
PreferredStockSharesIssued,,,,0.000,0.000,0.000,0.000,,
PreferredStockSharesOutstanding,,,,,,,0.000,,
PreferredStockValue,,,,,,,0.000,,
PropertyPlantAndEquipmentGross,,,,1127673.000,1055138.000,1058414.000,1067772.000,1160237.000,1164310.000
PropertyPlantAndEquipmentNet,871051.000,969098.000,942288.000,777189.000,640644.000,596698.000,559445.000,575597.000,525721.000
PropertyPlantAndEquipmentOtherAccumulatedDepreciation,,200614.000,257534.000,350484.000,414494.000,461716.000,508327.000,584640.000,638589.000
RetainedEarningsAccumulatedDeficit,295125.000,-189126.000,-373260.000,-841688.000,-1478368.000,-1472546.000,-1630011.000,-2478380.000,-2578367.000
SalesAndExciseTaxPayableCurrent,0.000,,,,,18175.000,22675.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,80000.000,80000.000,80000.000
ShortTermBorrowings,,,,,,,,471437.000,425254.000
StatutoryAccountingPracticesStatutoryCapitalAndSurplusBalance,500088.000,656900.000,656900.000,500088.000,500088.000,500088.000,500088.000,500088.000,500088.000
StockholdersEquity,1418547.000,1205188.000,1146391.000,700796.000,162996.000,264309.000,211801.000,-548160.000,-652871.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1418547.000,1205188.000,1146391.000,700796.000,162996.000,264309.000,211801.000,-548160.000,-652871.000
UnrecognizedTaxBenefits,,,,,0.000,0.000,0.000,0.000,
ValueAddedTaxReceivableCurrent,5865.000,12673.000,0.000,35402.000,54880.000,0.000,0.000,0.000,
