,2015-09-27,2015-12-27,2016-03-27,2016-06-30,2016-10-02,2017-01-01,2017-04-02
AccountsPayableCurrent,13250000.000,9509000.000,13135000.000,13112000.000,12993000.000,11685000.000,13771000.000
AccountsReceivableNetCurrent,4060000.000,1753000.000,4325000.000,2966000.000,4943000.000,2464000.000,6666000.000
AccruedIncomeTaxesCurrent,1531000.000,,999000.000,1108000.000,248000.000,359000.000,412000.000
AccruedMarketingCostsCurrent,2877000.000,2784000.000,4148000.000,4336000.000,2969000.000,1797000.000,4206000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,16295000.000,,,
AdditionalPaidInCapitalCommonStock,108227000.000,115053000.000,112215000.000,112375000.000,112240000.000,112557000.000,112757000.000
AllowanceForDoubtfulAccountsReceivable,135000.000,74000.000,142000.000,65000.000,93000.000,95000.000,122000.000
Assets,98521000.000,103102000.000,112796000.000,82533000.000,83521000.000,84516000.000,95007000.000
AssetsCurrent,38426000.000,42965000.000,52610000.000,18092000.000,20682000.000,22798000.000,34750000.000
CashAndCashEquivalentsAtCarryingValue,7838000.000,15641000.000,21571000.000,73000.000,212000.000,6366000.000,12567000.000
CashEquivalentsAtCarryingValue,,,,0.000,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,17997622.000,17999244.000,18546346.000,18591808.000,18630969.000,18636541.000,18638509.000
CommonStockSharesOutstanding,17997622.000,17999244.000,18546346.000,18591808.000,18630969.000,18636541.000,18638509.000
CommonStockValue,180000.000,180000.000,176000.000,186000.000,186000.000,186000.000,186000.000
DebtInstrumentInterestRateEffectivePercentage,,,,0.036,,,
DeferredFinanceCostsNoncurrentNet,371000.000,371000.000,326000.000,601000.000,571000.000,542000.000,511000.000
DeferredIncomeTaxAssetsNet,,,,,,,224000.000
DeferredIncomeTaxLiabilities,,,,7324000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,3501000.000,,,
DeferredTaxAssetsLiabilitiesNetCurrent,7340000.000,8331000.000,9601000.000,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,3501000.000,2271000.000,1399000.000,
DeferredTaxAssetsNet,,,,10825000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,117000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,130000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,4527000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,998000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsWarrantyReserves,,,,4301000.000,,,
DeferredTaxAssetsValuationAllowance,,,,247000.000,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,6406000.000,,,
DeferredTaxLiabilitiesNoncurrent,7045000.000,6661000.000,6406000.000,,,,
DeferredTaxLiabilitiesOther,,,,11000.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,907000.000,,,
EmployeeRelatedLiabilitiesCurrent,1437000.000,1769000.000,2553000.000,1706000.000,1327000.000,1514000.000,2160000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,840000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,215000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,107000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,107000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,107000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,107000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,107000.000,,,
FiniteLivedIntangibleAssetsGross,,,,1590000.000,,,
FiniteLivedIntangibleAssetsNet,,,,750000.000,,,
Goodwill,29593000.000,29593000.000,29593000.000,29593000.000,29593000.000,29593000.000,29593000.000
IncomeTaxesReceivable,,474000.000,59000.000,5000.000,253000.000,581000.000,1264000.000
IncreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,,,,317000.000,,,
IndefiniteLivedTradeNames,,,,16000000.000,,,
IntangibleAssetsGrossExcludingGoodwill,,,,17590000.000,,,
IntangibleAssetsNetExcludingGoodwill,16916000.000,16860000.000,16805000.000,16750000.000,16723000.000,16696000.000,16670000.000
InterestPayableCurrent,837000.000,1106000.000,1074000.000,1178000.000,1324000.000,1524000.000,1297000.000
InventoryFinishedGoods,5881000.000,5126000.000,5225000.000,5984000.000,5723000.000,3634000.000,4201000.000
InventoryNet,12701000.000,11286000.000,11851000.000,13268000.000,12596000.000,11365000.000,11886000.000
InventoryRawMaterials,5381000.000,4610000.000,4927000.000,5420000.000,5618000.000,6431000.000,6732000.000
InventoryValuationReserves,559000.000,452000.000,502000.000,332000.000,542000.000,553000.000,575000.000
InventoryWorkInProcess,1998000.000,2002000.000,2201000.000,2196000.000,1797000.000,1853000.000,1528000.000
Liabilities,42642000.000,38527000.000,46169000.000,90912000.000,85052000.000,81699000.000,89749000.000
LiabilitiesAndStockholdersEquity,98521000.000,103102000.000,112796000.000,82533000.000,83521000.000,84516000.000,95007000.000
LiabilitiesCurrent,35054000.000,30347000.000,37501000.000,44381000.000,39599000.000,37249000.000,46339000.000
LiabilityForUncertainTaxPositionsNoncurrent,543000.000,1519000.000,2262000.000,2189000.000,2304000.000,2496000.000,2653000.000
LongTermDebt,,,,52227000.000,47915000.000,46726000.000,45535000.000
LongTermDebtCurrent,,,,7885000.000,4766000.000,4772000.000,4778000.000
LongTermDebtNoncurrent,,,,44342000.000,43149000.000,41954000.000,40757000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,1116000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,434000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,10000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,36000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,227000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,408000.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,1000.000,,,
OtherAssetsNoncurrent,125000.000,125000.000,182000.000,170000.000,170000.000,170000.000,80000.000
OtherLiabilitiesCurrent,2727000.000,2383000.000,2390000.000,2113000.000,2754000.000,2282000.000,5695000.000
OtherPrepaidExpenseCurrent,486000.000,415000.000,312000.000,406000.000,863000.000,612000.000,809000.000
PrepaidExpenseAndOtherAssetsCurrent,6487000.000,5480000.000,5203000.000,1780000.000,2678000.000,2022000.000,2367000.000
PrepaidInsurance,561000.000,278000.000,905000.000,591000.000,557000.000,284000.000,1104000.000
ProductWarrantyAccrualClassifiedCurrent,10392000.000,10808000.000,11240000.000,11392000.000,11720000.000,11496000.000,12093000.000
PropertyPlantAndEquipmentGross,,,,30121000.000,,,
PropertyPlantAndEquipmentNet,13090000.000,13188000.000,13280000.000,13826000.000,13511000.000,13318000.000,13179000.000
RetainedEarningsAccumulatedDeficit,-52528000.000,-50658000.000,-45764000.000,-120940000.000,-113957000.000,-109926000.000,-107685000.000
SecurityDeposit,558000.000,332000.000,10000.000,133000.000,504000.000,367000.000,5000.000
SelfInsuranceReserveCurrent,821000.000,662000.000,704000.000,809000.000,703000.000,837000.000,932000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,,,0.350,,,
StandardProductWarrantyAccrualCurrent,,,,11392000.000,,11496000.000,12093000.000
StockholdersEquity,55879000.000,64575000.000,66627000.000,-8379000.000,-1531000.000,2817000.000,5258000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,55879000.000,64575000.000,66627000.000,-8379000.000,-1531000.000,2817000.000,5258000.000
UnrecognizedTaxBenefits,,,,2054000.000,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,135000.000,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,667000.000,,,
WarrantsAndRightsOutstanding,225000.000,258000.000,217000.000,,,,
