,2011-10-29,2012-04-28,2012-07-28,2012-10-27,2013-05-04,2013-08-03,2013-11-02,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,,,,,,,,,,,19000.000,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,2211000.000,,,2898000.000,,,3230000.000,,,,3491000.000,,,,3286000.000,,,,3348000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,2326000.000,,,80000.000,,,920000.000,,,,41000.000,,,,,,,,
AdvertisingExpense,,10700000.000,10400000.000,12500000.000,12700000.000,11200000.000,14100000.000,14800000.000,14800000.000,15300000.000,22100000.000,17200000.000,14900000.000,17600000.000,24000000.000,16700000.000,15700000.000,18200000.000,26100000.000,19600000.000
AllocatedShareBasedCompensationExpense,,1000.000,,,,,,,,,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,199000.000,198000.000,198000.000,198000.000,198000.000,198000.000,198000.000,173000.000,172000.000,173000.000,174000.000,172000.000,210000.000,222000.000,216000.000,214000.000,212000.000,207000.000,206000.000,206000.000
AmortizationOfIntangibleAssets,,800000.000,900000.000,800000.000,800000.000,800000.000,800000.000,700000.000,800000.000,900000.000,900000.000,700000.000,800000.000,700000.000,700000.000,300000.000,200000.000,300000.000,100000.000,100000.000
AssetImpairmentCharges,,,400000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,0.500,0.700,,,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,0.490,0.690,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,11477000.000,16284000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,533290000.000,1044373000.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,491000.000,1034000.000,-7602000.000,-7332000.000,-20127000.000,6359000.000,-13777000.000,12435000.000,-12579000.000,-21277000.000,74841000.000,-22981000.000,-40889000.000,-20849000.000,105140000.000,-90538000.000,-1284000.000,-10945000.000,17780000.000,-4930000.000
ComprehensiveIncomeNetOfTax,23600000.000,24933000.000,6342000.000,44031000.000,17062000.000,6097000.000,34303000.000,17800000.000,5134000.000,22342000.000,28640000.000,14236000.000,7581000.000,31609000.000,39106000.000,19161000.000,1335000.000,14740000.000,53516000.000,3230000.000
CooperativeAdvertisingAmount,,1000000.000,700000.000,1100000.000,1000000.000,800000.000,900000.000,1000000.000,700000.000,1000000.000,600000.000,1000000.000,700000.000,1100000.000,600000.000,1000000.000,700000.000,1000000.000,900000.000,1200000.000
CostOfGoodsSold,304373000.000,290841000.000,269294000.000,330110000.000,292777000.000,291938000.000,334171000.000,312881000.000,313729000.000,364426000.000,468397000.000,334264000.000,335434000.000,400012000.000,509058000.000,319096000.000,310820000.000,355187000.000,465712000.000,324455000.000
DeferredIncomeTaxExpenseBenefit,-832000.000,-3861000.000,1657000.000,-5121000.000,-2821000.000,2667000.000,7320000.000,-1677000.000,3286000.000,-8022000.000,11625000.000,-1632000.000,5447000.000,-622000.000,-5318000.000,-2526000.000,4135000.000,12284000.000,-8499000.000,-2006000.000
DeferredTaxExpenseFromStockOptionsExercised,,,,,,-3000000.000,7000.000,-920000.000,-2178000.000,,,,,,,,,,,
Depreciation,,,,,,,,,,,,18800000.000,18700000.000,18500000.000,20200000.000,18500000.000,18900000.000,18300000.000,19200000.000,
DepreciationDepletionAndAmortization,13844000.000,15253000.000,15291000.000,15651000.000,16429000.000,16454000.000,16634000.000,17360000.000,18389000.000,19006000.000,19571000.000,19493000.000,19382000.000,19294000.000,20842000.000,18814000.000,19109000.000,18596000.000,19249000.000,19616000.000
DiscontinuedOperationProvisionForLossGainOnDisposalBeforeIncomeTax,,293000.000,67000.000,155000.000,163000.000,206000.000,77000.000,206000.000,122000.000,144000.000,2239000.000,111000.000,120000.000,570000.000,532000.000,252000.000,-120000.000,86000.000,,184000.000
DiscontinuedOperationProvisionForLossGainOnDisposalNetOfTax,73000.000,177000.000,41000.000,94000.000,99000.000,125000.000,46000.000,125000.000,74000.000,88000.000,1361000.000,67000.000,73000.000,348000.000,324000.000,154000.000,-74000.000,53000.000,,112000.000
DividendsPreferredStockCash,,46000.000,,,33000.000,,,,,,,,,,,,,,,
EarningsPerShareBasic,1.110,0.870,0.440,1.730,0.790,0.360,1.190,0.600,0.200,1.210,2.150,0.420,0.320,1.420,1.970,0.500,0.720,1.300,2.330,0.050
EarningsPerShareDiluted,1.090,0.850,0.430,1.700,0.770,0.350,1.180,0.590,0.200,1.210,2.120,0.420,0.320,1.420,1.950,0.500,0.720,1.300,2.310,0.050
EffectOfExchangeRateOnCashAndCashEquivalents,,1136000.000,-875000.000,753000.000,-742000.000,3000.000,-84000.000,341000.000,-186000.000,-281000.000,2924000.000,-1449000.000,1951000.000,-9000.000,-1835000.000,252000.000,-881000.000,-887000.000,434000.000,12000.000
EffectiveIncomeTaxRateContinuingOperations,,0.404,0.329,0.198,0.408,0.412,0.393,0.387,0.487,0.256,-0.763,0.363,0.344,0.352,-0.688,0.370,0.316,0.332,-0.664,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,,,,,,44000.000,15000.000,30000.000,61000.000,19000.000,9000.000,214000.000,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,,,,,,21000.000,,44000.000,15000.000,30000.000,61000.000,19000.000,9000.000,214000.000,71000.000,
FDICIndemnificationAssetNetWriteOffs,,,,,,,,,,-7050000.000,,,,0.000,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,,,-100000.000,-1400000.000,-600000.000,-600000.000,1000000.000,500000.000,400000.000,-700000.000,-300000.000
FutureAmortizationExpenseYearFive,,1600000.000,1600000.000,1600000.000,,,,,,,,,,,,,,,,
