,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,96639000.000,,,,-464781000.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,50293000.000,44321000.000,26418000.000,32751000.000,28480000.000,38474000.000,43884000.000
DividendsPreferredStock,,2867000.000,3578000.000,3284000.000,3272000.000,3071000.000,3058000.000,2935000.000,2918000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,6126000.000,11059000.000,,3362000.000,2291000.000,2233000.000
FinancingReceivableSignificantPurchases,,,,523515000.000,396204000.000,,175751000.000,253833000.000,517182000.000
FinancingReceivableSignificantSales,,,,,,,0.000,0.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,26600000.000,,28520000.000,38474000.000,43884000.000
IncomeTaxExpenseBenefit,,,,,182000.000,,40000.000,0.000,0.000
IncreaseDecreaseInAccountsReceivableRelatedParties,,,-2736000.000,,,,-911000.000,,
InterestAndFeeIncomeLoansAndLeasesHeldInPortfolio,36036000.000,36565000.000,35208000.000,34046000.000,33208000.000,32029000.000,30662000.000,29818000.000,29745000.000
InterestAndFeeIncomeLoansCommercialAndResidentialRealEstate,27774000.000,28732000.000,28583000.000,27875000.000,27517000.000,26157000.000,24686000.000,24105000.000,24281000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,27270000.000,60077000.000,51753000.000,45772000.000,28614000.000,34211000.000,30061000.000,40017000.000,45355000.000
InterestIncomeExpenseNet,36525000.000,37010000.000,35627000.000,34515000.000,33731000.000,32574000.000,31120000.000,30162000.000,30167000.000
InterestIncomeRelatedParty,,,,,,,,,260000.000
LoanPortfolioExpense,,1732000.000,1645000.000,1579000.000,1528000.000,1466000.000,1471000.000,1413000.000,1373000.000
NetCashProvidedByUsedInFinancingActivities,,,-984000.000,,,,-500984000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-984000.000,,,,-500984000.000,,
NetCashProvidedByUsedInInvestingActivities,,,64884000.000,,,,6073000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,64884000.000,,,,6073000.000,,
NetCashProvidedByUsedInOperatingActivities,,,32739000.000,,,,30130000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,32739000.000,,,,30130000.000,,
NetIncomeLoss,25749000.000,58559000.000,50293000.000,44321000.000,26418000.000,32751000.000,28480000.000,38474000.000,43884000.000
NetIncomeLossAvailableToCommonStockholdersBasic,22778000.000,55692000.000,46715000.000,41037000.000,23146000.000,29680000.000,25422000.000,35539000.000,40966000.000
NoninterestExpense,1936000.000,1907000.000,1804000.000,1768000.000,2323000.000,1892000.000,1853000.000,1835000.000,1760000.000
NoninterestIncome,415000.000,389000.000,344000.000,317000.000,309000.000,289000.000,312000.000,292000.000,289000.000
OtherNoncashIncomeExpense,,,1308000.000,,,,320000.000,,
OtherNoninterestExpense,186000.000,175000.000,159000.000,189000.000,240000.000,239000.000,186000.000,226000.000,195000.000
PaymentsOfDividendsCommonStock,,,0.000,,,,307400000.000,,
PaymentsOfDividendsPreferredStockAndPreferenceStock,,,984000.000,,,,984000.000,,
PaymentsToAcquireLoansAndLeasesHeldForInvestment,,,391251000.000,,,,293241000.000,,
PreferredStockDividends,2971000.000,,,,,,,,
ProceedsFromCollectionOfLoansReceivable,,,456135000.000,,,,299314000.000,,
ProvisionForLoanAndLeaseLosses,9255000.000,-23067000.000,-16126000.000,-11257000.000,5117000.000,-1637000.000,1059000.000,-9855000.000,-15188000.000
RentalIncomeNonoperating,17000.000,18000.000,18000.000,18000.000,18000.000,18000.000,18000.000,18000.000,18000.000
