,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,43974.000,,,,,,,
AccountsPayableCurrent,503677.000,765826.000,489495.000,440640.000,388145.000,503895.000,750860.000,569304.000,823142.000,602351.000,589669.000,923670.000,1176734.000,1077788.000,950207.000,945616.000,1071278.000
AccountsPayableCurrentAndNoncurrent,,765826.000,489495.000,440640.000,388145.000,503895.000,750860.000,569304.000,823142.000,602351.000,589669.000,923670.000,1176734.000,1077788.000,950207.000,945616.000,1071278.000
AccountsReceivableFairValueDisclosure,,1011635.000,998171.000,845944.000,739554.000,885077.000,604243.000,724311.000,548660.000,,,,,,,,
AccountsReceivableNetCurrent,453764.000,1011635.000,998171.000,845944.000,739554.000,885077.000,604243.000,724311.000,548660.000,683992.000,,618643.000,1512860.000,987635.000,990016.000,476762.000,661141.000
AccountsReceivableRelatedParties,,,,,,,,,,,472474.000,,,,,,
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,472474.000,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,697116.000,,,,1418996.000,,,,643915.000,328171.000,426085.000,1052610.000,596940.000,663818.000,509333.000,416473.000
AccruedLiabilitiesCurrent,759965.000,697116.000,696651.000,636934.000,613800.000,1418996.000,755407.000,925348.000,663065.000,643915.000,328171.000,426085.000,1052610.000,596940.000,663818.000,509333.000,416473.000
AccruedLiabilitiesCurrentAndNoncurrent,,697116.000,696651.000,636934.000,613800.000,1418996.000,755407.000,925348.000,814375.000,643915.000,328171.000,426085.000,1052610.000,596940.000,663818.000,509333.000,416473.000
AccruedLiabilitiesFairValueDisclosure,,697116.000,696651.000,636934.000,613800.000,1418996.000,755407.000,925348.000,814375.000,643915.000,328171.000,426085.000,1052610.000,596940.000,663818.000,509333.000,416473.000
AccruedSalariesCurrentAndNoncurrent,,610827.000,,,,1200448.000,,,,481324.000,202644.000,229152.000,634976.000,248594.000,347757.000,300096.000,206470.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,1093168.000,1117825.000,1143114.000,1167527.000,1193439.000,1227185.000,1267495.000,1210006.000,1142833.000,298783.000,317036.000,335289.000,345829.000,360739.000,381491.000,402383.000
AdditionalPaidInCapital,17390239.000,18258884.000,17978306.000,18163096.000,23335132.000,23204207.000,23130050.000,23076752.000,22999039.000,25696013.000,25455833.000,26109382.000,25676027.000,25370967.000,24990598.000,24606223.000,24576151.000
