,2015-08-31,2016-08-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,680329000.000,758176000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,202868000.000,112562000.000
AdvertisingExpense,79899000.000,80601000.000
AllocatedShareBasedCompensationExpense,680329000.000,758176000.000
AmortizationOfIntangibleAssets,99633000.000,117882000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-560539000.000,544843000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,20401000.000,61135000.000
CommonStockDividendsPerShareCashPaid,2.040,2.200
ComprehensiveIncomeNetOfTax,2714577000.000,4044764000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-29348000.000,-47210000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,2743925000.000,4091974000.000
CostOfReimbursableExpense,1866493000.000,1914938000.000
CostOfRevenue,23105185000.000,24520234000.000
CostOfServices,21238692000.000,22605296000.000
CostsAndExpenses,28478555000.000,29987216000.000
CurrentFederalTaxExpenseBenefit,617488000.000,314121000.000
CurrentIncomeTaxExpenseBenefit,1595850000.000,1188029000.000
CurrentStateAndLocalTaxExpenseBenefit,72133000.000,38255000.000
DeferredFederalIncomeTaxExpenseBenefit,-94621000.000,8588000.000
DeferredIncomeTaxExpenseBenefit,-459109000.000,65940000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-11245000.000,1056000.000
DefinedBenefitPlanAmountToBeAmortizedFromAccumulatedOtherComprehensiveIncomeLossNextFiscalYear,19531000.000,-50410000.000
DefinedBenefitPlanNetPeriodicBenefitCost,143968000.000,94827000.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,-64382000.000,0.000
DefinedBenefitPlanSettlementsBenefitObligation,179938000.000,
DefinedBenefitPlanSettlementsPlanAssets,279571000.000,
DefinedBenefitPlansEstimatedFutureEmployerContributionsInNextFiscalYear,67047000.000,80077000.000
DefinedContributionPlanCostRecognized,397123000.000,419932000.000
DepreciationDepletionAndAmortization,645923000.000,729052000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-257783000.000,-84293000.000
DividendsCommonStock,1353471000.000,1438138000.000
EffectOfExchangeRateOnCashAndCashEquivalents,-279996000.000,-22989000.000
EffectiveIncomeTaxRateContinuingOperations,0.258,0.224
