,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,6439000.000,,,,13700000.000,,,,5800000.000,,
AdministrativeServicesRevenue,,102130000.000,108087000.000,,106523000.000,112675000.000,117959000.000,119863000.000,117949000.000,120733000.000,131270000.000,128442000.000,125976000.000,129071000.000,143915000.000
AllocatedShareBasedCompensationExpense,300000.000,6494000.000,6299000.000,6383000.000,6439000.000,7405000.000,7285000.000,7369000.000,13547000.000,11500000.000,11800000.000,11853000.000,5800000.000,6300000.000,7100000.000
AmortizationOfIntangibleAssets,,755000.000,802000.000,,903000.000,3141000.000,2554000.000,2538000.000,6047000.000,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,0.000,0.000,0.000,,,,,,,,,,,1900000.000,2800000.000
BusinessCombinationAcquisitionRelatedCosts,,177000.000,984000.000,,1278000.000,2267000.000,2863000.000,2629000.000,3472000.000,5644000.000,2583000.000,4105000.000,2937000.000,4216000.000,4330000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,-1800000.000,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain,,,,,,,,,,,,,,204833000.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,-37264000.000,,,,-36687000.000,,,,-92805000.000,,
ComprehensiveIncomeNetOfTax,,6385000.000,13561000.000,,9255000.000,9203000.000,12589000.000,7640000.000,4185000.000,11222000.000,15621000.000,10553000.000,8537000.000,47558000.000,20174000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,45009000.000,88580000.000,,55552000.000,56340000.000,59658000.000,24335000.000,47416000.000,49916000.000,56219000.000,39919000.000,49686000.000,131117000.000,51965000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,51394000.000,102141000.000,,64807000.000,65543000.000,72247000.000,31975000.000,51601000.000,61138000.000,71840000.000,50472000.000,58223000.000,178675000.000,72139000.000
CostOfGoodsSold,,43720000.000,52742000.000,,57257000.000,59256000.000,66789000.000,70318000.000,70999000.000,72105000.000,71408000.000,79304000.000,95813000.000,131158000.000,129929000.000
CostOfGoodsSoldDepreciationAndAmortization,,9198000.000,9396000.000,,10308000.000,11262000.000,11538000.000,12078000.000,11865000.000,12199000.000,13110000.000,13928000.000,14018000.000,,
CostOfRevenue,,72737000.000,81124000.000,,90021000.000,94532000.000,102815000.000,109542000.000,109123000.000,112597000.000,112093000.000,123243000.000,138503000.000,176014000.000,177248000.000
CostOfServices,,29017000.000,28382000.000,,32764000.000,35276000.000,36026000.000,39224000.000,38124000.000,40492000.000,40685000.000,43939000.000,42690000.000,44856000.000,47319000.000
DeferredIncomeTaxExpenseBenefit,,,,,4409000.000,,,,13197000.000,,,,17074000.000,,
Depreciation,,,,,,,,,,,,,,14198000.000,15102000.000
DepreciationDepletionAndAmortization,,9953000.000,10198000.000,,11211000.000,14403000.000,14091000.000,14617000.000,17912000.000,21470000.000,21850000.000,22924000.000,23227000.000,25349000.000,29182000.000
EarningsPerShareBasic,,-114.700,16.390,,-11.530,-0.930,-10.050,-1.740,12.490,-1.310,6.710,1.430,1.490,6.730,-1.580
EarningsPerShareBasicAndDiluted,-1982.900,,,,,,,,,,,,,,
EarningsPerShareDiluted,,-114.700,16.300,,-11.530,-0.930,-10.050,-1.740,0.240,-1.310,0.430,1.970,0.260,1.090,-1.580
EffectiveIncomeTaxRateContinuingOperations,,0.217,0.085,,0.082,0.061,0.027,-0.036,0.267,0.172,0.117,-0.381,0.287,0.370,0.080
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,,,,,,,,,,,,
FairValueAdjustmentOfWarrants,,,,,,,,,,,,,35000.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,,,,,,,,,,,,,,434000.000,-814000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,,,,,,,,,,,,,,0.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,,,,,,,,,,1735000.000,-1172000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchases,,,,,,,,,,,,,,16662000.000,0.000
GainLossOnDispositionOfAssets1,,0.000,52000.000,,-504000.000,-458000.000,743000.000,-15024000.000,,,,,-1518000.000,0.000,-725000.000
GainLossOnInvestments,,,,,,,,,,,0.000,,,,
GainLossOnInvestmentsExcludingOtherThanTemporaryImpairments,,,,,,,-1000000.000,,,,,,,,
GainLossOnSaleOfInvestments,,,37850000.000,,,,-1000000.000,,,,,,,,
GrossProfit,,136172000.000,144474000.000,,139287000.000,154913000.000,158908000.000,157011000.000,161712000.000,179072000.000,186576000.000,178178000.000,174769000.000,182486000.000,202555000.000
