,2016-06-30,2016-09-30
AccountsPayableCurrentAndNoncurrent,155538.000,42920.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,4448.000,5150.000
AdditionalPaidInCapital,394386.000,394386.000
Assets,4107377.000,4549473.000
AssetsCurrent,208932.000,308055.000
AssetsNoncurrent,3898445.000,4241418.000
CashAndCashEquivalentsAtCarryingValue,52592.000,128664.000
CommonStockNoParValue,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000
CommonStockSharesIssued,71159423.000,71159423.000
CommonStockSharesOutstanding,71159423.000,71159423.000
CommonStockValue,7116.000,7116.000
DueFromOtherRelatedPartiesNoncurrent,629975.000,1169975.000
InterestPayableCurrentAndNoncurrent,185509.000,225412.000
InventoryRealEstateLandAndLandDevelopmentCosts,3888846.000,4232521.000
Liabilities,4159868.000,4603980.000
LiabilitiesAndStockholdersEquity,4107377.000,4549473.000
LiabilitiesCurrent,2479893.000,2384005.000
LiabilitiesNoncurrent,1679975.000,2219975.000
LongTermNotesPayable,1050000.000,1050000.000
NotesPayableRelatedPartiesNoncurrent,2100000.000,2100000.000
OperatingLossCarryforwards,158810.000,
PreferredStockNoParValue,0.000,0.000
PreferredStockSharesAuthorized,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PreferredStockValue,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,156340.000,179391.000
PropertyPlantAndEquipmentNet,14047.000,14047.000
RetainedEarningsAccumulatedDeficit,-453993.000,-456009.000
ShortTermBankLoansAndNotesPayable,38846.000,15673.000
StockholdersEquity,-52491.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-52491.000,-54507.000
