,2011-04-01,2011-07-01,2011-09-30,2011-12-30,2012-03-30,2012-06-29,2012-09-28,2013-03-29,2013-10-04,2014-04-04,2014-07-04,2014-10-03,2015-01-02,2015-04-03,2015-07-03,2015-10-02,2016-01-01,2016-04-01,2016-07-01,2016-09-30,2016-12-30
AcquisitionCosts,,10000.000,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,,,,,,,600000.000,300000.000,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,,,,,5563000.000,
AmortizationOfIntangibleAssets,6874000.000,6735000.000,6528000.000,6693000.000,7217000.000,7217000.000,7105000.000,6496000.000,6080000.000,5560000.000,5560000.000,5561000.000,5560000.000,5561000.000,4026000.000,3777000.000,4261000.000,3528000.000,2867000.000,2669000.000,2670000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,0.000,0.000,,0.000,,0.000,0.000,300000.000,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,,,,,,,,,,,588000.000,,,,28000.000,,,
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,,,,,,,,,,4639000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,7302000.000,,,,5964000.000,,,-2322000.000,,2549000.000,,,,9684000.000,,,,6203000.000,,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,-700000.000,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareCashPaid,,,,,,,,,,,,,,0.120,,,,,,,
CommonStockDividendsPerShareDeclared,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120
ComprehensiveIncomeNetOfTax,,21173000.000,4067000.000,,-2969000.000,-15964000.000,2115000.000,1695000.000,-7529000.000,9960000.000,13792000.000,12767000.000,16502000.000,-69832000.000,37925000.000,16768000.000,20413000.000,12019000.000,1980000.000,16708000.000,16351000.000
CostOfRevenue,83833000.000,87293000.000,80240000.000,71799000.000,70824000.000,74187000.000,69502000.000,60791000.000,68008000.000,61151000.000,61953000.000,59763000.000,52933000.000,53827000.000,53948000.000,52338000.000,53707000.000,53319000.000,54421000.000,54825000.000,56387000.000
DeferredIncomeTaxExpenseBenefit,1343000.000,,,,,,,-1113000.000,,22985000.000,,,,373000.000,,,,,,,
Depreciation,,,,,,,,,,,,,,4486000.000,,,,3579000.000,,,
DepreciationAndAmortization,12464000.000,,,,12130000.000,,,12148000.000,,10370000.000,,,,,,,,,,,
DerivativeNetHedgeIneffectivenessGainLoss,,,200000.000,,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,0.110,0.170,0.060,0.190,-0.030,-0.110,0.020,0.020,-0.060,0.080,0.110,0.110,0.120,-0.530,0.290,0.130,0.160,0.090,0.010,0.120,0.140
EarningsPerShareDiluted,0.110,0.170,0.060,0.190,-0.030,-0.110,0.020,0.020,-0.060,0.080,0.100,0.100,0.130,-0.530,0.280,0.130,0.170,0.090,0.010,0.110,0.140
EffectOfExchangeRateOnCashAndCashEquivalents,817000.000,,,,84000.000,,,-803000.000,,91000.000,,,,-1367000.000,,,,791000.000,,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,,-0.087,-1.420,0.020,,0.201,0.361,0.307,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,,,,0.350,,,,0.350,,,
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,,,,700000.000,,,400000.000,,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,189000.000,,,,2000.000,,,14000.000,,488000.000,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,189000.000,,,,2000.000,,,,,316000.000,,,,468000.000,,,,,,,
FiniteLivedIntangibleAssetsFutureAmortizationExpense,,,,,105000000.000,,,,,,,,,,,,,,,,
FutureAmortizationExpenseAfterYearFive,,,,,8700000.000,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFive,,,,,9000000.000,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFour,,,,,16800000.000,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearOne,,,,,21100000.000,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearThree,,,,,23800000.000,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearTwo,,,,,25600000.000,,,,,,,,,,,,,,,,
GainLossOnInvestments,,,,,,,,,893000.000,364000.000,495000.000,-148000.000,827000.000,773000.000,-71000.000,-140000.000,323000.000,1000.000,211000.000,454000.000,162000.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,54000.000,,,,,,,,,3000.000,,,,-49000.000,,,
GainLossRelatedToLitigationSettlement,,,,,,,,,,,,,,-81100000.000,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,-8399000.000,,,,,,,,,,,,,,,,,,
GrossProfit,115042000.000,121768000.000,106548000.000,93967000.000,85187000.000,88806000.000,81904000.000,70933000.000,84636000.000,78905000.000,85808000.000,83849000.000,78193000.000,80326000.000,78493000.000,76058000.000,72919000.000,75960000.000,79588000.000,84220000.000,83419000.000
IncomeLossFromContinuingOperations,14134000.000,21758000.000,7212000.000,24060000.000,-3320000.000,-14492000.000,1983000.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,20792000.000,21149000.000,,-63289000.000,15601000.000,17282000.000,15634000.000,14724000.000,2173000.000,22915000.000,22985000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,17306000.000,27420000.000,7517000.000,1186000.000,-3331000.000,-11411000.000,17997000.000,-20314000.000,5559000.000,14654000.000,,,,,,,,,,,
IncomeTaxExaminationInterestExpense,,,,,,,,,,,,300000.000,,,,,,,,,
IncomeTaxExaminationPenaltiesAndInterestExpense,,,,,,,,,,,,2700000.000,,,,,,,,,
IncomeTaxExaminationPenaltiesExpense,,,,,,,,,,,,2400000.000,,,,,,,,,
IncomeTaxExpenseBenefit,3172000.000,5662000.000,305000.000,-22874000.000,-11000.000,3081000.000,16014000.000,-22836000.000,13737000.000,4649000.000,7146000.000,7262000.000,664000.000,5535000.000,-22123000.000,298000.000,-5668000.000,2973000.000,784000.000,7032000.000,3871000.000
IncomeTaxReconciliationTaxSettlementsStateAndLocal,,,,,,,3600000.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-11016000.000,,,,-4424000.000,,,9478000.000,,-3607000.000,,,,786000.000,,,,3070000.000,,,
IncreaseDecreaseInAccountsReceivable,-2925000.000,,,,-4909000.000,,,-2268000.000,,3364000.000,,,,-4349000.000,,,,6316000.000,,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,-2105000.000,,,,-3802000.000,,,-18771000.000,,-21838000.000,,,,3922000.000,,,,2994000.000,,,
IncreaseDecreaseInDeferredCompensation,,100000.000,-1000000.000,,800000.000,-500000.000,700000.000,,,,,,,1811000.000,,,,,,,
IncreaseDecreaseInInventories,-2302000.000,,,,-6252000.000,,,276000.000,,-531000.000,,,,4028000.000,,,,-1018000.000,,,
IncreaseDecreaseInOtherOperatingCapitalNet,-2221000.000,,,,-2039000.000,,,-316000.000,,724000.000,,,,1287000.000,,,,2551000.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,,,,,,,4521000.000,,,,5662000.000,,,
IncreaseDecreaseInPrepaidExpense,-236000.000,,,,-1379000.000,,,-1992000.000,,-374000.000,,,,,,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,266000.000,128000.000,,,,21000.000,232000.000,0.000,1570000.000,3194000.000,3006000.000,-4262000.000,,907000.000,312000.000,,2410000.000,2246000.000,2852000.000,-4925000.000
InterestExpense,4543000.000,4173000.000,3789000.000,1994000.000,2048000.000,1788000.000,2016000.000,694000.000,,488000.000,384000.000,554000.000,316000.000,257000.000,503000.000,75000.000,580000.000,482000.000,537000.000,340000.000,-17000.000
InterestExpenseLongTermDebt,,3400000.000,4600000.000,,,,,,,,,,,,,,,,,,
InterestPaidNet,,,,,1200000.000,900000.000,1000000.000,,,,,,,,,,,,,,
InventoryWriteDown,1447000.000,,,,1437000.000,,,2562000.000,,,,,,,,,,,,,
InvestmentIncomeInterest,803000.000,676000.000,681000.000,507000.000,188000.000,123000.000,116000.000,53000.000,,,,,,,,,,,,,
