,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,814000.000,1647000.000,2002000.000,2394000.000,1285000.000,2702000.000,2632000.000,2609000.000,4253000.000,3361000.000,2329000.000,4926000.000,5085000.000,4156000.000,4915000.000,4611000.000,4045000.000,4575000.000,6428000.000,5332000.000,5420000.000,3985000.000,2519000.000,2409000.000
AccountsReceivableNet,,,,,,,,,,,,,,,,,,,6208000.000,,,,11937000.000,
AccruedExchangeFeeRebateCurrent,,,,,,,,,,,,,,,,,,,,,,,,2098000.000
AccruedLiabilitiesCurrent,3018000.000,2611000.000,5340000.000,5303000.000,6016000.000,6373000.000,5716000.000,6979000.000,4162000.000,4520000.000,3944000.000,5306000.000,5476000.000,6250000.000,7070000.000,6438000.000,6757000.000,8121000.000,9752000.000,12120000.000,10452000.000,11882000.000,13354000.000,14336000.000
AccruedProfessionalFeesCurrent,,,,,,,,,373000.000,467000.000,649000.000,971000.000,836000.000,1536000.000,1952000.000,2587000.000,1600000.000,2533000.000,2400000.000,3232000.000,2898000.000,2362000.000,2223000.000,3726000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,1789000.000,,,,2091000.000,,,,2228000.000,,,,2432000.000,,,,2732000.000,
AdditionalPaidInCapital,169213000.000,169786000.000,170355000.000,172120000.000,172805000.000,205764000.000,207787000.000,208943000.000,226104000.000,228337000.000,235685000.000,275888000.000,278055000.000,280404000.000,285050000.000,368183000.000,370948000.000,373932000.000,376528000.000,382548000.000,386905000.000,427054000.000,432002000.000,436424000.000
Assets,40948000.000,34984000.000,26982000.000,21089000.000,10066000.000,32761000.000,26575000.000,17693000.000,23058000.000,12014000.000,16535000.000,56067000.000,40993000.000,25294000.000,11090000.000,74911000.000,58637000.000,41417000.000,48995000.000,35972000.000,46108000.000,72763000.000,67278000.000,58404000.000
AssetsCurrent,39667000.000,33839000.000,25948000.000,19698000.000,8520000.000,31437000.000,24700000.000,15813000.000,21271000.000,10270000.000,14817000.000,54132000.000,38968000.000,23361000.000,9157000.000,73066000.000,56681000.000,39463000.000,37146000.000,24322000.000,34105000.000,60649000.000,60262000.000,51354000.000
AvailableForSaleSecuritiesEquitySecuritiesCurrent,32715000.000,27965000.000,20565000.000,815000.000,,29569000.000,20830000.000,12035000.000,18346000.000,7848000.000,12717000.000,51622000.000,35927000.000,21030000.000,6532000.000,68621000.000,48885000.000,34398000.000,26898000.000,12266000.000,16648000.000,37144000.000,43107000.000,32371000.000
CapitalLeaseObligations,,,,,,,231000.000,,,,231000.000,,,,230000.000,,,,,,,,522000.000,549000.000
CapitalLeaseObligationsCurrent,,,,,,,,,,,,,,,43000.000,,,,,,,,,
CapitalLeasedAssetsGross,,,,,,,231000.000,,,,231000.000,,,,230000.000,,,,367000.000,,,,774000.000,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,,132000.000,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,,185000.000,,,,281000.000,,,,522000.000,
CapitalLeasesFutureMinimumPaymentsDueInRollingAfterYearFive,,,,,,,,,,,,,,,,,,,,,,,0.000,
CapitalLeasesFutureMinimumPaymentsDueInRollingYearFive,,,,,,,,,,,,,,,,,,,,,,,5000.000,
CapitalLeasesFutureMinimumPaymentsDueInRollingYearFour,,,,,,,,,,,,,,,,,,,,,,,31000.000,
CapitalLeasesFutureMinimumPaymentsDueInRollingYearThree,,,,,,,,,,,,,,,,,,,,,,,89000.000,
CapitalLeasesFutureMinimumPaymentsDueInRollingYearTwo,,,,,,,,,,,,,,,,,,,,,,,199000.000,
CapitalLeasesFutureMinimumPaymentsNextRollingTwelveMonths,,,,,,,,,,,,,,,,,,,,,,,198000.000,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,99000.000,,,,145000.000,,,,52000.000,,,,98000.000,,,,230000.000,
CapitalizedComputerSoftwareGross,,,,,,,98000.000,,,,127000.000,,,,126000.000,,,,,,,,,
Cash,,,,,,,1500000.000,1300000.000,1700000.000,1100000.000,1200000.000,567000.000,1500000.000,750000.000,354000.000,1400000.000,2600000.000,601000.000,1400000.000,978000.000,4600000.000,10300000.000,2200000.000,1300000.000
CashAndCashEquivalentsAtCarryingValue,4159000.000,4888000.000,4005000.000,16802000.000,7268000.000,1060000.000,1520000.000,1281000.000,1716000.000,1150000.000,1384000.000,567000.000,1533000.000,750000.000,354000.000,1441000.000,2561000.000,601000.000,1365000.000,978000.000,4589000.000,10297000.000,2224000.000,1282000.000
CashCashEquivalentsAndShortTermInvestments,,,,,,,,,,,14100000.000,52200000.000,37500000.000,21800000.000,6900000.000,70100000.000,51400000.000,35000000.000,28300000.000,13200000.000,21200000.000,47400000.000,45300000.000,33700000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,12.250,12.250,12.250,,,,0.010,,,,9.940,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,,,197478.000,197478.000,197478.000,192789.000,139897.000,,,133333.000,749250.000,,,,100602.000,
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,609016.000,609016.000,609016.000,604327.000,551435.000,1160788.000,1149249.000,1149249.000,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,6884176.000,,,,7991649.000,,,,9154740.000,,,,10784472.000,,,,10434121.000,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000
CommonStockSharesIssued,22206112.000,22313788.000,22430234.000,22451837.000,22497047.000,25885161.000,25897483.000,25910399.000,29832771.000,29849830.000,30359508.000,33901591.000,33994432.000,34022145.000,34185464.000,37825261.000,37875933.000,37969429.000,38040891.000,39119154.000,39277231.000,42910489.000,43819133.000,43937031.000
CommonStockSharesOutstanding,22206112.000,22313788.000,22430234.000,22451837.000,22497047.000,25885161.000,25897483.000,25910399.000,29832771.000,29849830.000,30359508.000,33901591.000,33994432.000,34022145.000,34185464.000,37825261.000,37875933.000,37969429.000,38040891.000,39119154.000,39277231.000,42910489.000,43819133.000,43937031.000
CommonStockValue,222000.000,223000.000,224000.000,225000.000,225000.000,259000.000,259000.000,259000.000,298000.000,298000.000,304000.000,339000.000,340000.000,340000.000,342000.000,378000.000,379000.000,380000.000,380000.000,391000.000,393000.000,429000.000,438000.000,439000.000
DebtAndCapitalLeaseObligations,,,,,,,,,,,,,,,,,,,,,,,85063000.000,85936000.000
DebtInstrumentCarryingAmount,,,,,,,20000000.000,20000000.000,20000000.000,20000000.000,,,,,,,,,,,,,,
DebtInstrumentFeeAmount,,,,,,,1400000.000,,,1400000.000,,,,,,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,0.092,0.092,0.092,0.092,,,,,,,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,428000.000,357000.000,1400000.000,1300000.000,1200000.000,1100000.000,,,,,,,,,436000.000,,,,4000000.000,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,,,,,,,,,,,,,,,3958000.000,3859000.000
DeferredDiscountsFinanceChargesAndInterestIncludedInReceivables,,,,,,,,,,,,,,,,,,,191000.000,,,,297000.000,
DeferredFinanceCostsNet,,,,,106000.000,87000.000,168000.000,155000.000,142000.000,128000.000,,,,,,,,,,,,,1395000.000,1346000.000
