,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AcceleratedShareRepurchasesSettlementPaymentOrReceipt,,,,,,,,,,,,,,,,,,60000000.000,60000000.000,60000000.000,,0.000,0.000,0.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,481841000.000,,,,502960000.000,,,,513660000.000,,,,528006000.000,,,,544530000.000,,,,549035000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,131816000.000,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,-16300000.000,-15800000.000,-21278000.000,-20826000.000,-20373000.000,-19920000.000,27164000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,61134000.000,83000000.000,115781000.000,110538000.000,118056000.000,136732000.000,166040000.000,136344000.000,129763000.000,21864000.000,26025000.000,9731000.000,40499000.000,84314000.000,60231000.000,62093000.000,91717000.000,48789000.000,65636000.000,32470000.000,102929000.000,134424000.000,121082000.000,10975000.000,30412000.000
AdditionalPaidInCapital,976101000.000,979247000.000,980176000.000,1042065000.000,1032985000.000,1033523000.000,1033515000.000,1102507000.000,1101445000.000,1094922000.000,1104669000.000,1279948000.000,1273290000.000,1214836000.000,1215732000.000,1229075000.000,1223125000.000,1261307000.000,1283346000.000,1337677000.000,1332429000.000,1333995000.000,1335150000.000,1552454000.000,1544034000.000
Assets,19017296000.000,19570860000.000,20638668000.000,20649367000.000,20526917000.000,20742991000.000,20878769000.000,22159589000.000,22227208000.000,21910351000.000,22452297000.000,23072036000.000,22837120000.000,23005179000.000,22701545000.000,23994280000.000,24049483000.000,23705935000.000,23967648000.000,24604962000.000,24506952000.000,24709693000.000,24734468000.000,25641424000.000,25308171000.000
AssetsFairValueDisclosureRecurring,,,,,,,,,,,,,,,,,,,9581664000.000,9878956000.000,9684263000.000,9366721000.000,9573474000.000,9755338000.000,9773832000.000
AssetsSoldUnderAgreementsToRepurchaseRepurchaseLiability,,,,702800000.000,,,,659000000.000,,,,971800000.000,,,,1900000000.000,,,,,,,,,
AvailableForSaleSecurities,7499577000.000,7717634000.000,9278066000.000,9224702000.000,9120399000.000,9206451000.000,9020951000.000,9522248000.000,9572751000.000,8927815000.000,8577282000.000,8915680000.000,9115116000.000,9282640000.000,8878414000.000,9523560000.000,9917242000.000,9221821000.000,9472959000.000,9777004000.000,9552179000.000,9221346000.000,9438871000.000,9649203000.000,9671975000.000
AvailableForSaleSecuritiesAmortizedCost,,7557474000.000,9065853000.000,9012095000.000,8896396000.000,8953056000.000,8721015000.000,9258525000.000,9320409000.000,8850269000.000,8493793000.000,8874540000.000,9024710000.000,9121927000.000,8756903000.000,9386302000.000,9732856000.000,9107330000.000,9331750000.000,9691414000.000,9353529000.000,8972472000.000,9212096000.000,9600330000.000,9592299000.000
