,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,2928000.000,3796000.000,3330000.000,5064000.000,4532000.000,4799000.000,4195000.000,5264000.000,4567000.000,5679000.000,4517000.000,4753000.000,3625000.000,5154000.000,3730000.000
AccountsPayableCurrent,,,,2532000.000,1503000.000,1669000.000,1045000.000,1356000.000,1402000.000,2510000.000,1096000.000,1188000.000,725000.000,933000.000,1074000.000
AccountsPayableCurrentAndNoncurrent,1508000.000,1012000.000,1253000.000,,,,,,,,,,,,
AccountsPayableOtherCurrentAndNoncurrent,228000.000,0.000,0.000,,,,,,,,,,,,
AccountsPayableTradeCurrent,2900000.000,3800000.000,2800000.000,2600000.000,,,,,,,,2400000.000,,3100000.000,1369000.000
AccountsReceivableNetCurrent,5729000.000,4251000.000,7206000.000,6076000.000,19000.000,5000.000,,,,,2524000.000,3291000.000,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,1947000.000,,1686000.000,,1992000.000,,,,1649000.000,,
AccruedEmployeeBenefitsCurrent,682000.000,1000000.000,1065000.000,1274000.000,,1665000.000,,2235000.000,,1638000.000,1785000.000,2166000.000,,1789000.000,1272000.000
AccruedIncomeTaxesCurrent,,,,,,,,,43000.000,,,,,,
AccruedPayrollTaxesCurrent,510000.000,1784000.000,1012000.000,1258000.000,1082000.000,1465000.000,1464000.000,1673000.000,1173000.000,1531000.000,1636000.000,1399000.000,1251000.000,2432000.000,1384000.000
AccruedReclamationCostsCurrent,85000.000,85000.000,85000.000,85000.000,85000.000,85000.000,85000.000,85000.000,86000.000,86000.000,86000.000,85000.000,85000.000,85000.000,79000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3637000.000,4240000.000,4845000.000,5451000.000,6083000.000,6649000.000,7221000.000,7760000.000,8279000.000,8588000.000,8900000.000,9394000.000,9928000.000,10457000.000,10985000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3298000.000,3333000.000,3300000.000,3321000.000,3337000.000,3363000.000,3355000.000,3357000.000,3357000.000,3609000.000,3606000.000,3608000.000,3604000.000,3593000.000,3622000.000
AssetRetirementObligation,17279000.000,17318000.000,17356000.000,23308000.000,23445000.000,23571000.000,23699000.000,25287000.000,26061000.000,26344000.000,26476000.000,26610000.000,26061000.000,26806000.000,27142000.000
AssetRetirementObligationCurrent,5700000.000,,,,,,,,,,,,,,
AssetRetirementObligationsNoncurrent,17279000.000,17318000.000,17356000.000,23308000.000,23445000.000,23571000.000,23699000.000,25287000.000,26061000.000,26344000.000,26476000.000,26610000.000,26061000.000,26806000.000,27142000.000
Assets,105336000.000,106966000.000,103048000.000,109056000.000,104451000.000,101403000.000,99363000.000,99997000.000,95757000.000,103220000.000,98351000.000,95925000.000,89940000.000,98000000.000,97353000.000
AssetsCurrent,10432000.000,13877000.000,11941000.000,13720000.000,9346000.000,8184000.000,8665000.000,9469000.000,5713000.000,14364000.000,10800000.000,10530000.000,6506000.000,15229000.000,15528000.000
AssetsNoncurrent,94904000.000,93089000.000,91107000.000,95336000.000,95105000.000,93219000.000,90698000.000,90528000.000,90044000.000,,,,,82771000.000,81825000.000
Cash,,,,103000.000,431000.000,874000.000,2355000.000,1858000.000,1202000.000,7075000.000,2243000.000,1340000.000,580000.000,2500000.000,1897000.000
CashAndCashEquivalentsAtCarryingValue,1627000.000,4672000.000,1554000.000,3372000.000,3104000.000,2182000.000,3851000.000,3627000.000,1443000.000,7317000.000,2475000.000,2961000.000,1552000.000,8393000.000,7320000.000
CashFDICInsuredAmount,,,,,,600000.000,500000.000,600000.000,,600000.000,700000.000,600000.000,600000.000,700000.000,700000.000
CashUninsuredAmount,,,,,,,,,,,,,8500000.000,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,1.190,1.190,1.190,1.190,1.000,1.060,1.060,1.040,1.020,0.910,0.930
ClassOfWarrantOrRightOutstanding,8374112.000,8374112.000,8374112.000,8374112.000,8374112.000,8374112.000,8374112.000,8324112.000,8224112.000,8199112.000,8199112.000,8199112.000,5844567.000,5844567.000,5844567.000
CommonStockNoParValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000
CommonStockSharesIssued,127559743.000,128711182.000,128771376.000,129284166.000,129365076.000,130048326.000,130184563.000,130188775.000,130188775.000,143440573.000,143605552.000,143605552.000,143676384.000,145873898.000,145873898.000
CommonStockSharesOutstanding,127559743.000,128711182.000,128771376.000,129284166.000,129365076.000,130048326.000,130184563.000,130188775.000,130188775.000,143440573.000,143605552.000,143605552.000,143676384.000,145873898.000,145873898.000
CommonStockValue,165974000.000,167325000.000,167393000.000,168038000.000,168118000.000,168749000.000,168907000.000,168911000.000,168911000.000,174874000.000,174897000.000,174866000.000,174902000.000,176620000.000,176620000.000
ConstructionPayableCurrent,0.000,,,,,,,,,,,,,,
DebtCurrent,,,,,,,10182000.000,8352000.000,8679000.000,7664000.000,6650000.000,5636000.000,4623000.000,,
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,,,,0.091,,
DeferredFinanceCostsCurrentNet,183000.000,167000.000,190000.000,190000.000,190000.000,191000.000,174000.000,152000.000,152000.000,144000.000,136000.000,128000.000,121000.000,121000.000,122000.000
DeferredFinanceCostsNoncurrentNet,812000.000,836000.000,812000.000,764000.000,716000.000,668000.000,638000.000,615000.000,577000.000,547000.000,516000.000,486000.000,456000.000,426000.000,394000.000
DeferredIncomeTaxLiabilities,,3345000.000,3345000.000,3345000.000,3345000.000,3345000.000,3345000.000,3345000.000,,,,,,,
DeferredRevenueCurrent,,,,,,,,,,5085000.000,5085000.000,2498000.000,,,
DeferredRevenueNoncurrent,2508000.000,2508000.000,1254000.000,,,,,,,,,,,,
DeferredTaxAssetsGross,8337000.000,,,,8074000.000,,,,8386000.000,,,,15344000.000,,
DeferredTaxAssetsLiabilitiesNet,-3345000.000,,,,-3345000.000,,,,,,,,,,
DeferredTaxAssetsNet,0.000,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,39432000.000,,,,42251000.000,,,,41647000.000,,,,41634000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,54400000.000,,,,,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,47769000.000,,,,50325000.000,,,,50033000.000,,,,56978000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,3345000.000,,,,,,,,,,
DepositAssets,0.000,,,,,,,,,,,,,,
DueFromBanks,296000.000,321000.000,413000.000,,,,,,,,,,,,
EquityMethodInvestmentOwnershipPercentage,,,,,,0.190,0.190,0.190,,0.190,0.190,0.190,0.191,,
EquityMethodInvestments,1085000.000,1090000.000,1090000.000,1090000.000,1090000.000,1089000.000,1089000.000,1089000.000,1089000.000,900000.000,900000.000,,,,
IncomeTaxesReceivable,8000.000,,,,,,,,,,,,,,
InventoryNet,2053000.000,3916000.000,2201000.000,3301000.000,5168000.000,4703000.000,3885000.000,4858000.000,3345000.000,5934000.000,4890000.000,3405000.000,4109000.000,5761000.000,7451000.000
InventoryValuationReserves,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
Liabilities,66672000.000,69221000.000,65857000.000,74734000.000,72350000.000,70969000.000,67607000.000,68305000.000,63256000.000,67555000.000,64402000.000,60039000.000,53708000.000,54881000.000,52670000.000
LiabilitiesAndStockholdersEquity,105336000.000,106966000.000,103048000.000,109056000.000,104451000.000,101403000.000,99363000.000,99997000.000,95757000.000,103220000.000,98351000.000,95925000.000,89940000.000,98000000.000,97353000.000
LiabilitiesCurrent,8166000.000,9212000.000,9693000.000,12465000.000,11991000.000,15818000.000,14288000.000,13549000.000,13223000.000,18370000.000,16202000.000,12844000.000,8212000.000,9807000.000,8444000.000
LiabilitiesNoncurrent,58506000.000,60009000.000,56164000.000,62269000.000,60359000.000,55151000.000,53319000.000,54756000.000,50033000.000,,,,,,
LongTermDebt,,,,,,,26728000.000,26707000.000,33193000.000,23383000.000,,,24514000.000,,
LongTermDebtCurrent,5153000.000,5331000.000,6278000.000,7316000.000,7374000.000,10934000.000,10008000.000,8200000.000,8527000.000,7520000.000,6514000.000,5508000.000,4502000.000,4568000.000,4635000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,,,4326000.000,,,,4326000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,,,8679000.000,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,,,5487000.000,,,,5487000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,,,5183000.000,,,,5183000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,,4895000.000,,,,4895000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,,4623000.000,,,,4623000.000,,
LongTermDebtNoncurrent,34000000.000,35246000.000,33410000.000,35059000.000,33193000.000,27812000.000,26090000.000,26092000.000,23937000.000,22836000.000,21719000.000,20585000.000,19435000.000,18268000.000,17084000.000
MineralPropertiesNet,52702000.000,51433000.000,50060000.000,53917000.000,52750000.000,51455000.000,50161000.000,50560000.000,50610000.000,50050000.000,49230000.000,48472000.000,47029000.000,46885000.000,46336000.000
MoneyMarketFundsAtCarryingValue,1331000.000,4351000.000,1141000.000,3269000.000,2673000.000,1308000.000,1496000.000,1769000.000,241000.000,242000.000,232000.000,1621000.000,972000.000,5893000.000,5423000.000
OperatingLeasesFutureMinimumPaymentsDue,703000.000,,,,500000.000,,,,864000.000,,,,476000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,203000.000,,,,200000.000,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,100000.000,,,,,,,,188000.000,,,,188000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,200000.000,,,,100000.000,,,,288000.000,,,,288000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,200000.000,,,,200000.000,,,,388000.000,,,,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,0.000,,,,,,,,,,,,,,
OtherAdditionalCapital,14247000.000,13890000.000,14105000.000,14070000.000,14250000.000,14050000.000,14197000.000,14414000.000,14632000.000,14636000.000,,,,,
OtherLiabilitiesNoncurrent,1374000.000,1592000.000,799000.000,557000.000,376000.000,423000.000,185000.000,32000.000,35000.000,5000.000,,,,,
OtherReceivablesNetCurrent,65000.000,63000.000,37000.000,13000.000,9000.000,8000.000,,,,,7000.000,7000.000,,,
PreferredStockNoParValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,,,,,
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
PreferredStockValue,0.000,0.000,0.000,,,,,,,,,,,,
