,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,65636000.000,80997000.000,75871000.000,64992000.000,86215000.000,104274000.000,123885000.000,112223000.000,123070000.000,129988000.000,145212000.000,115344000.000,140495000.000,159621000.000,194109000.000,128277000.000,135165000.000,107469000.000,109797000.000,92045000.000,92852000.000,83309000.000,81039000.000,81398000.000
AccountsReceivableNetCurrent,91517000.000,82824000.000,98550000.000,89034000.000,72429000.000,68230000.000,97733000.000,97309000.000,80670000.000,85221000.000,96752000.000,93937000.000,94417000.000,97688000.000,67242000.000,46121000.000,51957000.000,43955000.000,35005000.000,27903000.000,34841000.000,35772000.000,43073000.000,44954000.000
AccruedIncomeTaxes,,,,,,,,2200000.000,5100000.000,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,23331000.000,30294000.000,29705000.000,55049000.000,15980000.000,32331000.000,20755000.000,39067000.000,13984000.000,51048000.000,28000000.000,43698000.000,31299000.000,39030000.000,17377000.000,28220000.000,13120000.000,39171000.000,11922000.000,39486000.000,12011000.000,19573000.000,9200000.000,20536000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,4163013000.000,4240069000.000,4320410000.000,4403418000.000,4484496000.000,4556548000.000,4655841000.000,4759198000.000,4851973000.000,4950768000.000,5084704000.000,5202966000.000,5326074000.000,5449545000.000,5575078000.000,5955539000.000,6306119000.000,6838075000.000,6933247000.000,7108925000.000,7266289000.000,7371677000.000,7406349000.000,7442138000.000
AcquisitionCostsCumulative,,,125700000.000,,,,99800000.000,,,,87300000.000,,,,75500000.000,,,,13900000.000,,,,,
AdditionalPaidInCapitalCommonStock,381191000.000,383966000.000,386920000.000,389628000.000,393233000.000,396601000.000,396186000.000,398465000.000,401097000.000,404604000.000,403564000.000,406752000.000,410642000.000,414430000.000,414580000.000,417325000.000,420028000.000,422633000.000,423499000.000,426035000.000,428618000.000,537496000.000,539973000.000,541901000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,,,,,,,,2500000.000,,,,7600000.000,
AssetRetirementObligation,,,393880000.000,368479000.000,349001000.000,334249000.000,384053000.000,378225000.000,384605000.000,362107000.000,354422000.000,354399000.000,357603000.000,404002000.000,390568000.000,381223000.000,390067000.000,399626000.000,378322000.000,359764000.000,344122000.000,346806000.000,334438000.000,326800000.000
AssetRetirementObligationCurrent,105379000.000,128584000.000,138185000.000,105442000.000,99211000.000,83545000.000,92630000.000,69964000.000,74687000.000,95014000.000,77785000.000,68679000.000,69923000.000,115722000.000,36003000.000,16500000.000,41494000.000,84588000.000,84335000.000,83778000.000,91296000.000,90150000.000,78264000.000,66150000.000
AssetRetirementObligationsNoncurrent,287699000.000,265547000.000,255695000.000,263037000.000,249790000.000,250704000.000,291423000.000,308261000.000,309918000.000,267093000.000,276637000.000,285720000.000,287680000.000,288280000.000,354565000.000,364723000.000,348573000.000,315038000.000,293987000.000,275986000.000,252826000.000,256656000.000,256174000.000,260650000.000
Assets,1772464000.000,1841199000.000,1868925000.000,1842341000.000,1872818000.000,1926652000.000,2348987000.000,2362057000.000,2420014000.000,2423700000.000,2507302000.000,2494604000.000,2549772000.000,2652024000.000,2709107000.000,2339061000.000,2084977000.000,1599971000.000,1208022000.000,1298795000.000,998354000.000,832597000.000,829726000.000,854500000.000
AssetsCurrent,162613000.000,155898000.000,161188000.000,158296000.000,199298000.000,189893000.000,240123000.000,214700000.000,189637000.000,181249000.000,173602000.000,172030000.000,183612000.000,180368000.000,182562000.000,105826000.000,124346000.000,123694000.000,169310000.000,438567000.000,250667000.000,142956000.000,191741000.000,216970000.000
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,1600000.000,,,,,,,,,,,,,,,,,,,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,4307100000.000,,,,4640800000.000,,,,5069200000.000,,,,5557600000.000,,,,6916200000.000,,,,7387800000.000,
