,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,375000.000,,,,1901000.000,,,,2106000.000,,,,1541000.000
AllocatedShareBasedCompensationExpense,375000.000,1382000.000,2071000.000,1979000.000,1901000.000,2008000.000,4955000.000,2324000.000,2106000.000,1749000.000,1527000.000,1574000.000,1541000.000
AmortizationOfFinancingCostsAndDiscounts,67000.000,,,,0.000,,,,,,,,32000.000
AmortizationOfIntangibleAssets,7551000.000,7541000.000,5038000.000,2816000.000,2622000.000,2551000.000,2560000.000,2572000.000,2601000.000,2586000.000,2594000.000,2596000.000,2373000.000
CapitalLeasesIncomeStatementAmortizationExpense,,,,,,,,,416000.000,416000.000,416000.000,415000.000,416000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,3727000.000,,,,27609000.000,,,,-13469000.000,,,,-6931000.000
ComprehensiveIncomeNetOfTax,-14833000.000,-17867000.000,-17790000.000,-6400000.000,-11639000.000,-7198000.000,-11166000.000,-9151000.000,-10951000.000,-12527000.000,-8518000.000,-13324000.000,-10510000.000
CostOfGoodsSold,14414000.000,16034000.000,16135000.000,16217000.000,17497000.000,18620000.000,17390000.000,18284000.000,19604000.000,19631000.000,19512000.000,23431000.000,21479000.000
DecreaseInRestrictedCash,,,,,,,,,3333000.000,,,,61000.000
DeferredIncomeTaxesAndTaxCredits,0.000,,,,21000.000,,,,0.000,,,,
Depreciation,,,,,,,,,877000.000,1194000.000,1374000.000,1662000.000,1361000.000
DepreciationNonproduction,1308000.000,1464000.000,1726000.000,1996000.000,2155000.000,2229000.000,2304000.000,2327000.000,2395000.000,2519000.000,2517000.000,2618000.000,2516000.000
EarningsPerShareBasicAndDiluted,-0.710,-0.320,-0.430,-0.190,-0.370,-0.160,-0.250,-0.190,-0.250,-0.270,-0.190,-0.290,-0.260
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,13000.000,,,,-114000.000,,,,32000.000,,,,67000.000
EffectiveIncomeTaxRateContinuingOperations,-0.000,-0.001,-0.002,0.005,-0.002,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,222000.000,728000.000,-3081000.000,-2621000.000,-4137000.000,2597000.000,-12000.000,-261000.000,420000.000,-972000.000,-547000.000,-1331000.000,-27000.000
GeneralAndAdministrativeExpense,15890000.000,16761000.000,14507000.000,13058000.000,13329000.000,13579000.000,15667000.000,12408000.000,13848000.000,14183000.000,13312000.000,14921000.000,13754000.000
GrossProfit,27837000.000,31454000.000,31489000.000,33092000.000,32927000.000,37734000.000,37619000.000,35936000.000,36702000.000,39596000.000,39798000.000,38360000.000,40406000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-14723000.000,-17662000.000,-16103000.000,-11263000.000,-14262000.000,-6203000.000,-10132000.000,-8427000.000,-10160000.000,-11049000.000,-7963000.000,-12414000.000,-10831000.000
IncomeTaxExpenseBenefit,24000.000,21000.000,37000.000,-196000.000,23000.000,19000.000,83000.000,67000.000,25000.000,49000.000,-53000.000,53000.000,42000.000
IncomeTaxesPaid,,,,,52000.000,,,,109000.000,,,,64000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,5447000.000,,,,3655000.000,,,,-3351000.000,,,,969000.000
IncreaseDecreaseInAccountsReceivable,508000.000,,,,1345000.000,,,,2862000.000,,,,-438000.000
IncreaseDecreaseInInventories,6075000.000,,,,1536000.000,,,,2139000.000,,,,1263000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,4305000.000,,,,2745000.000,,,,2705000.000,,,,4032000.000
InterestExpense,1247000.000,752000.000,116000.000,90000.000,80000.000,164000.000,110000.000,587000.000,651000.000,735000.000,1319000.000,1720000.000,1732000.000
InterestExpenseLesseeAssetsUnderCapitalLease,,,,,,,,,568000.000,578000.000,554000.000,,580000.000
InterestPaid,255000.000,,,,24000.000,,,,623000.000,,,,1090000.000
