,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,749000.000,1063000.000,1396000.000,995000.000,2608000.000,3068000.000,3499000.000,2908000.000,3593000.000,4498000.000,5040000.000,3982000.000,4364000.000,4939000.000,5281000.000,4094000.000,4429000.000,4628000.000,5236000.000,3839000.000,4334000.000,5185000.000,5566000.000,4036000.000
AccumulatedDistributionsInExcessOfNetIncome,4062000.000,4505000.000,5285000.000,7265000.000,13433000.000,17479000.000,21242000.000,25825000.000,32107000.000,36650000.000,40460000.000,45417000.000,49572000.000,53341000.000,56925000.000,59944000.000,62976000.000,66043000.000,69310000.000,72509000.000,75869000.000,74223000.000,77619000.000,64889000.000
AdditionalPaidInCapital,11498000.000,21036000.000,39419000.000,57590000.000,73423000.000,88346000.000,107685000.000,153136000.000,154428000.000,155688000.000,161328000.000,168429000.000,169470000.000,170892000.000,172448000.000,172434000.000,173290000.000,174736000.000,176476000.000,176446000.000,177321000.000,178786000.000,180196000.000,180187000.000
Assets,37481000.000,43447000.000,60521000.000,107182000.000,204416000.000,215036000.000,261850000.000,328305000.000,376618000.000,375063000.000,378166000.000,429753000.000,426858000.000,423766000.000,421234000.000,415754000.000,412903000.000,410344000.000,406179000.000,400365000.000,397571000.000,394998000.000,391937000.000,374773000.000
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,148150000.000,148150000.000,193900000.000,,,,116875000.000,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLand,,,,,19930000.000,19930000.000,24930000.000,,,,12538000.000,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,,,2946000.000,2946000.000,2946000.000,2946000.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLand,,,,,,,,,,,,4465000.000,4465000.000,4465000.000,4465000.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedLessNoncontrollingInterest,,,,,,,,,116875000.000,116875000.000,,66909000.000,66909000.000,66909000.000,66909000.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,1713000.000,7553000.000,23072000.000,41341000.000,21065000.000,32913000.000,31849000.000,64194000.000,34505000.000,34791000.000,36698000.000,24796000.000,25391000.000,24472000.000,23878000.000,21981000.000,21191000.000,20706000.000,20193000.000,17950000.000,17772000.000,16906000.000,15998000.000,42363000.000
