,2015-06-30
AccountsPayableCurrent,929758.000
AdditionalPaidInCapital,13223222.000
Assets,1478561.000
AssetsCurrent,450192.000
CapitalLeasesFutureMinimumPaymentsNetMinimumPayments1,37925.000
CashAndCashEquivalentsAtCarryingValue,404449.000
CommonStockParOrStatedValuePerShare,0.000
CommonStockSharesAuthorized,500000000.000
CommonStockSharesIssued,9444828.000
CommonStockSharesOutstanding,9444828.000
CommonStockValue,94.000
ConvertibleDebtFairValueDisclosures,795903.000
ConvertibleLongTermNotesPayable,3526464.000
DebtInstrumentUnamortizedDiscountPremiumNet,1358536.000
DeferredCosts,684667.000
DeferredFinanceCostsNoncurrentNet,87059.000
DeferredRevenueCurrent,210125.000
DerivativeLiabilitiesNoncurrent,1643677.000
Liabilities,6801761.000
LiabilitiesAndStockholdersEquity,1478561.000
LiabilitiesCurrent,1631620.000
LiabilitiesNoncurrent,5170141.000
MinorityInterest,-1649111.000
NotesPayableCurrent,33955.000
OtherAssetsCurrent,45743.000
OtherLiabilitiesCurrent,457782.000
PropertyPlantAndEquipmentNet,256643.000
RetainedEarningsAccumulatedDeficit,-16897405.000
SharePrice,1.933
StockholdersEquity,-3674089.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-5323200.000
UnamortizedDebtIssuanceExpense,385596.000
