,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,30827000.000,34070000.000,33525000.000,32566000.000,29904000.000,32007000.000,27026000.000,32221000.000,39100000.000,28691000.000,37313000.000,38151000.000,40371000.000,36399000.000,43772000.000,41223000.000,34683000.000,48986000.000,50814000.000,37556000.000,37243000.000,37452000.000,34117000.000,49925000.000,47289000.000
AccountsReceivableNetCurrent,142903000.000,154741000.000,165676000.000,187862000.000,184043000.000,193705000.000,185172000.000,209078000.000,192796000.000,205138000.000,204205000.000,220784000.000,223472000.000,243072000.000,242242000.000,255864000.000,262624000.000,261068000.000,279434000.000,279158000.000,266185000.000,263249000.000,268175000.000,313211000.000,293872000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,,,,,,,,,,10378000.000,,,,10095000.000,,
AccruedIncomeTaxesCurrent,,,4860000.000,,,,8621000.000,,,,4196000.000,,,,8615000.000,,,,12913000.000,,,,21894000.000,,
AccruedIncomeTaxesNoncurrent,,,5675000.000,,,,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,63101000.000,59721000.000,67902000.000,97368000.000,78618000.000,69708000.000,86409000.000,117413000.000,84966000.000,89780000.000,92608000.000,125716000.000,96070000.000,94445000.000,108772000.000,132685000.000,118617000.000,115397000.000,130401000.000,145443000.000,143511000.000,135122000.000,178353000.000,198832000.000,184234000.000
AccruedMarketingCostsCurrent,,,5062000.000,,,,4407000.000,,,,3746000.000,,,,2221000.000,,,,2938000.000,,,,7228000.000,,
AccruedRentNoncurrent,,,12713000.000,,,,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,82488000.000,,,,92675000.000,,,,98167000.000,,,,118800000.000,,,,129792000.000,,,,147148000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-4632000.000,-3460000.000,-6422000.000,-6772000.000,-6062000.000,-5833000.000,-3829000.000,-4540000.000,-5908000.000,-9347000.000,-7414000.000,-7548000.000,-7241000.000,-6834000.000,-9584000.000,-12040000.000,-13224000.000,-13355000.000,-15288000.000,-16510000.000,-13558000.000,-13317000.000,-13194000.000,-16048000.000,-15469000.000
