,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayable,,,,,,174990.000,,,,,,,,
AccountsPayableAndAccruedLiabilities,,,,,,,171364.000,184586.000,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,126001.000,156001.000,155801.000,155801.000,155801.000,,,,,,219528.000,235087.000,329542.000,469503.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,154591.000,180789.000,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,15958.000,24898.000,72945.000,137982.000
AccountsReceivableNet,,,,,,,,,,,,1530.000,587.000,587.000
AccountsReceivableNetCurrent,,,,,,14736.000,,,,,,,,
AccruedLiabilities,,,,,,882647.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,-21002.000,-23026.000,-25050.000,-29276.000,-31300.000,-42003.000,-49558.000,-53336.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,-1799.000,-8815.000,5723.000
AdditionalPaidInCapital,,,,,,975000.000,,,,,,,,
AdditionalPaidInCapitalCommonStock,72876.000,72876.000,72876.000,72876.000,72876.000,1047876.000,2890510.000,3025260.000,4104024.000,4526964.000,4881543.000,7384178.000,7829777.000,6652810.000
AssetRetirementObligation,,,,,,,5114.000,5237.000,5333.000,5435.000,5781.000,7894.000,8084.000,8259.000
Assets,110742.000,110510.000,107832.000,105845.000,104376.000,1244446.000,951412.000,903906.000,868232.000,808645.000,844536.000,1196817.000,1137298.000,1101602.000
AssetsCurrent,6470.000,6238.000,3560.000,1573.000,104.000,14879.000,23518.000,3476.000,20203.000,5219.000,3508.000,78264.000,31146.000,4712.000
Cash,,,,,,143.000,23518.000,3476.000,20203.000,5219.000,3508.000,76734.000,8559.000,4125.000
CashAndCashEquivalentsAtCarryingValue,6470.000,6238.000,3560.000,1573.000,104.000,143.000,23518.000,3476.000,20203.000,5219.000,3508.000,76734.000,8559.000,4125.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,490000000.000,1490000000.000,1490000000.000,1490000000.000,4990000000.000
CommonStockSharesIssued,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,125000000.000,59000000.000,125000000.000,66554539.000,262850150.000,334738.000,13201872.000,71783740.000,1665857182.000
CommonStockSharesOutstanding,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,59000000.000,100000000.000,59000000.000,59000000.000,334738.000,13201872.000,71783740.000,1665857182.000
CommonStockSharesSubscriptions,,,,,,,,,,,4000.000,96630.000,112271.000,106759.000
CommonStockValue,100000.000,100000.000,100000.000,100000.000,100000.000,125000.000,59000.000,59250.000,66554.000,262850.000,335.000,13202.000,71784.000,1665857.000
ConvertibleDebt,,,,,,,,20614.000,,132020.000,,,,
ConvertibleDebtCurrent,,,,,,,,,96665.000,,,,,
ConvertibleNotesPayableCurrent,,,,,,,1426.000,,,,199446.000,178225.000,275631.000,287149.000
DebtConversionConvertedInstrumentSharesIssued,,,,,,,250000.000,,,,,,,
DebtDefaultShorttermDebtAmount,,,,,,,,,,,310902.000,233869.000,436742.000,414618.000
DebtInstrumentFaceAmount,,,,,,220000.000,,,,,,,,
DeferredFinanceCostsNet,,,,,,,,,,,15324.000,14219.000,7449.000,2835.000
DeferredTaxAssetsGross,,,,,,,142568.000,153358.000,302366.000,386808.000,372442.000,423285.000,978938.000,740174.000
DeferredTaxAssetsValuationAllowance,,,,,,,-142568.000,153358.000,-302366.000,-386808.000,-372442.000,-423285.000,-978938.000,-740174.000
DerivativeLiabilities,,,,,,,,,476795.000,431463.000,220131.000,990238.000,1104159.000,1127499.000
DerivativeLiabilitiesCurrent,,,,,,,,,-272034.000,-431643.000,220131.000,990238.000,1625830.000,1127499.000
