,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableCurrent,461351.000,312979.000,301934.000,327365.000,447777.000
AccountsPayableCurrentAndNoncurrent,,,445638.000,327365.000,619379.000
AccountsPayableOtherCurrentAndNoncurrent,,,301934.000,327365.000,620467.000
AccountsPayableRelatedPartiesCurrent,143618.000,143618.000,143704.000,147674.000,171602.000
AccountsReceivableRelatedPartiesCurrent,0.000,0.000,,,
AccruedInvestmentIncomeReceivable,48.000,16.000,16.000,16.000,16.000
AccruedLiabilitiesCurrent,885942.000,889154.000,1370523.000,1433469.000,1476318.000
AccruedPayrollTaxesCurrent,6507.000,29122.000,55622.000,72267.000,75166.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,70644.000,71120.000,71596.000,71834.000,72072.000
Assets,20004456.000,20052782.000,20147245.000,20157419.000,20192022.000
AssetsCurrent,71294.000,54012.000,90644.000,46716.000,45719.000
CapitalizedCostsOilAndGasProducingActivitiesNet,,,2225000.000,2225000.000,2225000.000
CapitalizedCostsSupportEquipmentAndFacilities,,,200000.000,200000.000,200000.000
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,,,1000000.000,1000000.000,1000000.000
CapitalizedExploratoryWellCosts,,,20054696.000,20109036.000,20144874.000
CashAndCashEquivalentsAtCarryingValue,47542.000,30292.000,66924.000,22996.000,21999.000
CashEquivalentsAtCarryingValue,,,66924.000,22996.000,21999.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,47612000.000,47842000.000,48142000.000,47345000.000,48192000.000
CommonStockSharesOutstanding,47612000.000,47842000.000,48142000.000,47345000.000,48192000.000
CommonStockValue,,,24831455.000,24881016.000,24881016.000
CustomerDepositsCurrent,0.000,,,,
DepositsAssetsCurrent,11204.000,11204.000,11204.000,11204.000,11204.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,6248395.000,6472526.000,7191084.000,7339463.000,
FurnitureAndFixturesGross,39236.000,39236.000,39236.000,39236.000,39236.000
Liabilities,1951399.000,1993854.000,2506874.000,2615866.000,2840954.000
LiabilitiesAndStockholdersEquity,20004456.000,20052782.000,20147245.000,20157419.000,20192022.000
LiabilitiesCurrent,1497418.000,1539873.000,2506874.000,2615866.000,2840954.000
MembersEquity,18053057.000,18058928.000,17640371.000,17541553.000,17351068.000
NotesPayable,,,635091.000,0.000,
NotesPayableCurrent,0.000,,635091.000,635091.000,470091.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,200000.000
NotesPayableRelatedPartiesNoncurrent,453981.000,453981.000,0.000,0.000,0.000
OilAndGasPropertySuccessfulEffortMethodGross,19930305.000,19996389.000,20054696.000,20109036.000,20144874.000
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,,,
PreferredStockSharesOutstanding,0.000,0.000,,,
PrepaidExpenseCurrent,12500.000,12500.000,12500.000,12500.000,12500.000
PropertyPlantAndEquipmentOther,34265.000,34265.000,34265.000,34265.000,34265.000
RetainedEarningsAccumulatedDeficit,,,,,-7529948.000
ShortTermBankLoansAndNotesPayable,,165000.000,,,
StockholdersEquity,24301452.000,24531454.000,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,18053057.000,18058928.000,17640371.000,17541553.000,17351068.000
