,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,133696.000,197807.000,147114.000,191215.000,202415.000,314779.000
AccountsPayableCurrent,,,,,,,,,,84765.000,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,45684.000,66751.000,72349.000,73441.000,6084.000,16976.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,46000.000,67000.000,72000.000,73000.000,6000.000,17000.000
AccountsReceivableNetCurrent,,,,,,,,,,16946.000,30833.000,69583.000,45968.000,48664.000,6302.000,14190.000
AccruedLiabilitiesCurrent,,,,,,,,,,25000.000,,,,,,
AccruedLiabilitiesForCommissionsExpenseAndTaxes,2592.000,2592.000,7907.000,7907.000,,,,,,,,,,,,
AccruedSalariesCurrent,,,,,,,,,,54769.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,203728.000,-197000.000,-206000.000,-215000.000,-224000.000,249000.000,260000.000
AdditionalPaidInCapital,40850.000,40850.000,40850.000,40850.000,40850.000,40850.000,40850.000,40850.000,40850.000,346370.000,462188.000,534580.000,547466.000,669070.000,1087477.000,1218177.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,2836.000,2836.000,2836.000,16039.000,16039.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,367.000,2836.000,,,,,
Assets,,,,,,,,,,582682.000,719400.000,768161.000,768083.000,685791.000,720467.000,655457.000
AssetsCurrent,0.000,0.000,4652.000,4652.000,4652.000,4652.000,690.000,690.000,40690.000,300972.000,317181.000,368526.000,374769.000,299646.000,339092.000,283195.000
BankOverdrafts,,,,,,,,,,,,,,,,9273.000
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,,,1.000,,,,,
BusinessAcquisitionPurchasePriceAllocationBuildings,,,,,,,,,,250000.000,,,,,,
CapitalLeaseObligations,,,,,,,,,,193977.000,300094.000,285795.000,276791.000,268319.000,251939.000,245980.000
CapitalLeaseObligationsCurrent,,,,,,,,,,29838.000,35040.000,35582.000,35582.000,35318.000,33564.000,30891.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,193977.000,300000.000,,,,,
CapitalLeasedAssetsGross,,,,,,,,,,223815.000,57000.000,53000.000,45000.000,39000.000,-28000.000,-23000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,381036.000,,,,,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,252075.000,,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,157221.000,154000.000,,,,,
CapitalLeasesFutureMinimumPaymentsNetMinimumPayments1,,,,,,,,,,381036.000,,,,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,,,,381036.000,,,,,,
Cash,0.000,0.000,3927.000,3927.000,3927.000,3927.000,0.000,0.000,0.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,3927.000,3927.000,3927.000,3927.000,0.000,0.000,0.000,1461.000,21928.000,461.000,10183.000,14191.000,,-9273.000
CashEquivalentsAtCarryingValue,,,,,,,,,,1461.000,21928.000,461.000,10183.000,14191.000,42490.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,300000000.000,300000000.000
CommonStockSharesIssued,2150000.000,2150000.000,2150000.000,2150000.000,2150000.000,2150000.000,2150000.000,2150000.000,23650000.000,44550000.000,45050000.000,45050000.000,45050000.000,46126665.000,49473335.000,61317133.000
