,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,393600000.000,382200000.000,411400000.000,409900000.000,393300000.000,401000000.000,453700000.000,439200000.000,453400000.000,451900000.000,428300000.000,419200000.000,407000000.000,422100000.000,424900000.000,435400000.000,410700000.000,411600000.000,457900000.000,406500000.000,422000000.000,426800000.000,466500000.000,447000000.000,465300000.000
AccountsReceivableGrossCurrent,,,384000000.000,,,,445800000.000,,,,396700000.000,,,,352700000.000,,,,344300000.000,,,,370000000.000,,
AccountsReceivableNetCurrent,,,380500000.000,,,,439400000.000,,,,391400000.000,,,,346400000.000,,,,336800000.000,,,,363300000.000,,
AccumulatedAmortizationDeferredFinanceCosts,,,30000000.000,,,,9000000.000,,,,9000000.000,,,,14400000.000,,,,,,,,,,
AccumulatedAmortizationOfDebtIssuanceCostsLineOfCreditArrangements,,,,,,,,,,,,,,,,,,,,,,,9300000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,2251500000.000,,,,2464600000.000,,,,2541800000.000,,,,2625600000.000,,,,2895900000.000,,,,3001500000.000,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,-13400000.000,,,,-14000000.000,,,,-10800000.000,,,,-17700000.000,,,,-18400000.000,,,,-5400000.000,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,,,,,,,,,,,239500000.000,,,,235500000.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,-3600000.000,,,,-3000000.000,,,,-16600000.000,,,,-50600000.000,,,,-87800000.000,,,,-146700000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-180500000.000,-196400000.000,-282100000.000,-273500000.000,-273600000.000,-266800000.000,-311300000.000,-318300000.000,-317500000.000,-303500000.000,-188200000.000,-184200000.000,-182000000.000,-203000000.000,-334600000.000,-351000000.000,-319900000.000,-337500000.000,-345700000.000,-339100000.000,-382900000.000,-382400000.000,-387600000.000,-369900000.000,-353900000.000
AdditionalPaidInCapitalCommonStock,2176000000.000,2177700000.000,2177500000.000,2172100000.000,2178400000.000,2183000000.000,1915100000.000,1913100000.000,1923100000.000,1928700000.000,1789900000.000,1781200000.000,1788200000.000,1792400000.000,1796500000.000,1778600000.000,1783900000.000,1782300000.000,1771000000.000,1746200000.000,1737600000.000,1731000000.000,1709000000.000,1685400000.000,1677000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,3500000.000,,,,6400000.000,,,,5300000.000,,,,6300000.000,,,,7500000.000,,,,6700000.000,,
Assets,4657000000.000,4486000000.000,4649700000.000,4459600000.000,4395900000.000,4371300000.000,4620800000.000,4633700000.000,4619300000.000,4618700000.000,4559300000.000,4542900000.000,4546100000.000,4430600000.000,4331300000.000,4493300000.000,4512400000.000,4507800000.000,4256100000.000,4691000000.000,4720000000.000,4722100000.000,4603400000.000,4661800000.000,4691400000.000
AssetsCurrent,1195500000.000,1160600000.000,1314100000.000,1138100000.000,1097300000.000,1086700000.000,1203100000.000,1255900000.000,1256700000.000,1270800000.000,1232200000.000,1294200000.000,1386800000.000,1299100000.000,1220900000.000,1312700000.000,1319800000.000,1349600000.000,1066800000.000,1190200000.000,1169000000.000,1178500000.000,1114900000.000,1145300000.000,1152000000.000
AssetsHeldForSaleAtCarryingValue,,,,9800000.000,2900000.000,,,,,,,,,,,,,,,,,,,,
AssetsHeldForSaleCurrent,,,18500000.000,,,,0.000,,,,6600000.000,6700000.000,10200000.000,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,9500000.000,0.000,,,,,,,,5000000.000,,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,6300000.000,,,,,,,,,,,,,,,,,,
