,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,69715000.000,62977000.000,56547000.000,52074000.000,46171000.000,41463000.000,36674000.000,39367000.000,44091000.000,48830000.000,37409000.000,45221000.000,49339000.000,31791000.000,37736000.000,45081000.000,38350000.000
AccountsReceivableRelatedParties,,,,,,,,,,,,,,,60256000.000,97102000.000,
AccruedIncomeTaxes,,,,,,,,,,,,,,5384000.000,6353000.000,6432000.000,6418000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,141539000.000,146072000.000,,156154000.000,160947000.000,165250000.000,169663000.000,173843000.000,178579000.000,184018000.000,188196000.000,192149000.000,196986000.000,196237000.000,200728000.000,205445000.000,209719000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1236000.000,-3632000.000,-6955000.000,-1077000.000,-5362000.000,1021000.000,2542000.000,-7132000.000,-7738000.000,137000.000,3744000.000,4910000.000,1902000.000,-2493000.000,-8286000.000,-6212000.000,-9749000.000
AdditionalPaidInCapitalCommonStock,355212000.000,361519000.000,365835000.000,359939000.000,361715000.000,367813000.000,374798000.000,377335000.000,381779000.000,387327000.000,393965000.000,395631000.000,396124000.000,399774000.000,379710000.000,379069000.000,379069000.000
AllowanceForDoubtfulAccountsReceivable,1615000.000,1546000.000,,1337000.000,1116000.000,1344000.000,1710000.000,1556000.000,1892000.000,1803000.000,1958000.000,1931000.000,1957000.000,1900000.000,1806000.000,1520000.000,1329000.000
Assets,1662506000.000,2098150000.000,1190549000.000,1326181000.000,1644027000.000,1521733000.000,1180061000.000,1269444000.000,1629489000.000,1531750000.000,1161542000.000,1702208000.000,1474061000.000,1361942000.000,1840645000.000,1151932000.000,1136756000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,193701000.000,23254000.000,,
AvailableForSaleSecurities,,,,,,,,,,,,0.000,0.000,0.000,98000.000,89000.000,81000.000
AvailableForSaleSecuritiesDebtSecurities,,,,,2662000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,,,,5842000.000,3361000.000,3355000.000,3463000.000,3703000.000,4354000.000,5465000.000,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,0.700,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,,,,,,,,3942000.000,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,4372000.000,1293000.000,,,,
CapitalizedComputerSoftwareNet,,,,,6719000.000,5605000.000,4615000.000,4228000.000,3715000.000,2905000.000,4749000.000,4422000.000,4103000.000,3435000.000,3414000.000,3444000.000,4463000.000
CashAndCashEquivalentsAtCarryingValue,257992000.000,252505000.000,245879000.000,214426000.000,207784000.000,209759000.000,227441000.000,216144000.000,179123000.000,168878000.000,174606000.000,149044000.000,165850000.000,183432000.000,131870000.000,102302000.000,128886000.000
CashAndSecuritiesSegregatedUnderFederalAndOtherRegulations,8881000.000,10013000.000,12756000.000,37227000.000,44996000.000,46145000.000,47494000.000,58052000.000,69050000.000,60783000.000,62863000.000,63068000.000,54907000.000,163000.000,157000.000,156000.000,145000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000
CommonStockSharesIssued,130776454.000,131188195.000,131669676.000,134020860.000,134020197.000,134621089.000,134689148.000,137657057.000,138016398.000,140310036.000,140599626.000,143047788.000,144361405.000,144290612.000,144480612.000,187509724.000,187509724.000
CommonStockSharesOutstanding,,,,,,,117375462.000,,,,123286669.000,,,127565769.000,,,
CommonStockValue,1308000.000,1312000.000,1317000.000,1340000.000,1340000.000,1346000.000,1347000.000,1377000.000,1380000.000,1403000.000,1405000.000,1431000.000,1443000.000,1442000.000,1444000.000,1444000.000,1444000.000
CostMethodInvestments,,,,,,,,,,,,4614000.000,1778000.000,1688000.000,1533000.000,1558000.000,1563000.000
CostMethodInvestmentsAggregateCarryingAmount,,,,,4649000.000,4659000.000,4671000.000,4999000.000,5007000.000,5064000.000,5087000.000,,,,,,
DebtLongtermAndShorttermCombinedAmount,,,,,,,,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,300000000.000,290000000.000,315000000.000
DeferredFinanceCostsNet,,,,,9159000.000,8616000.000,8074000.000,7789000.000,7363000.000,6942000.000,6786000.000,6332000.000,5510000.000,5038000.000,4566000.000,4094000.000,3484000.000
DeferredIncomeTaxLiabilities,,,,,8732000.000,8459000.000,34360000.000,,,,31421000.000,,,13769000.000,,,
DeferredRentCredit,,,,,,,,,,,,,,,8494000.000,8507000.000,8226000.000
DeferredRevenue,,,,,14852000.000,7644000.000,7247000.000,9587000.000,9954000.000,9251000.000,9199000.000,10483000.000,9765000.000,7993000.000,9252000.000,9044000.000,8446000.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,,,,,,,,19014000.000,,,
DeferredTaxAssetsGross,,,,,,,,,,,98799000.000,,,143845000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,41567000.000,49345000.000,47402000.000,51046000.000,45694000.000,48779000.000,88559000.000,91935000.000,108561000.000,108960000.000,112116000.000
DeferredTaxAssetsNet,,,,,41128000.000,43706000.000,67983000.000,,,,70280000.000,,,100977000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,43631000.000,,,,47855000.000,,,75343000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,57341000.000,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,,52314000.000,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,95587000.000,,,,,,,,,,
DeferredTaxAssetsOther,,,,,,,1829000.000,,,,1279000.000,,,1512000.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,,,,,10944000.000,,,,2020000.000,,,2020000.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsGeneralBusiness,,,,,,,3485000.000,,,,2338000.000,,,2429000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,16718000.000,,,,20570000.000,,,19244000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,,,3337000.000,,,,2853000.000,,,2579000.000,,,
DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,,,,,,,6626000.000,,,,3311000.000,,,5576000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,29435000.000,,,,28519000.000,,,42868000.000,,,
DeferredTaxLiabilities,,,,,,,7943000.000,7619000.000,7129000.000,6715000.000,6835000.000,6440000.000,6056000.000,4726000.000,4591000.000,4308000.000,4088000.000
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,,,,21113000.000,,,,21603000.000,,,5548000.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,13247000.000,,,,9818000.000,,,8221000.000,,,
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,,,,,,,,,,,0.000,,,
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries,,,,,,,,,,,,,,15207000.000,,,
DepositsWithClearingOrganizationsAndOthersSecurities,42836000.000,29338000.000,33885000.000,,,,,,,,,,,,,,
DerivativeAssetFairValueGrossLiability,,,,,,,,143813000.000,133251000.000,68112000.000,33050000.000,37782000.000,110000.000,338000.000,651000.000,490000.000,20000.000
DerivativeAssets,,,,,,,,1048000.000,1611000.000,283000.000,1081000.000,1082000.000,1671000.000,3633000.000,4962000.000,2355000.000,1308000.000
DerivativeFairValueOfDerivativeAsset,,,,,,,,144861000.000,134862000.000,68395000.000,34131000.000,38864000.000,1781000.000,3971000.000,5613000.000,2845000.000,1328000.000
DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,,,,,,,,,,,,1082000.000,1671000.000,3633000.000,4962000.000,,
