,2012-03-31
CashPeriodIncreaseDecrease,0.000
CostOfServices,12000.000
CostsAndExpenses,14431.000
GeneralAndAdministrativeExpense,12659.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-14431.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000
IncomeTaxesPaid,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,1772.000
InterestExpense,1772.000
InterestPaid,0.000
NetCashProvidedByUsedInOperatingActivities,0.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,0.000
NetIncomeLoss,-14431.000
RelatedPartyCosts,659.000
Revenues,0.000
SalesRevenueNet,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,133041120.000
