,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentForAmortization,8000000.000,,,,9000000.000,,,,11000000.000,,,,14000000.000,,,,20000000.000,,,,12000000.000,,,,15000000.000,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,-2000000.000,,,,2000000.000,,,,14000000.000,,,,2000000.000,,,,,,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,11000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftMaintenanceMaterialsAndRepairs,,54000000.000,59000000.000,,88000000.000,85000000.000,85000000.000,80000000.000,114000000.000,111000000.000,109000000.000,98000000.000,94000000.000,102000000.000,109000000.000,113000000.000,113000000.000,126000000.000,132000000.000,119000000.000,135000000.000,140000000.000,153000000.000,135000000.000,152000000.000,166000000.000
AircraftRental,,36000000.000,32000000.000,,33000000.000,33000000.000,32000000.000,32000000.000,32000000.000,33000000.000,32000000.000,31000000.000,31000000.000,31000000.000,31000000.000,31000000.000,31000000.000,31000000.000,30000000.000,30000000.000,28000000.000,28000000.000,28000000.000,26000000.000,26000000.000,24000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,,,,,0.000,,,,0.000,
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,85000000.000,,,,-21000000.000,,,,164000000.000,,,,276000000.000,,,,258000000.000,,,,439000000.000,,,,5000000.000,
ComprehensiveIncomeNetOfTax,,3000000.000,14000000.000,,42000000.000,32000000.000,60000000.000,1000000.000,14000000.000,28000000.000,82000000.000,52000000.000,2000000.000,236000000.000,63000000.000,37000000.000,150000000.000,178000000.000,204000000.000,205000000.000,199000000.000,199000000.000,193000000.000,184000000.000,77000000.000,206000000.000
CostsAndExpenses,967000000.000,1065000000.000,1087000000.000,1063000000.000,1114000000.000,1147000000.000,1195000000.000,1150000000.000,1240000000.000,1233000000.000,1290000000.000,1250000000.000,1308000000.000,1352000000.000,1365000000.000,1277000000.000,1270000000.000,1330000000.000,1336000000.000,1264000000.000,1267000000.000,1330000000.000,1378000000.000,1345000000.000,1457000000.000,1488000000.000
DebtInstrumentDecreaseRepayments,,,,,45000000.000,35000000.000,35000000.000,,52000000.000,152000000.000,,,,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,2000000.000,,,,17000000.000,,,,9000000.000,,,,2000000.000,,,,62000000.000,,,,57000000.000,,,,30000000.000,
DefinedContributionPlanCostRecognized,,15000000.000,15000000.000,,17000000.000,23000000.000,22000000.000,11000000.000,20000000.000,20000000.000,28000000.000,26000000.000,24000000.000,23000000.000,34000000.000,38000000.000,53000000.000,58000000.000,72000000.000,73000000.000,81000000.000,66000000.000,,,42000000.000,52000000.000
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,,,,,,,,,,,,,,,,,,,,,1.000,,,,1.000,
Depreciation,51000000.000,,,,55000000.000,,,,61000000.000,,,,68000000.000,,,,67000000.000,,,,79000000.000,,,,90000000.000,
DepreciationAndAmortization,56000000.000,58000000.000,57000000.000,62000000.000,61000000.000,63000000.000,66000000.000,68000000.000,68000000.000,71000000.000,73000000.000,78000000.000,78000000.000,77000000.000,79000000.000,86000000.000,87000000.000,81000000.000,84000000.000,93000000.000,91000000.000,96000000.000,102000000.000,104000000.000,105000000.000,109000000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,,,,,,,,,0.000,,,,,,,,,,,,
EarningsPerShareBasic,0.010,0.090,0.120,0.090,0.110,0.190,0.160,-0.010,0.050,0.130,0.250,0.160,0.010,0.790,0.270,0.290,0.440,0.480,0.630,0.600,0.620,0.560,0.610,0.530,0.250,0.640
EarningsPerShareDiluted,0.010,0.080,0.110,0.080,0.090,0.160,0.140,0.010,0.050,0.110,0.210,0.150,0.010,0.680,0.240,0.260,0.400,0.440,0.580,0.560,0.590,0.530,0.580,0.520,0.250,0.640
FuelCosts,353000000.000,439000000.000,454000000.000,418000000.000,433000000.000,450000000.000,481000000.000,442000000.000,467000000.000,465000000.000,501000000.000,466000000.000,464000000.000,497000000.000,515000000.000,436000000.000,335000000.000,371000000.000,342000000.000,300000000.000,215000000.000,274000000.000,293000000.000,292000000.000,323000000.000,325000000.000
GainLossOnDispositionOfAssets1,,,,,,,,,,,,,,242000000.000,0.000,,9000000.000,0.000,0.000,-9000000.000,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,2000000.000,2000000.000,,,,,,,,,,,,,,,,,,,
HeldToMaturitySecuritiesGrossGainsLossesDerivatives,,,,,,,,,,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,6000000.000,43000000.000,56000000.000,40000000.000,49000000.000,86000000.000,73000000.000,1000000.000,23000000.000,60000000.000,119000000.000,77000000.000,6000000.000,345000000.000,132000000.000,140000000.000,222000000.000,250000000.000,322000000.000,303000000.000,323000000.000,289000000.000,330000000.000,274000000.000,126000000.000,332000000.000
IncomeTaxExpenseBenefit,3000000.000,18000000.000,21000000.000,17000000.000,19000000.000,34000000.000,28000000.000,0.000,9000000.000,24000000.000,48000000.000,30000000.000,2000000.000,115000000.000,53000000.000,52000000.000,85000000.000,98000000.000,124000000.000,113000000.000,124000000.000,109000000.000,131000000.000,93000000.000,41000000.000,121000000.000
IncreaseDecreaseInMarginDepositsOutstanding,-10000000.000,,,,1000000.000,,,,3000000.000,,,,0.000,,,,-20000000.000,,,,0.000,,,,,
IncreaseDecreaseInOperatingCapital,-142000000.000,,,,-181000000.000,,,,106000000.000,,,,-213000000.000,,,,-224000000.000,,,,-230000000.000,,,,-202000000.000,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,68605000.000,65786000.000,,60575000000.000,60575000000.000,60575000000.000,-181664425000.000,27428000.000,60574000.000,60575000.000,-90015000.000,0.000,48351000.000,48351000.000,-50502000.000,32800000.000,28000000.000,27100000.000,-61000000.000,17600000.000,17700000.000,17600000.000,-39300000.000,0.000,0.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,1795000.000,1368000.000,,1044000000.000,717000000.000,1337000000.000,-3096763000.000,1662000.000,1798000.000,2235000.000,-3587000.000,2387000.000,2004000.000,2210000.000,-4201000.000,3200000.000,2700000.000,2600000.000,-5700000.000,2300000.000,1700000.000,1800000.000,-3700000.000,1900000.000,1400000.000
InterestCostsCapitalized,-1000000.000,-1000000.000,-1000000.000,-2000000.000,-2000000.000,-2000000.000,-2000000.000,-2000000.000,-3000000.000,-4000000.000,4000000.000,,,,,,,,,,,,,,,
InterestCostsCapitalizedAdjustment,,,,,,,,,,,,,3000000.000,4000000.000,4000000.000,3000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000
InterestExpense,44000000.000,44000000.000,45000000.000,46000000.000,45000000.000,44000000.000,44000000.000,43000000.000,41000000.000,42000000.000,40000000.000,,37000000.000,39000000.000,37000000.000,,34000000.000,32000000.000,32000000.000,,29000000.000,28000000.000,28000000.000,,25000000.000,24000000.000
InterestOnConvertibleDebtNetOfTax,,3000000.000,3000000.000,,2000000.000,3000000.000,2000000.000,2000000.000,1000000.000,3000000.000,3000000.000,2000000.000,0.000,3000000.000,2000000.000,2000000.000,1000000.000,1000000.000,1000000.000,,1000000.000,1000000.000,1000000.000,,0.000,0.000
LaborAndRelatedExpense,235000000.000,235000000.000,236000000.000,241000000.000,255000000.000,265000000.000,262000000.000,262000000.000,280000000.000,279000000.000,283000000.000,293000000.000,329000000.000,316000000.000,318000000.000,331000000.000,375000000.000,375000000.000,389000000.000,401000000.000,435000000.000,415000000.000,421000000.000,427000000.000,466000000.000,464000000.000
LandingFeesAndOtherRentals,,63000000.000,65000000.000,,66000000.000,72000000.000,73000000.000,66000000.000,70000000.000,80000000.000,81000000.000,74000000.000,77000000.000,83000000.000,88000000.000,73000000.000,83000000.000,90000000.000,91000000.000,78000000.000,85000000.000,92000000.000,98000000.000,82000000.000,95000000.000,101000000.000
LineOfCreditFacilityDecreaseRepayments,,,,,88000000.000,,,,,,,,,,,,,,,,,,,,,
LossContingencyAccrualCarryingValueProvision,,,,,,,,,,3000000.000,3000000.000,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,39000000.000,,,,-142000000.000,,,,-39000000.000,,,,0.000,,,,-33000000.000,,,,-56000000.000,,,,-160000000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,39000000.000,,,,-142000000.000,,,,-39000000.000,,,,0.000,,,,-33000000.000,,,,-56000000.000,,,,-160000000.000,
NetCashProvidedByUsedInInvestingActivities,-185000000.000,,,,-171000000.000,,,,-2000000.000,,,,-46000000.000,,,,-237000000.000,,,,-90000000.000,,,,-267000000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-185000000.000,,,,-171000000.000,,,,-2000000.000,,,,-46000000.000,,,,-237000000.000,,,,-90000000.000,,,,-267000000.000,
NetCashProvidedByUsedInOperatingActivities,231000000.000,,,,292000000.000,,,,205000000.000,,,,322000000.000,,,,528000000.000,,,,585000000.000,,,,432000000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,231000000.000,,,,292000000.000,,,,205000000.000,,,,322000000.000,,,,528000000.000,,,,585000000.000,,,,432000000.000,
