,2011-11-30,2012-02-29,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2014-02-28,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,,0.000,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,0.000,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,-3866.000,,,,8918.000,,,,16575.000
CostOfGoodsSold,0.000,0.000,0.000,47428.000,116358.000,454665.000,559529.000,39559.000,106946.000,,,,,,,,
DebtConversionConvertedInstrumentRate,,,,,,,,,0.100,,,,0.100,,,,0.100
DebtInstrumentIncreaseAccruedInterest,,,,,,,,,,,,,127227.000,,,,141925.000
Depreciation,516.000,285.000,198.000,198.000,198.000,198.000,116.000,74.000,0.000,,,,,,,,
EarningsPerShareBasic,-0.000,-0.001,0.000,-0.000,-0.000,0.000,-0.000,-0.000,,,,,,,,,-0.000
EarningsPerShareBasicAndDiluted,,,,,,,,,0.000,-0.000,-0.000,-0.140,-0.001,-0.001,-0.000,,
EarningsPerShareDiluted,,,,,,,,,,,,,,,,,-0.000
GrossProfit,0.000,0.000,5.000,1864.000,761.000,27725.000,3082.000,-2906.000,15822.000,,,,,,,,
IncreaseDecreaseInAccountsAndOtherReceivables,,,,,,,-2212.000,,95885.000,,,,-11439.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,38042.000,,88212.000,,,,8430.000,,,,-7749.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,0.000,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,0.000,,,,,,,,,,
InterestExpense,,,,,,,,,,,,,4758.000,,,,4377.000
NetCashProvidedByUsedInContinuingOperations,,,,,,,-1957.000,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,,,6851.000,,0.000,,,,11021.000,,,,39501.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,6851.000,,0.000,,,,11021.000,,,,39501.000
NetCashProvidedByUsedInInvestingActivities,,,,,,,0.000,,0.000,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,0.000,,0.000,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,,,,,-8808.000,,-3866.000,,,,-2103.000,,,,-22926.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,,,-8808.000,,-3866.000,,,,-2103.000,,,,-22926.000
NetIncomeLoss,-24728.000,-37656.000,-91492.000,-88743.000,-60526.000,-55197.000,-44754.000,-47358.000,3807.000,-14064.000,-16344.000,-13049.000,-21972.000,-15895.000,-13893.000,-13420.000,-15177.000
OfficersCompensation,,,,,,,,,1200.000,,,,,,,,
OperatingExpenses,24728.000,37656.000,91497.000,90607.000,61287.000,,47836.000,,12015.000,14064.000,16344.000,13049.000,21972.000,15895.000,13893.000,13420.000,15177.000
OtherExpenses,,,,,,,,44452.000,,,,,,,,,
OtherSalesRevenueNet,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,,0.000,,,,,,,,
ProceedsFromConvertibleDebt,,,,,,,0.000,,,,,,22460.000,,,,
ProceedsFromIssuanceOfCommonStock,,,,,,,0.000,,,,,,203561.000,,,,338573.000
ProceedsFromIssuanceOfDebt,,,,,,,0.000,,,,,,,,,,
ProceedsFromLoans,,,,,,,4351.000,,,,,,,,,,
ProceedsFromNotesPayable,,,,,,,0.000,,,,,,,,,,
ProceedsFromOtherDebt,,,,,,,2500.000,,0.000,,,,,,,,
ProceedsFromRepaymentsOfDebt,,,,,,,,,,,,,,,,,338573.000
ProfessionalFees,,,,,,,,,,,,,,,,,2500.000
PropertyPlantAndEquipmentAdditions,,,,,,,0.000,,,,,,,,,,
RepaymentsOfRelatedPartyDebt,,,,,,,,,0.000,,,,,,,,
Revenues,0.000,0.000,5.000,49292.000,117119.000,482390.000,562611.000,36653.000,122768.000,,,,,,,,
SalesRevenueNet,0.000,0.000,5.000,1864.000,761.000,27725.000,562611.000,36653.000,122768.000,,,,,,,,
SalesRevenueServicesGross,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,
SellingGeneralAndAdministrativeExpense,24212.000,37371.000,91299.000,90409.000,61089.000,82724.000,47720.000,44378.000,12015.000,14064.000,16344.000,13049.000,21972.000,15895.000,13893.000,13420.000,15177.000
ShareBasedCompensation,,,2400.000,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsShareBasedLiabilitiesPaid,,,,,,,,,,,,,,,,,1000.000
StockIssuedDuringPeriodSharesStockOptionsExercised,,,0.000,,,,,,,,,,,,,,
StockIssuedDuringPeriodValueStockOptionsExercised,,,0.000,,,,,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,,,,,,,,,,,36763775.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,206551422.000,206551442.000,206551442.000,-619378522.000,25414371.000,33525784.000,33525784.000,,
WeightedAverageNumberOfSharesOutstandingBasic,68830474.000,68830474.000,206551422.000,206551442.000,206551442.000,-413102864.000,206551442.000,206551442.000,,,,,,,,,36606515.000
