,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableCurrent,228788.000,201507.000,62926.000,83963.000,146084.000,107215.000,106117.000,105316.000,89229.000,69335.000,99081.000,97849.000,99235.000,196713.000,328155.000
AccountsReceivableNet,,,,,,204805.000,170601.000,154799.000,,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,137030.000,128028.000,56273.000,0.000,0.000,0.000,
AccruedLiabilitiesCurrent,278912.000,318536.000,369066.000,330884.000,304079.000,331165.000,379643.000,406336.000,439330.000,218255.000,272841.000,138683.000,173304.000,243263.000,240896.000
AccruedRoyaltiesCurrentAndNoncurrent,,,,,,11490.000,17320.000,17350.000,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-5646.000,-6565.000,-7484.000,-8403.000,,,,,,,
AdditionalPaidInCapital,5136343.000,5343820.000,5766066.000,6793934.000,7772388.000,8366525.000,8555626.000,9075590.000,9287263.000,9767058.000,10154385.000,10636583.000,11384884.000,11804091.000,12634261.000
Assets,18348.000,115964.000,,,643368.000,590064.000,489089.000,473732.000,1368914.000,1762842.000,1368194.000,1005783.000,795139.000,656026.000,695826.000
AssetsCurrent,6294.000,105184.000,51277.000,98692.000,601636.000,522451.000,422395.000,407957.000,1304046.000,1657445.000,1246567.000,517220.000,264759.000,55889.000,79966.000
AssetsNet,,,59186.000,104993.000,,,,,,,,,,,
CapitalizedComputerSoftwareGross,,,,,7228.000,7228.000,7228.000,7228.000,,,,,,,
Cash,6294.000,105184.000,51277.000,87082.000,475581.000,91782.000,13787.000,4044.000,917039.000,1301108.000,976250.000,451526.000,203799.000,5458.000,41236.000
CashAndCashEquivalentsAtCarryingValue,,,,87082.000,475581.000,91782.000,13787.000,4044.000,917039.000,1301108.000,976250.000,451526.000,203799.000,5458.000,41236.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000
CommonStockSharesIssued,11651193.000,11994943.000,14309229.000,15980028.000,17958888.000,18983028.000,19015028.000,19730052.000,20024052.000,20590615.000,21000614.000,21525126.000,22172907.000,22617078.000,23477787.000
CommonStockSharesOutstanding,11651193.000,11994943.000,14309229.000,15980028.000,17958888.000,15980028.000,19015028.000,19730052.000,20024052.000,20590615.000,21000614.000,21525126.000,22172907.000,22617078.000,
CommonStockValue,11625.000,11993.000,14309.000,15980.000,17959.000,18983.000,19015.000,19730.000,20024.000,20591.000,21001.000,21525.000,22173.000,22617.000,23479.000
CommonStockValueOutstanding,,,,,,,,,,,,,,,23477787.000
ConvertibleDebt,,,,,,,,,1086050.000,2000000.000,2000000.000,2000000.000,1837500.000,1591850.000,1282050.000
ConvertibleLongTermNotesPayable,354000.000,309000.000,309000.000,,155000.000,,,,,,,1206931.000,,,
ConvertibleNotesPayable,,,,180000.000,,155000.000,155000.000,90000.000,90000.000,0.000,0.000,,,,1206931.000
ConvertibleNotesPayableCurrent,70588.000,70588.000,70588.000,,,,,0.000,,,,0.000,1206931.000,1206931.000,
DeferredTaxAssetsInProcessResearchAndDevelopment,,,,,,,,,,,,51698.000,,,
DeferredTaxAssetsNet,,,,,,,,,,,,0.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsOther,,,,,,,,,,,,-4477.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,,,,57253.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,,,,,,72536.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,3807351.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-7601198.000,-7728770.000,-8122059.000,-8586235.000,-9038609.000,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,3400.000,2627.000,2659.000,8864.000,,,,,,,
FurnitureAndFixturesGross,3800.000,3800.000,3800.000,3800.000,36350.000,36350.000,36350.000,36350.000,,,,,,,
IndefiniteLivedIntangibleAssetsExcludingGoodwill,,,,,,26800.000,26800.000,26800.000,,,,,,,
InterestPayableCurrent,,,,,300679.000,,,,,,,,,,
InventoryFinishedGoods,,,,,,72344.000,105993.000,104773.000,,,,,,,
InventoryNet,,,,11610.000,115205.000,216962.000,232572.000,210474.000,223015.000,213495.000,209382.000,35174.000,35174.000,35174.000,35174.000
InventoryNoncurrent,,,,,,,,,,,,206722.000,254445.000,334889.000,358908.000
InventoryRawMaterials,,,,,,144618.000,113925.000,93699.000,,,,,,,
Liabilities,2471578.000,2488921.000,2400870.000,1881314.000,1891630.000,1879847.000,2047227.000,1888119.000,2991076.000,3544521.000,3628853.000,3657852.000,3506359.000,3558146.000,3434421.000
LiabilitiesAndStockholdersEquity,18348.000,115964.000,59186.000,104993.000,643368.000,590064.000,489089.000,473732.000,1368914.000,1762842.000,1368194.000,1005783.000,795139.000,656026.000,695826.000
LiabilitiesCurrent,1060220.000,1122563.000,1034512.000,771778.000,450163.000,1522916.000,1690296.000,1531188.000,898095.000,894521.000,978853.000,450921.000,461928.000,569976.000,756051.000
LiabilitiesNoncurrent,1411358.000,1366358.000,1366358.000,1109536.000,1441467.000,356931.000,356931.000,356931.000,2092981.000,2650000.000,2650000.000,3206931.000,3044431.000,2988170.000,2678370.000
MachineryAndEquipmentGross,,,,,3800.000,3800.000,3800.000,3800.000,,,,,,,
NotesPayable,,,,,,,100000.000,,1006931.000,650000.000,650000.000,,,189389.000,189389.000
NotesPayableCurrent,,,,,,,,,279536.000,606931.000,606931.000,189389.000,189389.000,0.000,32000.000
NotesPayableRelatedPartiesClassifiedCurrent,929536.000,929536.000,,,929536.000,929536.000,929536.000,929536.000,,,,,,,155000.000
NotesPayableRelatedPartiesNoncurrent,,,929536.000,929536.000,1286467.000,356931.000,356931.000,356931.000,,0.000,0.000,0.000,0.000,130000.000,0.000
OperatingLossCarryforwards,,,,2370617.000,,,,2741690.000,,,,3630341.000,,,
OtherIntangibleAssetsNet,,,,,,,,,,,,175300.000,175300.000,170519.000,168129.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
