,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentOfWarrantsGrantedForServices,,,,,,,,,,,,,,,,468158.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,72116.000,,,,37775.000,,,,587444.000
AdvertisingExpense,,,0.000,0.000,0.000,,,6543.000,1250.000,4201.000,7400.000,917.000,500.000,500.000,6303.000,3996.000,42665.000,10343.000,14208.000,4271.000
AllocatedShareBasedCompensationExpense,,,,,,,,259339.000,,,,72116.000,,,,37775.000,,,,99307.000
AmortizationOfDebtDiscountPremium,,21773.000,,28521.000,,,,0.000,,,,98296.000,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,,,,,,1444.000,1444.000,1632.000,,1832.000,1878.000,2515.000,2882.000,2888.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,,,,,,,,,,,,,,1837.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-100592.000,,359715.000,,,,28785.000,,,,-12931.000,,,,,,,,
CashPeriodIncreaseDecrease,,,,,,,,,,,,,,,,-3320440.000,,,,322318.000
ComprehensiveIncomeNetOfTax,,,,,,,,,,,,,,,,-2173519.000,-2558253.000,-1056892.000,-735849.000,-1341847.000
CostOfGoodsSold,11161.000,13806.000,69962.000,41604.000,67335.000,26181.000,54587.000,31083.000,98365.000,134726.000,121149.000,95968.000,83566.000,19773.000,104675.000,85883.000,36766.000,26481.000,32490.000,36992.000
DebtConversionConvertedInstrumentAmount1,,,,415775.000,,,,0.000,,,,,,,,,,,,
DebtInstrumentConvertibleEffectiveInterestRate,,,0.240,,,,,,,,,,,,,,,,,
DebtInstrumentIncreaseDecreaseForPeriodNet,,,373000.000,300000.000,,,,,,,,5435000.000,,,,,,,,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,,,,,,9123.000,8171.000,14102.000,6334.000,98062.000,6652.000,7021.000,-71819.000,11117.000,9677.000,7401.000,4948.000,9770.000
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,,,,,,,,1.000,,,,1.000,,,,1.000,,,,1.000
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,,,,,,0.040,,,,0.040,,,,0.040,,,,0.040
Depreciation,,147.000,,311.000,,,,9385.000,,,,,,,,,,,,15685.000
DepreciationDepletionAndAmortization,,,,,,,,,,,,19874.000,,,,21040.000,,,,18574.000
EarningsPerShareBasicAndDiluted,-0.020,-0.020,-0.040,-0.020,-0.010,-0.030,0.000,-0.010,-0.010,-0.370,-1.900,-0.070,-0.360,-0.280,-0.520,-0.120,-0.040,-0.320,-1.830,-0.210
GainLossOnDerivativeInstrumentsNetPretax,23006.000,650.000,18678.000,19422.000,69251.000,65287.000,3620.000,11468.000,0.000,0.000,131.000,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,,-6736.000,,,,-145.000,,,,
GeneralAndAdministrativeExpense,428843.000,565721.000,2518114.000,1823082.000,888133.000,3195589.000,1623233.000,1179281.000,1330222.000,737519.000,1635527.000,-127795.000,856219.000,861098.000,1809817.000,1688577.000,2262481.000,733074.000,490667.000,1132073.000
GrossProfit,9103.000,8829.000,-18347.000,86123.000,83521.000,81654.000,27120.000,39137.000,219928.000,262528.000,44643.000,55306.000,150446.000,66019.000,78601.000,11022.000,48656.000,108124.000,107073.000,138174.000
IncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,,,,0.000
IncreaseDecreaseInAccountsPayable,,,,,,,,,,,,,,,,141271.000,,,,-140848.000
IncreaseDecreaseInAccountsPayableTrade,,-2845.000,,-77831.000,,,,40535.000,,,,269645.000,,,,,,,,
IncreaseDecreaseInAccountsReceivable,,-31225.000,,57001.000,,,,-33391.000,,,,32484.000,,,,14495.000,,,,29587.000
IncreaseDecreaseInAccruedLiabilities,,59970.000,,-100465.000,,,,-212180.000,,,,-453327.000,,,,-141307.000,,,,-265893.000
IncreaseDecreaseInDeferredRevenue,,,,15000.000,,,,0.000,,,,66338.000,,,,,,,,6409.000
IncreaseDecreaseInInventories,,-5668.000,,-3762.000,,,,269392.000,,,,-65978.000,,,,24791.000,,,,-23022.000
IncreaseDecreaseInNotesPayableCurrent,,0.000,,0.000,,,,0.000,,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,32133.000,,28600.000,,,,62057.000,,,,-110725.000,,,,-100690.000,,,,11645.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,
InterestExpense,61033.000,55488.000,23703.000,95552.000,126654.000,407516.000,6781.000,18123.000,14773.000,131935.000,212888.000,153622.000,189215.000,51804.000,-3754.000,,,3.000,,
InterestPaid,,,,26408.000,,,,18138.000,3468.000,21627.000,3878.000,9661.000,441.000,226960.000,9558.000,0.000,0.000,3.000,0.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,,60463.000,,1329735.000,,,,273420.000,,,,72116.000,,,,,,,,
LeaseAndRentalExpense,,,,17690.000,,,,17609.000,15447.000,15719.000,15978.000,18433.000,15823.000,15900.000,16189.000,16750.000,17000.000,16356.000,16133.000,16895.000
LitigationSettlementAmount,,,,,,,,,,,,500000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,149657.000,,1300000.000,,,,1867831.000,,,,,,,,86253.000,,,,3814938.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,149657.000,,1300000.000,,,,1867831.000,,,,,,,,86253.000,,,,3814938.000
NetCashProvidedByUsedInInvestingActivities,,0.000,,0.000,,,,-86603.000,,,,-7700.000,,,,-1818811.000,,,,-2336412.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,0.000,,,,-86603.000,,,,-7700.000,,,,-1818811.000,,,,-2336412.000
NetCashProvidedByUsedInOperatingActivities,,-250249.000,,-940285.000,,,,-1752443.000,,,,-5231.000,,,,-1587882.000,,,,-1156208.000
