,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,4386000.000,5613000.000,4692000.000,4804000.000,5166000.000,5002000.000,4999000.000,4985000.000,,,4842000.000,4025000.000,8037000.000,9276000.000,8854000.000,9830000.000,9217000.000,9579000.000
AccountsReceivableNetCurrent,1643000.000,1460000.000,728000.000,997000.000,1393000.000,2231000.000,3063000.000,5346000.000,6406000.000,6773000.000,7459000.000,11763000.000,16890000.000,21446000.000,24307000.000,32022000.000,38598000.000,37857000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,3451000.000,,,,4154000.000,4408000.000,4635000.000,4839000.000,5094000.000,5361000.000,5641000.000,5944000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,31000.000,22000.000,20000.000,4000.000,5000.000,15000.000,-20000.000,5000.000,-86000.000,-89000.000,-33000.000,55000.000,72000.000,42000.000,-54000.000,-144000.000,-202000.000,-94000.000
AdditionalPaidInCapital,277381000.000,277749000.000,278092000.000,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,278477000.000,278785000.000,279092000.000,279269000.000,279911000.000,280616000.000,283369000.000,282702000.000,284219000.000,285745000.000,286397000.000,287525000.000,288759000.000,289991000.000,283964000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,25000.000,47000.000,0.000,0.000,78000.000,78000.000,128000.000,328000.000,1256000.000,1300000.000,261000.000,411000.000
Assets,64709000.000,60057000.000,54273000.000,50138000.000,46530000.000,43968000.000,41464000.000,39352000.000,38020000.000,39848000.000,92097000.000,91332000.000,89209000.000,91712000.000,98118000.000,101612000.000,103007000.000,101020000.000
AssetsCurrent,61361000.000,57000000.000,51418000.000,47440000.000,43985000.000,41430000.000,39036000.000,36998000.000,35663000.000,37596000.000,84109000.000,83543000.000,87091000.000,89604000.000,95936000.000,99352000.000,100835000.000,98745000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,247000.000,91000.000,96000.000,,,,,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,42307000.000,37359000.000,35511000.000,37285000.000,24546000.000
AvailableForSaleSecurities,,,,,,,,,25626000.000,26464000.000,,34650000.000,45759000.000,42349000.000,37305000.000,35367000.000,37083000.000,24452000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainLossBeforeTax,,,,,,,,,,,,,,-98000.000,47000.000,57000.000,49000.000,16000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,-56000.000,101000.000,201000.000,251000.000,110000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,37632000.000,36144000.000,32258000.000,28287000.000,25712000.000,26553000.000,,34595000.000,45687000.000,42307000.000,37359000.000,35511000.000,37285000.000,24546000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,,,,,,,,,,,15917000.000,22457000.000,24940000.000,17139000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,,,,,,,,,14885000.000,21433000.000,24940000.000,17139000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,,,,,,,,1032000.000,1024000.000,,
AvailableForSaleSecuritiesCurrent,54650000.000,50454000.000,45604000.000,41618000.000,37637000.000,36159000.000,32238000.000,28292000.000,,,39508000.000,34650000.000,45759000.000,42349000.000,37305000.000,35367000.000,37083000.000,24452000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,37632000.000,36144000.000,32258000.000,28287000.000,25712000.000,26553000.000,,34595000.000,45687000.000,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,6000.000,,24000.000,9000.000,91000.000,109000.000,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,11000.000,15000.000,4000.000,14000.000,5000.000,20000.000,,,,,,,,
CapitalLeaseObligations,,,,,,217000.000,206000.000,195000.000,185000.000,173000.000,162000.000,,,,117000.000,,,
CapitalLeaseObligationsCurrent,,,,,,44000.000,44000.000,44000.000,45000.000,45000.000,45000.000,45000.000,45000.000,45000.000,45000.000,45000.000,45000.000,45000.000
CapitalLeaseObligationsNoncurrent,,,,,,173000.000,162000.000,151000.000,140000.000,128000.000,117000.000,,,,72000.000,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,228000.000,216000.000,204000.000,192000.000,180000.000,168000.000,,,,120000.000,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,48000.000,,,,48000.000,,,,48000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,48000.000,24000.000,24000.000,24000.000,24000.000,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,48000.000,48000.000,48000.000,48000.000,48000.000,24000.000,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,48000.000,48000.000,48000.000,48000.000,48000.000,48000.000,,,,24000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,48000.000,48000.000,48000.000,48000.000,48000.000,48000.000,,,,48000.000,,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,24000.000,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,11000.000,10000.000,9000.000,7000.000,7000.000,6000.000,,,,3000.000,,,
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,12000.000,,36000.000,24000.000,12000.000,,,,,,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,23000.000,,,,68000.000,,,,114100.000,,,
CashAndCashEquivalentsAtCarryingValue,1510000.000,1403000.000,1661000.000,1586000.000,1109000.000,1056000.000,1854000.000,1287000.000,1579000.000,1801000.000,2416000.000,2342000.000,2658000.000,946000.000,2208000.000,3704000.000,1563000.000,15799000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000
CommonStockSharesOutstanding,32822000.000,32827000.000,32828000.000,32853000.000,32868000.000,32874000.000,32881000.000,32930000.000,32989000.000,33822000.000,34115000.000,34222000.000,34310000.000,34320000.000,34346000.000,34390000.000,34439000.000,34453000.000
CommonStockValue,33000.000,33000.000,33000.000,33000.000,33000.000,33000.000,33000.000,33000.000,33000.000,34000.000,34000.000,34000.000,34000.000,35000.000,35000.000,35000.000,35000.000,35000.000
DeferredCompensationCashBasedArrangementsLiabilityCurrent,,,,,,,,,,,,,,,1667000.000,1667000.000,1667000.000,1667000.000
DeferredRevenueCurrent,23813000.000,13573000.000,3333000.000,,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,,93553000.000,,,,78655000.000,,,,72845000.000,,,
DeferredTaxAssetsNet,,,,,,,,,,,6054000.000,,,,144000.000,,,
DeferredTaxAssetsNetCurrent,2192000.000,2192000.000,2188000.000,2188000.000,,,,,,,,,,,,,,
DeferredTaxAssetsNetNoncurrent,,,,,,,,,,,5849000.000,5737000.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,14985000.000,,,,0.000,,,,,,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,,,,,76023000.000,,,,70219000.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,1194000.000,,,,,,,,,,,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,,77374000.000,,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,,,1689000.000,,,,594000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,,,,,101000.000,,,,301000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,,,,,31000.000,,,,466000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,,,,,,,,,,,,97000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,,,,,,,,,,,,1000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,93553000.000,,,,72601000.000,,,,72701000.000,,,
DeferredTaxLiabilitiesCurrent,,,,,,,,,,,5849000.000,5737000.000,,,,,,
DeferredTaxLiabilitiesOther,,,,,,,,,,,,,,,144000.000,,,
DepositsAssets,,,,,,,,,,,,,,96000.000,,,,
DividendsPayableCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,6890000.000
FairValueAssetsLevel1ToLevel2TransfersAmount,,,,,,,,,,,0.000,,,,0.000,,,
FairValueAssetsLevel2ToLevel1TransfersAmount,,,,,,,,,,,0.000,,,,0.000,,,
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,,,,,,,,,0.000,,,,0.000,,,
InventoryFinishedGoodsNetOfReserves,,,,,,,,,,,,,4446000.000,7608000.000,,,,
InventoryNet,623000.000,729000.000,767000.000,415000.000,475000.000,922000.000,1278000.000,1611000.000,1696000.000,1672000.000,1929000.000,2337000.000,5540000.000,8840000.000,10924000.000,11939000.000,13348000.000,15818000.000
InventoryRawMaterialsNetOfReserves,,,,,,,,,,,,,575000.000,783000.000,,,,
InventoryWorkInProcessNetOfReserves,,,,,,,,,,,,,519000.000,449000.000,,,,
LettersOfCreditOutstandingAmount,,,,,,,,,,,,,,220000.000,,,,
Liabilities,28652000.000,19628000.000,8455000.000,5223000.000,5571000.000,5606000.000,5574000.000,5530000.000,7340000.000,8094000.000,11148000.000,10143000.000,8362000.000,9597000.000,14155000.000,15128000.000,14185000.000,21176000.000
LiabilitiesAndStockholdersEquity,64709000.000,60057000.000,54273000.000,50138000.000,46530000.000,43968000.000,41464000.000,39352000.000,38020000.000,39848000.000,92097000.000,91332000.000,89209000.000,91712000.000,98118000.000,101612000.000,103007000.000,101020000.000
LiabilitiesCurrent,28199000.000,19186000.000,8025000.000,4804000.000,5166000.000,5046000.000,5043000.000,5029000.000,6871000.000,7661000.000,10793000.000,9824000.000,8082000.000,9321000.000,10566000.000,11542000.000,10929000.000,18181000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,463000.000,57000.000,17000.000,,,,,,
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,,,,,,,,,,9000000.000,,,,
OperatingLossCarryforwards,,,,,,,15000000.000,,,,3500000.000,,,0.000,1670000.000,,,
OtherAssets,,,,,,,,,,,,,,,95000.000,,,
OtherAssetsNoncurrent,35000.000,19000.000,,,,,,,,,,,,96000.000,,95000.000,95000.000,95000.000
