,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,-167000.000,,,,-160000.000,,,,42000.000
AllocatedShareBasedCompensationExpense,367000.000,542000.000,565000.000,576000.000,761000.000,773000.000,752000.000,697000.000,827000.000,925000.000,974000.000,1121000.000,2911000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,3794000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,74199000.000,,,,4052000.000,,,,-855000.000,,,,
ComprehensiveIncomeNetOfTax,,,-8327000.000,,-6151000.000,-886000.000,-8758000.000,-11314000.000,-12142000.000,-18270000.000,-11051000.000,-29723000.000,-33311000.000
ConversionOfStockAmountConverted1,132278000.000,,,,0.000,,,,303000.000,,,,
DepreciationDepletionAndAmortization,88000.000,,,,99000.000,,,,121000.000,,,,113000.000
FairValueAssumptionsExpectedDividendRate,,,,,,,,,,,0.000,,0.000
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,0.600,,0.800
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,,,,0.018
FairValueInputsDiscountRate,0.200,,,,,,,,0.130,,,,0.130
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,,,,,,-1382000.000,-1499000.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,,,,,,,,,,,,,14956000.000
GeneralAndAdministrativeExpense,2617000.000,2346000.000,2175000.000,2508000.000,3231000.000,2882000.000,3006000.000,3287000.000,3777000.000,3951000.000,4460000.000,4934000.000,6751000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-1.000,-0.200,-0.470,,-0.340,-0.050,-0.480,,-0.660,-0.870,-0.410,-1.060,-0.930
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,211000.000,,,,1813000.000,,,,3544000.000,,,,2316000.000
IncreaseDecreaseInContractReceivablesNet,-1203000.000,,,,-762000.000,,,,27000.000,,,,-6285000.000
IncreaseDecreaseInOtherOperatingLiabilities,-1000.000,,,,-29000.000,,,,-51000.000,,,,-95000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-1715000.000,,,,30000.000,,,,1390000.000,,,,6810000.000
InterestExpense,,217000.000,,,0.000,0.000,264000.000,435000.000,438000.000,447000.000,670000.000,765000.000,706000.000
InterestExpenseDebt,72000.000,,,,0.000,,,,135000.000,,,,207000.000
InterestPaid,,,,,,,,,,,,,499000.000
LeaseAndRentalExpense,,,,,,,,,,,145000.000,,
LiabilitiesFairValueAdjustment,,,,,,,,,,,,,-14956000.000
NetCashProvidedByUsedInFinancingActivities,73964000.000,,,,764000.000,,,,0.000,,,,781000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,73964000.000,,,,764000.000,,,,0.000,,,,781000.000
NetCashProvidedByUsedInInvestingActivities,-7000.000,,,,5924000.000,,,,8011000.000,,,,-68688000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-7000.000,,,,5924000.000,,,,8011000.000,,,,-68688000.000
NetCashProvidedByUsedInOperatingActivities,242000.000,,,,-2636000.000,,,,-8866000.000,,,,-13418000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,242000.000,,,,-2636000.000,,,,-8866000.000,,,,-13418000.000
NetIncomeLoss,-3455000.000,-3555000.000,-8312000.000,-4854000.000,-6179000.000,-886000.000,-8762000.000,-11266000.000,-12197000.000,-18268000.000,-11038000.000,-29724000.000,-33259000.000
OperatingExpenses,9222000.000,8541000.000,12853000.000,9140000.000,11110000.000,12970000.000,13006000.000,15548000.000,17670000.000,25659000.000,24996000.000,22796000.000,25348000.000
OperatingIncomeLoss,-3234000.000,-3338000.000,-8333000.000,-4881000.000,-6230000.000,-929000.000,-8530000.000,-10884000.000,-11821000.000,-16515000.000,-8950000.000,-12062000.000,-17885000.000
OperatingLeasesRentExpenseNet,,,,,,,,,,,,,211000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,,,,,,,,,,,,-52000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,-15000.000,,28000.000,0.000,4000.000,,55000.000,-2000.000,-13000.000,,
OtherNonoperatingExpense,221000.000,,,,,,,,,,,,
OtherNonoperatingIncomeExpense,,,21000.000,,51000.000,43000.000,32000.000,53000.000,62000.000,76000.000,81000.000,81000.000,288000.000
PaymentsToAcquirePropertyPlantAndEquipment,7000.000,,,,22000.000,,,,269000.000,,,,1185000.000
