,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,8044516.000,4551922.000,10325000.000,34629000.000,19570000.000,15130000.000,29985000.000,44535000.000,22536000.000,20144000.000,11646000.000,23840000.000,10373000.000,16421000.000,20128000.000,13148000.000,23029000.000
AccountsReceivableNetCurrent,10276444.000,10830391.000,14030000.000,20079000.000,22703000.000,27982000.000,23800000.000,25159000.000,24653000.000,23056000.000,28723000.000,28465000.000,27737000.000,24911000.000,23258000.000,32237000.000,33370000.000
AccruedBonusesCurrent,,,,,,,6100000.000,5500000.000,,,,7100000.000,,,,6900000.000,
AccruedLiabilitiesCurrent,6458390.000,7021818.000,16250000.000,10412000.000,25367000.000,29469000.000,35560000.000,21708000.000,19234000.000,22281000.000,39699000.000,20582000.000,12797000.000,23872000.000,24663000.000,26572000.000,14733000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,78821457.000,90157717.000,102454000.000,116791000.000,132032000.000,145621000.000,162100000.000,179999000.000,199645000.000,204985000.000,225015000.000,245399000.000,266403000.000,287866000.000,306820000.000,327973000.000,350504000.000
AllowanceForDoubtfulAccountsReceivableCurrent,266241.000,299271.000,208983.000,246410.000,300000.000,300000.000,600000.000,374198.000,500000.000,900000.000,1500000.000,2100000.000,1300000.000,700000.000,600000.000,700000.000,600000.000
Assets,887564591.000,901318432.000,1136975000.000,1185884000.000,1265902000.000,1355791000.000,1430312000.000,1516482000.000,1612597000.000,1628890000.000,1672184000.000,1509771000.000,1495854000.000,1488582000.000,1477083000.000,1472412000.000,1477806000.000
AssetsCurrent,17553399.000,18193300.000,23163000.000,32776000.000,37759000.000,43379000.000,36722000.000,38034000.000,45275000.000,48936000.000,56610000.000,52967000.000,52936000.000,51625000.000,55168000.000,72969000.000,77211000.000
CashAndCashEquivalentsAtCarryingValue,6500.000,6500.000,7000.000,7000.000,7000.000,7000.000,7000.000,6000.000,6000.000,7000.000,7000.000,7000.000,7000.000,7000.000,7000.000,65000.000,7000.000
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,0.022,,,,0.023,,,,0.029,
DebtWeightedAverageInterestRate,,,,,,,,0.022,,,,0.022,,,,0.025,
DeferredCompensationSharebasedArrangementsLiabilityCurrentAndNoncurrent,,,,,,,,,,,1700000.000,,1100000.000,3200000.000,-6042000.000,,2162000.000
DeferredIncomeTaxLiabilities,,,,,,,,,,,1076000.000,874000.000,976000.000,1008000.000,,,
DeferredRevenueCurrent,10690978.000,11122513.000,11675000.000,11912000.000,12428000.000,13736000.000,14306000.000,15855000.000,16671000.000,16880000.000,17087000.000,17000000.000,16821000.000,16186000.000,16386000.000,16691000.000,17261000.000
DeferredTaxLiabilities,,,,,,,,,,,1076000.000,874000.000,976000.000,1008000.000,,1113000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,,,,1076000.000,874000.000,976000.000,1008000.000,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,,,,4100000.000,5700000.000,9600000.000,,3800000.000,5700000.000,7100000.000,,2700000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,4576192.000,4387550.000,3350162.000,,,,,,,,,,,,,,
