,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableCurrent,134000000.000,128700000.000,95900000.000,105600000.000,97500000.000,105900000.000,107200000.000,96500000.000,103100000.000,98000000.000,89200000.000,110800000.000,132200000.000,122600000.000,115600000.000,126500000.000,117800000.000,85000000.000
AccountsPayableInterestBearingNoncurrent,,,0.000,,,,,,,,,,,,,,,
AccountsReceivableGrossCurrent,,,107700000.000,136500000.000,136600000.000,122900000.000,106800000.000,125000000.000,124400000.000,105900000.000,86900000.000,112800000.000,126900000.000,102600000.000,112700000.000,95900000.000,92300000.000,65000000.000
AccountsReceivableNetCurrent,149600000.000,140000000.000,107600000.000,136400000.000,136500000.000,122800000.000,106600000.000,124900000.000,124300000.000,105700000.000,86700000.000,112600000.000,126800000.000,102500000.000,112600000.000,95800000.000,92200000.000,64900000.000
AccruedEnvironmentalLossContingenciesCurrent,,,1900000.000,1800000.000,1800000.000,1800000.000,2000000.000,2000000.000,2000000.000,1800000.000,1700000.000,1700000.000,1700000.000,1700000.000,1700000.000,1700000.000,1700000.000,200000.000
AccruedEnvironmentalLossContingenciesNoncurrent,,,2200000.000,2200000.000,2200000.000,2200000.000,1200000.000,1200000.000,1000000.000,1100000.000,1200000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,3000000.000
AccruedLiabilitiesCurrent,57700000.000,64900000.000,87300000.000,55900000.000,54000000.000,59300000.000,58800000.000,59400000.000,63900000.000,69500000.000,61000000.000,62100000.000,79800000.000,59100000.000,73000000.000,74900000.000,87400000.000,77800000.000
AccruedReclamationCostsCurrent,,,2800000.000,2100000.000,1500000.000,800000.000,2500000.000,1800000.000,1300000.000,700000.000,1400000.000,1500000.000,1400000.000,1500000.000,1600000.000,1500000.000,1800000.000,2400000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,368000000.000,385700000.000,400400000.000,416100000.000,432000000.000,448100000.000,463200000.000,472100000.000,484800000.000,500700000.000,524300000.000,533200000.000,542200000.000,553300000.000,562400000.000,578700000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,38200000.000,17900000.000,-42400000.000,-53600000.000,-65800000.000,-90700000.000,-105700000.000,-107900000.000,-105600000.000,-103400000.000,-60400000.000,-59300000.000,-58100000.000,-110000000.000,-107900000.000,-105700000.000,-103500000.000,-96000000.000
AdditionalPaidInCapitalCommonStock,232000000.000,232900000.000,231900000.000,230500000.000,231500000.000,232500000.000,233400000.000,235800000.000,237100000.000,238400000.000,239700000.000,240200000.000,242800000.000,243600000.000,244400000.000,245400000.000,246700000.000,247400000.000
AllowanceForDoubtfulAccountsReceivable,,,100000.000,100000.000,100000.000,100000.000,200000.000,100000.000,100000.000,200000.000,200000.000,200000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000
AssetBackedSecuritiesAtCarryingValue,,,,,,,250000000.000,,,,,,,,,,,
AssetRetirementObligation,,,15700000.000,15900000.000,15900000.000,15700000.000,15800000.000,15900000.000,16100000.000,16200000.000,16500000.000,16600000.000,16100000.000,16000000.000,15900000.000,16100000.000,15900000.000,14000000.000
AssetRetirementObligationCurrent,,,1800000.000,2200000.000,2200000.000,2400000.000,2400000.000,2300000.000,1900000.000,2200000.000,2200000.000,2400000.000,2400000.000,2300000.000,2500000.000,2700000.000,2100000.000,2300000.000
AssetRetirementObligationsNoncurrent,,,13900000.000,13700000.000,13700000.000,13300000.000,13400000.000,13600000.000,14200000.000,14000000.000,14300000.000,14200000.000,13700000.000,13700000.000,13400000.000,13400000.000,13800000.000,11700000.000
Assets,1494400000.000,1485700000.000,1377500000.000,1429100000.000,1405600000.000,1379700000.000,1357700000.000,1350700000.000,1393300000.000,1358000000.000,1322100000.000,1325800000.000,1322300000.000,1318100000.000,1325100000.000,1314600000.000,1121500000.000,1087600000.000
AssetsCurrent,497200000.000,499100000.000,391400000.000,445000000.000,422600000.000,399700000.000,368300000.000,364500000.000,412700000.000,387900000.000,364300000.000,375300000.000,370100000.000,347100000.000,353100000.000,347800000.000,302600000.000,293300000.000
BuildingsAndImprovementsGross,,,,,,,,,,,,162700000.000,163000000.000,163000000.000,171300000.000,171300000.000,170800000.000,176000000.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassOtherPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,14800000.000,
Cash,,,39800000.000,73000000.000,30600000.000,33900000.000,26100000.000,16100000.000,15800000.000,33900000.000,59200000.000,51000000.000,24300000.000,20500000.000,23500000.000,,,
CashAndCashEquivalentsAtCarryingValue,84800000.000,103900000.000,42700000.000,73000000.000,50600000.000,33900000.000,36100000.000,16100000.000,57800000.000,63900000.000,79400000.000,51200000.000,24300000.000,20500000.000,23500000.000,24500000.000,8900000.000,56100000.000
CashFlowHedgeDerivativeInstrumentAssetsAtFairValue,,,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,
CashFlowHedgeDerivativeInstrumentLiabilitiesAtFairValue,,,21900000.000,6100000.000,5800000.000,0.000,0.000,,,,,,,,,,,
CashSurrenderValueOfLifeInsurance,,,25100000.000,25300000.000,25300000.000,25300000.000,26300000.000,27100000.000,27100000.000,26800000.000,27800000.000,28400000.000,28200000.000,29300000.000,28900000.000,28700000.000,22100000.000,15100000.000
CommonStockOtherSharesOutstanding,,,,,,,,,,,,,,,,22840000.000,,3262857.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,30000000.000,30000000.000
CommonStockSharesIssued,67210000.000,67230000.000,67300000.000,67400000.000,67500000.000,67700000.000,67700000.000,67900000.000,67900000.000,68000000.000,68100000.000,68500000.000,68900000.000,68900000.000,69200000.000,70000000.000,10000000.000,10000000.000
CommonStockSharesOutstanding,67210000.000,67230000.000,67300000.000,67400000.000,67500000.000,67700000.000,67700000.000,67900000.000,67900000.000,68000000.000,68100000.000,68500000.000,68900000.000,68900000.000,69200000.000,70000000.000,10000000.000,10000000.000
CommonStockValue,700000.000,700000.000,700000.000,700000.000,700000.000,700000.000,700000.000,700000.000,700000.000,700000.000,700000.000,700000.000,700000.000,700000.000,700000.000,700000.000,100000.000,100000.000
ConstructionInProgressGross,,,,,,,,,,,,51300000.000,70600000.000,86200000.000,82700000.000,73200000.000,84800000.000,67600000.000
DebtInstrumentCarryingAmount,,,,,,,597900000.000,,,,663800000.000,,,,,,,745500000.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,1900000.000,1900000.000,1800000.000,1700000.000,1600000.000,1500000.000,1500000.000,1400000.000
