,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdditionsToNoncurrentAssets,,6883000.000,6743000.000,,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,3500000.000,4700000.000,5600000.000,3100000.000,4100000.000,1300000.000,4000000.000,4000000.000,4000000.000,7600000.000,4900000.000,6000000.000,6100000.000,4500000.000,4700000.000,900000.000,-3400000.000
AmortizationOfFinancingCosts,173000.000,,,,400000.000,,,,2300000.000,,,,2200000.000,,,,1800000.000,,,,500000.000
AmortizationOfIntangibleAssets,,1283000.000,1429000.000,,1600000.000,4600000.000,4300000.000,4700000.000,4400000.000,4700000.000,4600000.000,4800000.000,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,5.000,8000.000,,100000.000,,,,300000.000,,100000.000,,300000.000,100000.000,0.000,-200000.000,500000.000,400000.000,400000.000,-900000.000,1500000.000
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,0.250,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,15600000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,683000000.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,5737000.000,,,,-87800000.000,,,,-1300000.000,,,,-17500000.000,,,,-116800000.000,,,,-23200000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,,,,,800000.000,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,57435000.000,46191000.000,,,-7500000.000,49600000.000,,29200000.000,-100000.000,14500000.000,23300000.000,-12800000.000,28400000.000,24600000.000,-21100000.000,53800000.000,18000000.000,72600000.000,46400000.000,42200000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,-500000.000,0.000,,300000.000,-200000.000,400000.000,600000.000,1600000.000,-200000.000,700000.000,-900000.000,-600000.000,-1300000.000,-1200000.000,-2500000.000,-1900000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,1800000.000,-8000000.000,49600000.000,29400000.000,29500000.000,-300000.000,14900000.000,23900000.000,-11200000.000,28200000.000,25300000.000,-22000000.000,53200000.000,16700000.000,71400000.000,43900000.000,40300000.000
CostOfRevenue,155528000.000,161194000.000,182491000.000,175635000.000,201700000.000,405700000.000,436800000.000,405200000.000,432400000.000,446700000.000,508900000.000,451400000.000,460800000.000,466900000.000,520400000.000,454200000.000,430000000.000,467500000.000,470300000.000,450100000.000,435500000.000
DebtorReorganizationItemsWriteOffOfDeferredFinancingCostsAndDebtDiscounts,,,,,4700000.000,,,,0.000,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,-962000.000,,,,-41500000.000,,,,-1900000.000,,,,-6700000.000,,,,-1700000.000,,,,-5300000.000
DepreciationAndAmortization,8341000.000,,,,11200000.000,,,,19900000.000,,,,17800000.000,,,,17600000.000,,,,19600000.000
