,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,-15000.000,,-10000.000,,,,-5000.000,,,,-16000.000,,,,-9000.000,,,,-9000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,,129000.000,0.000,,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,119000.000,,,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,1120000.000,1795000.000,23000.000,734000.000,279000.000,213000.000,229000.000,41000.000,210000.000,50000.000,3000.000,,,,,,,
AmortizationMethodQualifiedAffordableHousingProjectInvestmentsAmortization,,,,,,,,,,,,,,,,,,,,49000.000
AmortizationOfDeferredLoanOriginationFeesNet,,-27000.000,,-62000.000,,,,-34000.000,,,,-91000.000,,,,-61000.000,,,,-50000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,227075.000,164178.000,148750.000,148750.000,-367928.000,93750.000,93750.000,93750.000,-187500.000,93750.000,93750.000,93750.000,-190625.000,540625.000,540625.000,540625.000,-1081250.000,540625.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
BankOwnedLifeInsuranceIncome,,20000.000,,16000.000,,,,16000.000,,,,15000.000,,,,15000.000,,,,13000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,13580000.000,,11414000.000,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,,,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,,,,,,,,,,
ComprehensiveIncomeNetOfTax,-7547000.000,161000.000,-606000.000,-634000.000,-356000.000,508000.000,-57000.000,968000.000,153000.000,695000.000,798000.000,1355000.000,1035000.000,1000000.000,5515000.000,724000.000,324000.000,287000.000,2044000.000,1228000.000
Depreciation,,78000.000,,52000.000,,,,55000.000,,,,59000.000,,,,61000.000,,,,65000.000
EarningsPerShareBasic,-4.470,-0.080,-0.480,-0.490,-0.290,0.050,0.600,0.050,0.000,0.040,0.020,0.040,0.040,0.030,0.200,0.020,0.010,0.010,0.080,0.050
EarningsPerShareDiluted,-4.470,-0.080,-0.480,-0.490,-0.290,0.050,0.600,0.050,0.000,0.040,0.020,0.040,0.040,0.030,0.200,0.020,0.010,0.010,0.080,0.050
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,,,,,,,,,,,,,,,,,0.000,0.000,,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,,,,,,,,,,,,,,,,,0.000,0.000,,0.000
FederalDepositInsuranceCorporationPremiumExpense,144000.000,217000.000,229000.000,202000.000,190000.000,181000.000,178000.000,174000.000,176000.000,177000.000,182000.000,80000.000,95000.000,122000.000,132000.000,25000.000,58000.000,68000.000,3000.000,43000.000
FeesAndCommissionsDepositorAccounts,,,,142000.000,129000.000,132000.000,133000.000,118000.000,113000.000,103000.000,103000.000,106000.000,102000.000,117000.000,128000.000,126000.000,120000.000,119000.000,124000.000,121000.000
FinancingReceivableAllowanceForCreditLossesPeriodIncreaseDecrease,,,0.000,,,,,,,,,,,,,,,,,
FinancingReceivableAllowanceForCreditLossesRecovery,,,,376000.000,152000.000,80000.000,86000.000,1240000.000,14000.000,682000.000,8000.000,6000.000,5000.000,5000.000,136000.000,6000.000,261000.000,52000.000,6000.000,139000.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,,,,,1497000.000,,,,,,,,,,,,,,,
FinancingReceivableModificationsPreModificationRecordedInvestment2,,,,,1456000.000,,,0.000,,,,,,,,,,,,
FinancingReceivablesImpairedTroubledDebtRestructuringWriteDown,,,100000.000,23000.000,,,,,,,,,,,,,,,,
ForeclosedRealEstateExpense,,,,,,,,,,,,,164000.000,25000.000,,,,,,
GainLossOnSaleOfLoansAndLeases,,,-280000.000,16000.000,81000.000,,,,,,,134000.000,,,,,,,,27000.000
GainLossOnSaleOfPropertyPlantEquipment,,,0.000,,,,,,,,,,,,,,,,,
GainLossOnSaleOfSecuritiesNet,,,0.000,,,,,,,,,,,,,,,,,
GainLossOnSalesOfLoansNet,,,,,,,,,,,,134000.000,380000.000,738000.000,,,,,,27000.000
GainLossRelatedToLitigationSettlement,,,,,,,,,,,,,,,,,,,,1183000.000
GainsLossesOnRestructuringOfDebt,,,,,,1221000.000,,,,,,,,,,,,,,
GainsLossesOnSalesOfOtherRealEstate,-7000.000,412000.000,-107000.000,8000.000,-10000.000,-8000.000,122000.000,-3000.000,-47000.000,52000.000,10000.000,8000.000,,,,22000.000,,,,
ImpairedFinancingReceivableAverageRecordedInvestment,,,56112000.000,41131000.000,34933000.000,36669000.000,-75281000.000,31605000.000,28496000.000,26540000.000,-58791000.000,23084000.000,19994000.000,18949000.000,-41984000.000,15348000.000,14620000.000,12841000.000,-29140000.000,12150000.000
ImpairedFinancingReceivableInterestIncomeCashBasisMethod,,,487000.000,271000.000,340000.000,360000.000,379000.000,277000.000,331000.000,312000.000,395000.000,273000.000,307000.000,283000.000,308000.000,230000.000,352000.000,452000.000,139000.000,246000.000
ImpairmentOfRealEstate,,,,,,,,,336000.000,54000.000,,30000.000,,,,,,,,
