,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,,1100000.000,,1300000.000,
AllowanceForDoubtfulAccountsReceivableChargeOffs,,,,,,,213000.000,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableRecoveries,,,,,,,,,,,,,,,247000.000,,,,,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,,,,,,,,30000.000,,,,34000.000,,,,90000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,3503474.000,3391931.000,2384675.000,-6723859.000,,1968000.000,1416000.000,,1102000.000,1144000.000,1779000.000,-2525000.000,4184000.000,2906000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-12389000.000,,,,14169000.000,,,,9330000.000,,,,-2256000.000,,,,6178000.000,
ComprehensiveIncomeNetOfTax,,,767000.000,7540000.000,6389000.000,11043000.000,-6599000.000,-752000.000,391000.000,3775000.000,-3389000.000,1634000.000,2689000.000,6211000.000,-3591000.000,612000.000,2429000.000,6238000.000,-4953000.000,-1362000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,24000.000,,-57000.000,,-33000.000,-54000.000,-1000.000,113000.000,71000.000,,45000.000,,103000.000,-65000.000,-176000.000,-450000.000,0.000,0.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,791000.000,7540000.000,6332000.000,11013000.000,-6632000.000,-806000.000,392000.000,3886000.000,-3318000.000,1642000.000,2734000.000,6061000.000,-3694000.000,547000.000,2253000.000,5994000.000,-4953000.000,-1362000.000
ConcentrationRiskPercentage1,,,,,,,,,,,,,,,,,0.185,,,
CostOfGoodsSold,25598000.000,31843000.000,27296000.000,36769000.000,36886000.000,55815000.000,20564000.000,28004000.000,27573000.000,40817000.000,20917000.000,29632000.000,31731000.000,54898000.000,27479000.000,33155000.000,39615000.000,56192000.000,28920000.000,33727000.000
DeferredIncomeTaxExpenseBenefit,,,-867000.000,,,,-4076000.000,,,,1003000.000,,,,1604000.000,,,,1061000.000,
DepreciationAndAmortization,,,1302000.000,,,,2176000.000,,,,2260000.000,,,,2593000.000,,,,2585000.000,
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,,245000.000,,669000.000,,-854000.000,540000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,-17000.000,271000.000,,44.000,216000.000,-12000.000,-463044.000,-127000.000,,73000.000,,30000.000,119000.000,-239000.000,1651000.000,112000.000,95000.000
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,,,1000.000,1000.000,,10.000,-1000.000,-1000.000,10990.000,0.000,,0.000,,0.000,-3000.000,0.000,,0.000,0.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,,905000.000,26000.000,,352.000,138000.000,-737000.000,140648.000,-9000.000,,674000.000,,427000.000,-879000.000,395000.000,,50000.000,692000.000
DerivativeInstrumentsGainReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortion,,,,,,,,,,,,,,,376000.000,-126000.000,,,,
