,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,2771000.000,2946000.000,6358000.000,7055000.000,3584000.000,4929000.000,4410000.000,5367000.000,2448000.000,1729000.000,2859000.000,1634000.000,1385000.000,1729000.000,3344000.000,4966000.000,3352000.000,4022000.000,3520000.000,6810000.000,2881000.000,5975000.000,3731000.000,5919000.000
AccountsPayableTradeCurrent,,,,,,,,,,885000.000,,,,197000.000,,,,581000.000,456000.000,2909000.000,3290000.000,710000.000,846000.000,
AccountsReceivableGross,,,,,,,,,,,,,,,,,,4260000.000,,,,4753000.000,,
AccountsReceivableNet,,,,,,,,,,,,,,,,,,4252000.000,,,,4740000.000,,
AccountsReceivableNetCurrent,16018000.000,2928000.000,10510000.000,13514000.000,4639000.000,3071000.000,7778000.000,9062000.000,7801000.000,4266000.000,7151000.000,14521000.000,16465000.000,3847000.000,9345000.000,21206000.000,15103000.000,4252000.000,12074000.000,24766000.000,13965000.000,4740000.000,11917000.000,22648000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,1305000.000,1938000.000,5000.000,597000.000,1184000.000,1685000.000,10000.000,545000.000,1089000.000,1634000.000,,604000.000,1207000.000,1850000.000,154000.000,930000.000,1757000.000,,,,,,,
AccruedIncomeTaxesCurrent,1118000.000,,,2132000.000,6451000.000,484000.000,,767000.000,3260000.000,1171000.000,,2691000.000,3546000.000,4572000.000,3734000.000,4085000.000,,0.000,,4027000.000,,,,
AccruedLiabilitiesCurrent,1492000.000,1719000.000,1406000.000,1584000.000,2223000.000,2488000.000,1666000.000,1258000.000,1245000.000,2354000.000,1318000.000,2784000.000,3081000.000,1618000.000,5094000.000,8685000.000,7941000.000,13682000.000,8334000.000,10817000.000,7122000.000,6920000.000,3020000.000,4238000.000
AccruedSalariesCurrent,,,,,,1513000.000,,,,687000.000,,,,442000.000,,,,427000.000,1522000.000,240000.000,253000.000,964000.000,330000.000,289000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,64164000.000,,,,,,,,,,,,,,,,,,,,,,,
