,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2015-03-31,2015-06-30
AccountsPayableCurrent,200713.000,138023.000,39853.000,168655.000,463429.000,607410.000,623190.000,577933.000,644096.000,680314.000,1038461.000,890014.000,839538.000
AccruedLiabilitiesCurrent,,0.000,0.000,47094.000,0.000,0.000,308554.000,306980.000,306980.000,306980.000,233183.000,317616.000,324917.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,94679.000,104862.000,114703.000,124252.000,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-110000.000,,,,,,,,,,,,
AdditionalPaidInCapital,15928464.000,15928464.000,16142289.000,16142289.000,17528554.000,17528554.000,17528554.000,17528554.000,17528554.000,17528554.000,17528554.000,18793273.000,19008961.000
Assets,3674808.000,1923632.000,1211754.000,1272590.000,922510.000,1177357.000,939959.000,804702.000,723934.000,652167.000,602519.000,434290.000,321522.000
AssetsCurrent,2218638.000,1169259.000,461580.000,586592.000,240098.000,505128.000,259371.000,221954.000,150803.000,88652.000,48620.000,161878.000,53614.000
Cash,1560654.000,1098380.000,390390.000,523405.000,167996.000,444865.000,207724.000,172148.000,75517.000,21166.000,34022.000,150530.000,49100.000
CashAndCashEquivalentsAtCarryingValue,,1098380.000,390390.000,523405.000,167996.000,444865.000,207724.000,172148.000,75517.000,21166.000,34022.000,150530.000,49100.000
ClassOfWarrantOrRightOutstanding,,,,,37122734.000,37122734.000,26649734.000,26649734.000,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,97485733.000,97485733.000,97485733.000,97485733.000,114554067.000,114554067.000,114554067.000,114554067.000,114554067.000,114554067.000,114554067.000,152329067.000,152329067.000
CommonStockSharesOutstanding,97485733.000,97485733.000,97485733.000,97485733.000,114554067.000,114554067.000,114554067.000,114554067.000,114554067.000,114554067.000,114554067.000,152329067.000,152329067.000
