,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,22660.000,,
AllocatedShareBasedCompensationExpense,,,,22656.000,21349.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-251943.000,,
CostOfRevenue,762778.000,726345.000,699640.000,683894.000,603871.000
DepreciationDepletionAndAmortization,,,324655.000,,
EarningsPerShareBasicAndDiluted,-0.090,-0.050,-0.040,-0.100,-0.020
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-649510.000,120085.000,152544.000,-414858.000,-197746.000
IncreaseDecreaseInAccountsPayableTrade,,,-16006.000,,
IncreaseDecreaseInAccountsReceivable,,,393305.000,,
IncreaseDecreaseInAccruedLiabilities,,,-153923.000,,
IncreaseDecreaseInDeferredRevenue,,,-5575.000,,
IncreaseDecreaseInInterestPayableNet,,,48354.000,,
IncreaseDecreaseInInventories,,,45222.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,9362.000,,
InterestExpense,386435.000,84710.000,89201.000,88478.000,88786.000
InterestExpenseOther,,,,9724.000,5661.000
InterestPaid,,,,39250.000,33325.000
InvestmentIncomeInterest,1.000,,,,
NetCashProvidedByUsedInFinancingActivities,,,243399.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,243399.000,,
NetCashProvidedByUsedInInvestingActivities,,,-430162.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-430162.000,,
NetCashProvidedByUsedInOperatingActivities,,,-65180.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-65180.000,,
NetIncomeLoss,,,152544.000,-414858.000,-197746.000
NetIncomeLossAvailableToCommonStockholdersBasic,-1022105.000,-527567.000,-488069.000,-1055471.000,-200635.000
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,,139620.000,,
NonoperatingIncomeExpense,-386434.000,-84710.000,-89201.000,-88478.000,-88786.000
OperatingExpenses,2680639.000,2273655.000,2039238.000,1927814.000,1758123.000
OperatingIncomeLoss,-263076.000,204795.000,241745.000,-326380.000,-108960.000
OperatingLeasesIncomeStatementLeaseRevenue,2188954.000,2299640.000,2139170.000,1438069.000,1394189.000
PaymentsToAcquirePropertyPlantAndEquipment,,,430162.000,,
PreferredStockDividendsAndOtherAdjustments,372595.000,647652.000,640613.000,640613.000,2889.000
ProceedsFromIssuanceOfLongTermDebt,,,480000.000,,
ProfitLoss,-649510.000,120085.000,,,
ProvisionForDoubtfulAccounts,,,10000.000,,
RepaymentsOfLongTermDebt,,,236601.000,,
ResearchAndDevelopmentExpense,227606.000,176049.000,157247.000,162024.000,156158.000
Revenues,2417563.000,2478450.000,2280983.000,1601434.000,1649163.000
SalesRevenueGoodsNet,111502.000,60869.000,12917.000,28984.000,118308.000
SalesRevenueNet,2417563.000,2478450.000,2280983.000,1601434.000,1649163.000
SellingGeneralAndAdministrativeExpense,1690255.000,1371261.000,1182351.000,1081896.000,998094.000
ShareBasedCompensation,,,22660.000,,
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,,10930117.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,10930117.000,10934747.000,12175853.000
