,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,1052000.000,,,,,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,746375.000,,,,,272375.000,210000.000,,300875.000,240000.000,227875.000,,,0.000,548125.000,,,,546625.000
AssetImpairmentCharges,,350000.000,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,,-92000.000,,,,-57000.000,,,,78000.000,,,,502000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,,,-191000.000,,,,-90000.000,,,,362000.000,,,,509000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,,-99000.000,,,,-33000.000,,,,284000.000,,,,7000.000,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,,,,,,,280000.000,,,,137000.000,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,,,,,,,,,,,,,,,,137000000000.000,,
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,,,,,,,,,,,,,,,,,,,,713000000000.000,,
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,,,,1222000.000,,,,1055000.000,,,,737000.000,,,,1489000.000,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,-191000.000,,,,90000.000,,,,362000.000,,,,509000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,2384000.000,,,,679000.000,,,,689000.000,,,,-3155000.000,,,,-1298000.000,,,,-2066000.000,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,-3259000.000,,,,-1882000.000,,,,-1657000.000,,
ComprehensiveIncomeNetOfTax,,,,,382000.000,1917000.000,1655000.000,-525000.000,243000.000,2192000.000,1142000.000,564000.000,1010000.000,717000.000,413000.000,-438000.000,1317000.000,-82000.000,-867000.000,-289000.000,-1009000.000,-234000.000,143000.000
CostOfRevenue,9795000.000,8943000.000,9233000.000,11006000.000,10704000.000,10837000.000,10387000.000,11894000.000,10561000.000,10775000.000,12107000.000,13357000.000,14075000.000,12569000.000,12485000.000,13887000.000,10907000.000,10779000.000,8773000.000,9499000.000,8594000.000,8801000.000,9071000.000
EarningsPerShareBasic,0.160,0.090,0.130,0.510,0.090,0.170,0.180,0.000,0.080,0.160,0.140,0.090,0.080,0.150,0.100,0.000,0.100,-0.010,0.030,-0.000,-0.080,-0.120,0.040
EarningsPerShareDiluted,0.160,0.090,0.130,0.480,0.090,0.170,0.180,-0.010,0.080,0.160,0.140,0.080,0.080,0.150,0.100,-0.010,0.100,-0.010,0.030,-0.010,-0.080,-0.120,0.040
