,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,,-151325.000,,,,-182418.000,,,,-141965.000
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,731429.000
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,,,6000.000,,,,19000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-4021.000,,108467323.000,,,,39477089.000,,,,-9918738.000,,,,-25043900.000
ComprehensiveIncomeNetOfTax,,,,-4581288.000,-6435147.000,,-21216095.000,-21530091.000,-32127180.000,-30405552.000,-27300309.000,-30725371.000,-30496262.000,-27631155.000,-26908051.000
DeferredIncomeTaxExpenseBenefit,4000.000,,,,,,,,,,,,,,
Depreciation,,4729.000,6317.000,6430.000,6409.000,6325.000,15240.000,,,,47967.000,,,,50429.000
EarningsPerShareBasic,,-0.420,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,-0.170,-0.150,-0.220,-0.530,-0.720,-0.610,-0.910,-0.670,-0.640,-0.710,-0.700,-0.640,-0.620
EarningsPerShareDiluted,,-0.420,,,,,,,,,,,,,
EffectiveIncomeTaxRateContinuingOperations,0.000,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,-0.340,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.340,,,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,0.000,,,,0.000,,,,0.000,,,,0.000
GeneralAndAdministrativeExpense,10818.000,1295571.000,1912951.000,2121120.000,2581685.000,3721923.000,3771628.000,3985797.000,3891744.000,6538117.000,5064233.000,6471804.000,6270528.000,6951498.000,6310486.000
ImpairmentOfLongLivedAssetsHeldForUse,,,0.000,,,,0.000,,,,0.000,,,,0.000
IncomeLossFromContinuingOperations,,-4911620.000,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-10883.000,,,,,,,,,,,,-29432709.000,,-26931982.000
IncomeTaxExpenseBenefit,,,,,,,,,,,,,832618.000,,1600.000
IncomeTaxesPaid,,,3900.000,,,,1600.000,,,,,,,,
IncreaseDecreaseInAccountsPayable,2438.000,,-1252288.000,,,,2521586.000,,,,326367.000,,,,3403099.000
IncreaseDecreaseInAccountsReceivable,,,-168531.000,,,,-48288.000,,,,-30660.000,,,,-26139.000
IncreaseDecreaseInAccruedLiabilities,,,-1670114.000,,,,1514091.000,,,,2356793.000,,,,2367851.000
IncreaseDecreaseInDeferredLiabilities,,,,,,,160112.000,,,,373642.000,,,,93323.000
IncreaseDecreaseInDueToAffiliatesCurrent,3400.000,,,,,,,,,,,,,,
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,5900.000,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-108247.000,,,,-21584.000,,,,-1235043.000,,,,-243811.000
InterestExpense,65.000,131888.000,5041.000,2032.000,,,,,,,,,12260.000,,
InterestPaid,,,5041.000,,,,,,,,,,,,
InvestmentIncomeInterest,,5626.000,36220.000,80077.000,88099.000,99540.000,113916.000,179607.000,188892.000,540040.000,656404.000,709573.000,763949.000,805151.000,822175.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,45682.000,,,,45675.000,,,,47726.000
NetCashProvidedByUsedInFinancingActivities,5900.000,,115453280.000,,,,121890834.000,,,,163683.000,,,,224185.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,5900.000,,115453280.000,,,,121890834.000,,,,163683.000,,,,224185.000
NetCashProvidedByUsedInInvestingActivities,,,-3120.000,,,,-66704655.000,,,,9568002.000,,,,-8869524.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-3120.000,,,,-66704655.000,,,,9568002.000,,,,-8869524.000
NetCashProvidedByUsedInOperatingActivities,-9921.000,,-6982837.000,,,,-15709090.000,,,,-19650423.000,,,,-16398561.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-9921.000,,-6982837.000,,,,-15709090.000,,,,-19650423.000,,,,-16398561.000
NetIncomeLoss,-10883.000,,-4543284.000,-4533539.000,-6415507.000,-15199130.000,-22286824.000,-21511318.000,-32160483.000,-28834516.000,-27841449.000,-30834454.000,-30265327.000,-27485038.000,-26933582.000
OperatingCostsAndExpenses,,5453313.000,4742250.000,4830822.000,6628020.000,15362932.000,22404055.000,21748315.000,32349375.000,29403615.000,,,,,
OperatingExpenses,,,,,,,,,,,28497853.000,31772472.000,30188760.000,28130508.000,27849444.000
OperatingIncomeLoss,-10818.000,-4785358.000,-4574463.000,-4611584.000,-6503606.000,-15297070.000,-22400740.000,-21690925.000,-32349375.000,-29372956.000,-28497853.000,-31544027.000,-30184398.000,-28032613.000,-27754157.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,,,,,,,,33303.000,,541140.000,109083.000,-230935.000,-146117.000,25531.000
PaymentsOfStockIssuanceCosts,,,738005.000,,,,293214.000,,,,,,,,
PaymentsToAcquireInvestments,,,,,,,71142903.000,,,,32644315.000,,,,101944891.000
PaymentsToAcquirePropertyPlantAndEquipment,,,3120.000,,,,520396.000,,,,3874.000,,,,28498.000
ProceedsFromIssuanceOfCommonStock,,,116191285.000,,,,122083012.000,,,,,,,,
ProceedsFromSaleMaturityAndCollectionsOfInvestments,,,,,,,4958644.000,,,,42216191.000,,,,93103865.000
ProceedsFromStockOptionsExercised,,,,,,,101036.000,,,,163683.000,,,,224185.000
ResearchAndDevelopmentExpense,,4157742.000,2829299.000,2709702.000,4046335.000,11641009.000,18632427.000,17762518.000,28457631.000,22865498.000,23433620.000,25300668.000,23918232.000,21179010.000,21538958.000
Revenues,,667955.000,167787.000,219238.000,124414.000,65862.000,3315.000,57390.000,,,,228445.000,4362.000,,95287.000
SalesRevenueNet,,667955.000,167787.000,219238.000,124414.000,65862.000,3315.000,57390.000,,,,228445.000,4362.000,,95287.000
ShareBasedCompensation,,119217.000,199754.000,290461.000,1702645.000,1651018.000,2099826.000,2500779.000,2865990.000,3424310.000,3592461.000,3696724.000,3686746.000,3725288.000,4160678.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,0.000,0.000,,,0.000,,,,0.000,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,0.800,0.800,,,0.800,,,,0.800,,,,0.904
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,0.020,0.020,,,0.016,,,,0.018,,,,0.021
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,,,,,,0.000,,,,0.000,,,,13903.000
