,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,222374.000,205361.000,288414.000,220232.000,211508.000,264642.000,398418.000,318028.000,340226.000,436176.000,458292.000,587218.000,564821.000,396978.000,436377.000,438960.000,475776.000,244746.000,305761.000,286320.000
AccountsPayableRelatedPartiesCurrent,119253.000,129983.000,103321.000,171492.000,357970.000,418714.000,383921.000,367958.000,306250.000,333150.000,316900.000,325537.000,328050.000,333150.000,333150.000,291451.000,393802.000,295131.000,23992.000,81170.000
AccountsReceivableNet,,,,,23153.000,14398.000,11133.000,2718.000,1892.000,2640.000,12812.000,28463.000,31134.000,18376.000,29087.000,40984.000,33165.000,127421.000,56714.000,71258.000
AccountsReceivableNetCurrent,66501.000,212790.000,129836.000,27079.000,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,197024.000,222832.000
AccruedSalariesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,295131.000,23992.000,81170.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,-358417.000,,,,,,,369336.000,,,222343.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,,,-30604.000,-48703.000
AdditionalPaidInCapital,,,,12997986.000,13212983.000,13563682.000,13697350.000,13849639.000,14009430.000,14343238.000,14594202.000,14804327.000,15903308.000,16382689.000,16498239.000,16982932.000,17272925.000,17558328.000,17782391.000,17887648.000
AdditionalPaidInCapitalCommonStock,12382383.000,12550121.000,12775754.000,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,2000.000,,,,,,,,,,10507.000,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,,,,,0.000,,,,
Assets,922320.000,596296.000,698275.000,419825.000,212710.000,262796.000,288810.000,273084.000,185096.000,253467.000,196567.000,208112.000,283949.000,307141.000,377585.000,308736.000,471481.000,548179.000,469341.000,318728.000
AssetsCurrent,622006.000,318161.000,373078.000,128511.000,54749.000,152714.000,193922.000,146574.000,95152.000,137066.000,62196.000,74565.000,159227.000,181093.000,244262.000,160972.000,310162.000,332730.000,283700.000,166047.000
AvailableForSaleSecuritiesEquitySecuritiesNoncurrent,,,,,,,,,,,,,,,,,,63325.000,31875.000,13776.000
CapitalizedComputerSoftwareGross,,,,,,,,,74648.000,,,,74648.000,,,202834.000,,,,
Cash,,,,98604.000,,,,,,,,,,27832.000,59246.000,7868.000,72859.000,,,
CashAndCashEquivalentsAtCarryingValue,341372.000,22075.000,91639.000,98604.000,14686.000,6033.000,32973.000,57497.000,64754.000,101523.000,24796.000,15396.000,12168.000,27832.000,59246.000,7868.000,72859.000,29945.000,95431.000,13760.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,2071000000.000,2071000000.000,2071000000.000,2071000000.000,2071000000.000,2071000000.000,2071000000.000,2071000000.000,2071000000.000,2071000000.000,2071000000.000,2071000000.000,2071000000.000,2071000000.000,2071000000.000,2071000000.000,2071000000.000,2071000000.000,2071000000.000,2071000000.000
CommonStockSharesIssued,61568764.000,69664762.000,72688980.000,75404477.000,81660727.000,92460727.000,102910727.000,120510827.000,131352518.000,148502593.000,155799555.000,170095555.000,264620555.000,310968781.000,319356281.000,355431281.000,395054684.000,453378517.000,510367631.000,579458268.000
CommonStockSharesOutstanding,61568764.000,47353624.000,47353624.000,75404477.000,81660727.000,92460727.000,102910727.000,120510827.000,131352518.000,148502593.000,155799555.000,170095555.000,264620555.000,310968781.000,319356281.000,355431281.000,395054684.000,453378517.000,510367631.000,579458268.000
CommonStockValue,61569.000,69666.000,72689.000,75404.000,81660.000,92460.000,102911.000,120511.000,131352.000,148503.000,155799.000,170095.000,264620.000,310968.000,319355.000,355431.000,395054.000,453378.000,510367.000,579458.000
ConvertibleDebt,,,,,,,,,,,,,,,,,,1101549.000,1296809.000,1255615.000
ConvertibleDebtNoncurrent,,,,,,,,277735.000,237672.000,265177.000,311429.000,309295.000,0.000,,,200000.000,0.000,156575.000,,
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,,,,,,318671.000,428997.000,428997.000
ConvertibleNotesPayable,,,,,,,,,,,,,,,,,,,110326.000,
ConvertibleNotesPayableCurrent,11584.000,0.000,0.000,,,12808.000,16314.000,7437.000,90797.000,141475.000,145659.000,208939.000,371451.000,413939.000,433971.000,556250.000,645603.000,626303.000,867812.000,826618.000
DebtCurrent,,,,,,,,22437.000,94797.000,142975.000,,275000.000,,,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,,,0.008,,,,,,,,,,,,,
DebtInstrumentFairValue,,,,,,12808.000,16314.000,,,,,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,,,,,,,0.100,0.100,
DebtInstrumentUnamortizedDiscount,,,,,,,,,-51703.000,-51025.000,-54341.000,-66061.000,,,,,,-279303.000,-90119.000,-78382.000
DeferredIncomeTaxesAndOtherAssetsCurrent,,,,,,,,,0.000,,,,,,,,,,,
DeferredRevenue,,,,,,,,,,,,,77564.000,20594.000,19110.000,,,,,
DeferredRevenueCurrent,124722.000,31671.000,171543.000,11647.000,30806.000,37150.000,20848.000,21057.000,18991.000,22569.000,29733.000,39498.000,,,,2775.000,5565.000,3255.000,44908.000,34495.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,,0.000,,,,,,,
DeferredTaxAssetsNet,,,,,,,,,,,,,,,,0.000,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,3414000.000,,,,,,,4246000.000,,,4562000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,,4246000.000,,,4562000.000,
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,,,,-3414000.000,,,,,,,,,,,
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,,-45114.000,-85927.000,,,,,,,,,,,,,
DerivativeLiabilities,,,,,,,,,,,,,13490.000,0.000,0.000,,440128.000,,,
DerivativeLiabilitiesCurrent,13898.000,0.000,0.000,,,,,31655.000,70535.000,286051.000,145342.000,183186.000,,,,0.000,,224626.000,78112.000,326466.000
DerivativeLiabilitiesNoncurrent,,,,,,,,319393.000,411708.000,1488573.000,702377.000,621584.000,0.000,,,,,,,
DerivativeLiabilityFairValueNet1,,,,,,45114.000,,,,,,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,5000.000,32500.000,15000.000,4000.000,1500.000,0.000,0.000,0.000,,200000.000,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,,,,,,,,,,,,,0.000,
FiniteLivedIntangibleAssetsGross,,,,,,,,,186482.000,,,,189627.000,,,192729.000,,,,
FurnitureAndFixturesGross,,,,,,,,,86265.000,,,,,,,,,,,
IntangibleAssetsNetIncludingGoodwill,,,,,,,,,,,,,,,,,,,,18150.000
InventoryFinishedGoods,,,,,,,,,,,,,876.000,,,5875.000,,,79907.000,
InventoryGross,,,,,,,,,,,,,,,,57643.000,,,,
