,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,8404000.000,,,,9024000.000,,,,9596000.000,,,,10116000.000,,,,13407000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,3037000.000,3315000.000,3156000.000,3620000.000,2797000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,2135000.000,-1187000.000,-1572000.000,-2602000.000,-1000000.000,5000.000,-71000.000,462000.000,911000.000,-522000.000,721000.000,488000.000,1779000.000,2838000.000,2406000.000,-4119000.000,-3317000.000
AdditionalPaidInCapital,,,,,,34912000.000,34949000.000,34991000.000,35010000.000,35050000.000,35091000.000,35143000.000,35206000.000,35239000.000,35268000.000,35310000.000,35351000.000,35390000.000,35430000.000,47576000.000,47682000.000,47678000.000
AdditionalPaidInCapitalCommonStock,24647000.000,24660000.000,24686000.000,24728000.000,24737000.000,,,,,,,,,,,,,,,,,
AdvancesFromFederalHomeLoanBanks,,,,,,,,,36874000.000,,,,22089000.000,,,,,,,,,
Assets,678881000.000,668814000.000,685529000.000,698697000.000,672299000.000,680753000.000,697606000.000,703771000.000,711234000.000,703234000.000,716862000.000,718213000.000,711635000.000,734359000.000,751521000.000,749329000.000,750505000.000,760104000.000,767829000.000,1125057000.000,1111183000.000,1111615000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,154620000.000,158511000.000,155393000.000,153995000.000,151795000.000,151920000.000,137819000.000,140960000.000,125129000.000,306160000.000,308969000.000,300999000.000
AvailableForSaleSecurities,145734000.000,150263000.000,148489000.000,147639000.000,145390000.000,148598000.000,150750000.000,150904000.000,158132000.000,156165000.000,154925000.000,158701000.000,156395000.000,155674000.000,151304000.000,153305000.000,138851000.000,143948000.000,129721000.000,310126000.000,302564000.000,295801000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,1916000.000,1866000.000,2117000.000,2279000.000,1176000.000,1903000.000,1909000.000,2948000.000,4356000.000,4060000.000,1051000.000,1250000.000
