,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedInvestmentIncomeReceivable,436000000.000,467000000.000,436000000.000,478000000.000,446000000.000,484000000.000,434000000.000,476000000.000,446000000.000,482000000.000,443000000.000,437000000.000,411000000.000,442000000.000,405000000.000,430000000.000,397000000.000,439000000.000,404000000.000,426000000.000,400000000.000,434000000.000,405000000.000,431000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,567000000.000,567000000.000,420000000.000,425000000.000,428000000.000,408000000.000,404000000.000,406000000.000,379000000.000,358000000.000,365000000.000,367000000.000,365000000.000,362000000.000,364000000.000,364000000.000,376000000.000,387000000.000,382000000.000,214000000.000,224000000.000,236000000.000,254000000.000,255000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,1022000000.000,,,,1371000000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,609000000.000,,,,721000000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,121000000.000,,,,161000000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,730000000.000,886000000.000,470000000.000,764000000.000,867000000.000,1130000000.000,831000000.000,727000000.000,126000000.000,113000000.000,442000000.000,692000000.000,962000000.000,773000000.000,400000000.000,421000000.000,143000000.000,60000000.000,-315000000.000,-56000000.000,210000000.000,237000000.000,-173000000.000,-92000000.000
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxDebtSecurities,,,64000000.000,,,,-20000000.000,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,2143000000.000,2144000000.000,2146000000.000,2140000000.000,2141000000.000,2144000000.000,2146000000.000,2138000000.000,2140000000.000,2142000000.000,2145000000.000,2144000000.000,2146000000.000,2149000000.000,2151000000.000,2143000000.000,2146000000.000,2150000000.000,2153000000.000,2146000000.000,2155000000.000,2163000000.000,2173000000.000,2161000000.000
Assets,55774000000.000,55844000000.000,55179000000.000,56007000000.000,56499000000.000,58612000000.000,58522000000.000,58727000000.000,57567000000.000,57187000000.000,57194000000.000,58224000000.000,59437000000.000,55731000000.000,55566000000.000,55465000000.000,55022000000.000,54812000000.000,55047000000.000,55502000000.000,56906000000.000,56859000000.000,55233000000.000,55201000000.000
AssetsFairValueDisclosure,,,,,,,,,,,,45221000000.000,46315000000.000,42852000000.000,,,,,,,,,,
AssetsFairValueDisclosureRecurring,,,,,,,,,,,43073000000.000,41735000000.000,42722000000.000,42852000000.000,42757000000.000,42372000000.000,41775000000.000,41929000000.000,41469000000.000,42102000000.000,43341000000.000,43852000000.000,42406000000.000,42205000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,3486000000.000,3593000000.000,,,,,,,,,,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,,37316000000.000,36839000000.000,37184000000.000,37565000000.000,37250000000.000,37269000000.000,37828000000.000,38238000000.000,38349000000.000,38249000000.000
