,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,378300000.000,393600000.000,354500000.000,382200000.000
AccountsPayableInterestBearingNoncurrent,,4800000.000,,
AccountsPayableTradeCurrent,244000000.000,279300000.000,248200000.000,277100000.000
AccountsReceivableNetCurrent,397000000.000,401000000.000,410300000.000,420900000.000
AccruedIncomeTaxesCurrent,1900000.000,6600000.000,9100000.000,9300000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,616200000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-64100000.000,-99300000.000,-88900000.000,-100100000.000
AdditionalPaidInCapital,586000000.000,591400000.000,595400000.000,602400000.000
AllowanceForDoubtfulAccountsReceivable,,2900000.000,,
Assets,3199600000.000,2639900000.000,2638500000.000,2770100000.000
AssetsCurrent,1567100000.000,991400000.000,949000000.000,1003600000.000
AssetsFairValueDisclosure,3100000.000,2800000.000,3800000.000,2900000.000
AvailableForSaleSecurities,1500000.000,1400000.000,1400000.000,1400000.000
BusinessCombinationContingentConsiderationLiability,38700000.000,33800000.000,37400000.000,37900000.000
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,33800000.000,,
CapitalLeasedAssetsGross,,900000.000,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,800000.000,,
CapitalLeasesFutureMinimumPaymentsDue,,700000.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,300000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,0.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,0.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,100000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,300000.000,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,0.000,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,100000.000,,
CashAndCashEquivalentsAtCarryingValue,738800000.000,165000000.000,89000000.000,92700000.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,738800000.000,165000000.000,,
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,145074042.000,145074042.000,145133567.000,145144742.000
CommonStockSharesOutstanding,145074042.000,145074042.000,145128652.000,145136214.000
CommonStockValue,1600000.000,1600000.000,1600000.000,1600000.000
CustomerDepositsCurrent,6600000.000,4300000.000,4900000.000,4100000.000
DebtInstrumentCarryingAmount,2723200000.000,2128200000.000,2115600000.000,2146200000.000
DebtInstrumentUnamortizedDiscount,10400000.000,9900000.000,9400000.000,12200000.000
DeferredCompensationLiabilityClassifiedNoncurrent,,1400000.000,,
DeferredFinanceCostsGross,,,,45200000.000
DeferredFinanceCostsNet,,,,45200000.000
DeferredFinanceCostsNoncurrentNet,63700000.000,50300000.000,47500000.000,
DeferredIncomeTaxAssetsNet,,29800000.000,,
DeferredIncomeTaxLiabilitiesNet,,67100000.000,,
DeferredRentCreditNoncurrent,,900000.000,,
DeferredRevenue,,256500000.000,,
DeferredRevenueCurrent,150000000.000,154200000.000,158800000.000,195500000.000
DeferredRevenueNoncurrent,101600000.000,102300000.000,98900000.000,132400000.000
DeferredTaxAssetsDeferredIncome,,12500000.000,,
DeferredTaxAssetsInProcessResearchAndDevelopment,,4500000.000,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,14500000.000,,59400000.000,30200000.000
DeferredTaxAssetsOperatingLossCarryforwards,,186800000.000,,
DeferredTaxAssetsTaxCreditCarryforwards,,19300000.000,,
DeferredTaxAssetsTaxDeferredExpense,,42300000.000,,
DeferredTaxAssetsUnrealizedCurrencyLosses,,35500000.000,,
DeferredTaxAssetsValuationAllowance,,226200000.000,,
DeferredTaxLiabilities,,37300000.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,55000000.000,,
DeferredTaxLiabilitiesNoncurrent,90800000.000,,69800000.000,96700000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,49500000.000,,
DefinedBenefitPensionPlanLiabilitiesNoncurrent,,79200000.000,,
DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent,,0.000,,
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,,0.000,,
EmployeeRelatedLiabilitiesCurrent,81800000.000,81800000.000,71000000.000,78800000.000
EquityMethodInvestments,,8700000.000,,
FinancialLiabilitiesFairValueDisclosure,40100000.000,36500000.000,37400000.000,39700000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,54500000.000,60800000.000,67100000.000,73400000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,133700000.000,,
