,2013-09-30,2014-09-30,2015-09-30,2016-09-30
AllocatedShareBasedCompensationExpense,206276.000,,,
AmortizationOfFinancingCosts,46566.000,122952.000,26416.000,84133.000
AmortizationOfIntangibleAssets,,,,440791.000
AmortizationOfRegulatoryAsset,1490973.000,274135.000,219042.000,356658.000
AvailableForSaleEquitySecuritiesGrossUnrealizedLoss,14272.000,9528.000,,
AvailableForSaleSecuritiesGrossUnrealizedGains,66998.000,202980.000,,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,1232082.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-55839.000,93842.000,-32797.000,3733679.000
ComprehensiveIncomeNetOfTax,2993346.000,1708107.000,4209207.000,3187631.000
CostOfGoodsSold,,,,4152704.000
CostOfNaturalGasPurchases,8578363.000,9749281.000,7107533.000,3892687.000
CostOfPurchasedPower,,,,260017.000
CurrentIncomeTaxExpenseBenefit,-50557.000,70000.000,78000.000,10000.000
DebtIssuanceCosts,-67616.000,,,
DeferredIncomeTaxExpenseBenefit,925901.000,1240705.000,991631.000,1066466.000
DeferredIncomeTaxesAndTaxCredits,1683049.000,1240705.000,991631.000,1066466.000
DefinedBenefitPlanBenefitObligationPeriodIncreaseDecrease,,,,2500000.000
Depreciation,2204869.000,1538377.000,1620700.000,1757604.000
DividendsCommonStockCash,-1109248.000,-1244367.000,1390921.000,1469482.000
DividendsPaidinkind,113486.000,123610.000,132762.000,151131.000
DividendsPreferredStockCash,,,,62776.000
EarningsPerShareBasic,0.800,0.880,0.730,1.240
EarningsPerShareDiluted,0.800,0.880,0.730,1.220
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.071,0.071,
ElectricUtilityRevenue,,,,620637.000
ExciseAndSalesTaxes,153346.000,168900.000,175294.000,158893.000
GainLossOnSaleOfInvestments,50503.000,11812.000,88028.000,62994.000
GainLossOnSaleOfSecuritiesNet,65276.000,,,
GasDomesticRegulatedRevenue,23473785.000,25464582.000,22503411.000,19088609.000
GrossProfit,14895422.000,15715301.000,15395878.000,15556542.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2660718.000,3378506.000,2851712.000,4197860.000
IncomeLossFromEquityMethodInvestments,-42515.000,-106921.000,-117505.000,-59670.000
IncomeTaxExpenseBenefit,875344.000,1310705.000,1069631.000,1076466.000
IncomeTaxReconciliationDeductionsDividends,-16536.000,12665.000,11433.000,11888.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,904644.000,1148692.000,969582.000,1427272.000
IncomeTaxReconciliationOtherAdjustments,-75021.000,31575.000,-8249.000,31481.000
IncomeTaxReconciliationOtherReconcilingItems,-51551.000,-80054.000,-55600.000,-141567.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,113808.000,223157.000,175331.000,190076.000
IncomeTaxesPaidNet,179984.000,290653.000,190736.000,197889.000
IncreaseDecreaseInAccountsPayable,586734.000,-184333.000,-181874.000,836961.000
IncreaseDecreaseInAccountsReceivable,,497976.000,-42868.000,91222.000
IncreaseDecreaseInAccruedLiabilities,-364750.000,26107.000,-115838.000,229097.000
IncreaseDecreaseInDeferredCompensation,46483.000,120668.000,-173927.000,-38706.000
IncreaseDecreaseInDeferredGasCost,-1157947.000,-276916.000,-73181.000,681514.000
IncreaseDecreaseInDeferredPensionCosts,-3281673.000,-1312285.000,1055158.000,1027688.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,,,24784.000
IncreaseDecreaseInFuelInventories,143199.000,37202.000,-1108710.000,-279948.000
IncreaseDecreaseInOtherOperatingAssets,-28846.000,-37382.000,-157.000,307226.000
IncreaseDecreaseInOtherOperatingLiabilities,-48812.000,744148.000,363848.000,-1005940.000
IncreaseDecreaseInOtherRegulatoryAssets,1271247.000,390020.000,316603.000,437322.000
IncreaseDecreaseInPensionAndPostretirementObligations,1223987.000,929321.000,965938.000,929321.000
IncreaseDecreaseInPrepaidExpense,121957.000,133497.000,221157.000,152157.000
IncreaseDecreaseInRawMaterialsPackagingMaterialsAndSuppliesInventories,31914.000,-267559.000,357845.000,93852.000
IncreaseDecreaseInReceivables,795026.000,,,
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,,,81421.000
InterestExpense,935273.000,841177.000,917818.000,903307.000
InterestPaid,933258.000,841404.000,922562.000,902161.000
InvestmentIncomeNonoperating,38768.000,65361.000,133551.000,102524.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,138094.000,162414.000,129833.000
LoansAssumed1,,,,3200000.000
MarketableSecuritiesRealizedGainLoss,,11812.000,88028.000,62994.000
NetCashProvidedByUsedInFinancingActivities,1760465.000,3414282.000,1395448.000,23519932.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1760465.000,3414282.000,1395448.000,23519932.000
NetCashProvidedByUsedInInvestingActivities,-6359573.000,-8902627.000,-6932758.000,-22907203.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-6359573.000,-8902627.000,-6932758.000,-22907203.000
NetCashProvidedByUsedInOperatingActivities,4543269.000,5582187.000,5504513.000,3120950.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,4543269.000,5582187.000,5504513.000,3120950.000
NetIncomeLoss,1785374.000,2067801.000,1782081.000,3121394.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,3058618.000
OperatingExpenses,11438017.000,11527020.000,11692994.000,11797111.000
OperatingIncomeLoss,3457405.000,4188281.000,3702884.000,3759431.000
OtherComprehensiveIncomeDefinedBenefitPlansTaxPortionAttributableToParent,,,155163.000,0.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,1207972.000,-359694.000,2427126.000,66237.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,-1223987.000,450465.000,222363.000,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,45587.000,46220.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-16015.000,90771.000,-98749.000,66237.000
OtherIncome,123725.000,51750.000,,
OtherNonoperatingExpense,29944.000,27340.000,57944.000,44398.000
OtherNonoperatingIncome,,,59992.000,62646.000
OtherSellingGeneralAndAdministrativeExpense,447203.000,479449.000,284331.000,442544.000
PaymentsForPreviousAcquisition,,,,15310184.000
PaymentsOfDebtIssuanceCosts,,165983.000,982.000,136326.000
PaymentsOfDividends,995762.000,1075566.000,1231057.000,1301671.000
PaymentsToAcquireAvailableForSaleSecurities,1187092.000,422721.000,934831.000,1642238.000
PaymentsToAcquireInterestInJointVenture,281000.000,800000.000,1130000.000,350000.000
PaymentsToAcquireProductiveAssets,6142242.000,8399036.000,5825154.000,7504955.000
PensionExpense,970000.000,970000.000,970000.000,970000.000
PreferredStockDividendsAndOtherAdjustments,,,,62776.000
ProceedsFromIssuanceOfLongTermDebt,8885902.000,6086300.000,982903.000,14740412.000
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,,,7500000.000
ProceedsFromIssuanceOfPrivatePlacement,,,29785.000,125392.000
ProceedsFromIssuanceOrSaleOfEquity,212510.000,2467812.000,29785.000,125392.000
ProceedsFromPaymentsForLongTermLoansForRelatedParties,,221722.000,-79766.000,353444.000
ProceedsFromRepaymentsOfLinesOfCredit,2210310.000,207236.000,,
ProceedsFromSaleOfAvailableForSaleSecurities,1250761.000,497408.000,1036993.000,1546730.000
ProceedsFromShortTermDebt,,,4389058.000,3377900.000
ProvisionForDoubtfulAccounts,229233.000,233729.000,159734.000,68561.000
PublicUtilitiesPropertyPlantAndEquipmentDisclosureOfCompositeDepreciationRateForPlantsInService,0.037,0.022,0.022,0.017
RentalIncomeNonoperating,48552.000,48552.000,48552.000,48552.000
RepaymentsOfLongTermDebt,7734879.000,4105517.000,2774259.000,764005.000
RepaymentsOfShortTermDebt,750000.000,,,
SettlementOfAssetRetirementObligationsThroughNoncashPaymentsAmount,189680.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,10800.000,,,3000.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,11.330,,12.830,12.830
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,,,,12.830
StockDividendsShares,,7219.000,6995.000,9537.000
StockIssuedDuringPeriodSharesDividendReinvestmentPlan,7433.000,7219.000,6995.000,9537.000
StockIssuedDuringPeriodSharesOther,246524.000,,19463.000,29637.000
StockIssuedDuringPeriodSharesShareBasedCompensation,,,10442.000,10500.000
StockIssuedDuringPeriodSharesStockOptionsExercised,17700.000,,1500.000,9000.000
StockIssuedDuringPeriodValueDividendReinvestmentPlan,,,132761.000,151131.000
StockIssuedDuringPeriodValueIssuedForServices,,,162414.000,129833.000
StockIssuedDuringPeriodValueNewIssues,532272.000,2729515.000,324960.000,406357.000
StockIssuedDuringPeriodValueOther,3838048.000,,,
TaxesExcludingIncomeAndExciseTaxes,1894008.000,1944352.000,1981439.000,1959854.000
UtilitiesOperatingExpenseMaintenanceAndOperations,,,7806524.000,7637109.000
UtilityRevenue,,,,19709246.000
WeightedAverageNumberOfDilutedSharesOutstanding,2242799.000,2346786.000,2444934.000,2551592.000
WeightedAverageNumberOfSharesOutstandingBasic,2239893.000,2342034.000,2440932.000,2470171.000
