,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,22000.000,,,,29000.000,,18000.000,,,,11000.000,,,,21000.000,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,,,,,,,,,7900000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,2939000.000,,,,6739000.000,,,,,,,,,,,,,,20900000.000
AllowanceForLoanAndLeaseLossesWriteOffs,,,,,,,,,,,,246000.000,0.000,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,,,,,,,,0.000
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,,,,900000.000
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,,,14400000.000
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,,,14800000.000
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,,,,,,,,,,,,,,,,,-100000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,,,,,,,65200000.000
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,,,,,,,,,,,,,,,,,,,,2424700000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,,,,,,,,200000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,13693000.000,,,,74889000.000,,-22276000.000,,,,-10369000.000,,,,5229000.000,,,,56000000.000
ClearingFeesRevenue,,,,,,,,,,,,,,,,,,,,256400000.000
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,,,,,,,,0.250
CommunicationsAndInformationTechnology,,,,,,,,,,,,,,,,,,,,7500000.000
ComprehensiveIncomeNetOfTax,,32826000.000,37917000.000,45258000.000,39259000.000,41581000.000,45494000.000,48843000.000,42621000.000,48150000.000,49139000.000,41898000.000,44664000.000,67233000.000,50195000.000,49429000.000,51241000.000,40730000.000,45482000.000,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,33380000.000,38510000.000,45773000.000,39738000.000,42165000.000,46178000.000,49339000.000,43004000.000,48370000.000,49362000.000,42078000.000,44863000.000,67530000.000,50417000.000,49205000.000,50942000.000,40460000.000,45175000.000,
CostOfRevenue,,,,,,,,,,,,,,,,,,,,162800000.000
DeferredIncomeTaxExpenseBenefit,,-1152000.000,,,,-515000.000,,25000.000,,,,601000.000,,,,-184000.000,,,,2100000.000
DeferredRevenueAdditions,,,,,,,,18481000.000,,,,18450000.000,,,,15956000.000,,,,
DeferredRevenuePeriodIncreaseDecrease,,27269000.000,,,,31318000.000,,,,,,,,,,,,,,
DeferredRevenueRevenueRecognized,,,,,,,,5414000.000,,,,6365000.000,,,,,,,,
DeferredRevenueRevenueRecognized1,,,,,,,,,,,,,,,,5249000.000,,,,
DefinedBenefitPlanContributionsByEmployer,,1000000.000,,,,1000000.000,,1108000.000,,,,1100000.000,,,,1300000.000,,,,
Depreciation,,,,,,,,,,,,,,,,,,,,6400000.000
DepreciationAndAmortization,8897000.000,8320000.000,8320000.000,8634000.000,6211000.000,8282000.000,8622000.000,8604000.000,9895000.000,10361000.000,11053000.000,10402000.000,11275000.000,12394000.000,12203000.000,11851000.000,12260000.000,10200000.000,10066000.000,
DepreciationDepletionAndAmortization,,,,,,,,,,,,,,,,,,,,25100000.000
DividendsCommonStockCash,,-10745000.000,,,,-13297000.000,,15727000.000,,,,17725000.000,,,,18897000.000,,,,28300000.000
EarningsPerShareBasic,0.450,0.370,0.440,0.520,0.450,0.480,0.520,0.560,0.500,0.570,0.580,0.500,0.540,0.810,0.610,0.600,0.620,0.500,0.550,0.160
EarningsPerShareDiluted,0.450,0.370,0.440,0.520,0.450,0.480,0.520,0.560,0.500,0.570,0.580,0.500,0.540,0.810,0.610,0.600,0.620,0.500,0.550,0.160
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,,,,,,,,,,2800000.000
EffectiveIncomeTaxRateContinuingOperations,,0.413,0.414,,,0.383,,0.399,,,,0.390,0.391,0.334,-0.748,0.389,0.392,0.399,-0.786,0.169
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,,765000.000,,,,1194000.000,,,,1142000.000,,,,0.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,,,,,,,,,,,,,,,,-1600000.000
ExchangeFees,,,,,,,,,,,,,,,,,,,,30000000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchases,,,,,,,,,,,,,,,,,,,,55700000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySettlements,,,,,,,,,,,,,,,,,,,,0.000
GainLossOnSaleOfPropertyPlantEquipment,,0.000,,,,-1000.000,,-253000.000,,,,-170000.000,,,,-1000.000,,,,
GoodwillAcquiredDuringPeriod,,,,,,,,,,,,,,,,,,,,2649300000.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,,,,,,1200000.000
GoodwillWrittenOffRelatedToSaleOfBusinessUnit,,,,,,,,,,,,,,,,,,,,1400000.000
GrossProfit,,,,,,,,,,,,,,,,,,,,193400000.000
ImpairmentOfInvestments,,0.000,,,,245000.000,,0.000,,,,118000.000,,,,0.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,74885000.000,81543000.000,69395000.000,74813000.000,83946000.000,69277000.000,73631000.000,101451000.000,79665000.000,80467000.000,83814000.000,67336000.000,74987000.000,18300000.000
IncomeLossFromEquityMethodInvestments,-190000.000,-476000.000,-437000.000,-368000.000,-414000.000,-725000.000,-491000.000,-509000.000,-333000.000,-318000.000,-3057000.000,-81000.000,202000.000,289000.000,37000.000,306000.000,218000.000,306000.000,337000.000,300000.000
IncomeTaxExpenseBenefit,33238000.000,23545000.000,27162000.000,14776000.000,19673000.000,26336000.000,28724000.000,32519000.000,26414000.000,26447000.000,34603000.000,27018000.000,28786000.000,33935000.000,29262000.000,31291000.000,32883000.000,26885000.000,29825000.000,3100000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,,,,,,-4300000.000
IncomeTaxReconciliationDeductionsQualifiedProductionActivities,,,,7700000.000,,,,,,,,,,,,,,,,
IncomeTaxesPaidNet,,67000.000,,,,1910000.000,,10000.000,,,,2695000.000,,,,0.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-11680000.000,,,,-2133000.000,,-12342000.000,,,,-13239000.000,,,,-10221000.000,,,,7200000.000
IncreaseDecreaseInAccountsReceivable,,10860000.000,,,,5470000.000,,7968000.000,,,,-6154000.000,,,,-4931000.000,,,,33600000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,18234000.000,,,,13723000.000,,2346000.000,,,,1249000.000,,,,1250000.000,,,,-44100000.000
IncreaseDecreaseInDeferredRevenue,,20029000.000,,,,22674000.000,,13045000.000,,,,11200000.000,,,,10819000.000,,,,11500000.000
IncreaseDecreaseInIncomeTaxes,,,,,,,,8064000.000,,,,880000.000,,,,6062000.000,,,,
IncreaseDecreaseInIncomeTaxesReceivable,,-6395000.000,,,,-11236000.000,,-21307000.000,,,,-20383000.000,,,,-23123000.000,,,,-47100000.000
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,-1795000.000,,,,372000.000,,,,-365000.000,,,,
IncreaseDecreaseInOtherOperatingAssets,,-124000.000,,,,168000.000,,,,,,,,,,,,,,4700000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,,,,,,,,,,,,,,,,,,-1000000.000
IncreaseDecreaseInPensionAndPostretirementObligations,,-4000.000,,,,-9000.000,,-7000.000,,,,-5000.000,,,,-6000.000,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,,,,,,,,,,,,,0.000
IncreaseDecreaseInPrepaidExpense,,2692000.000,,,,2189000.000,,3264000.000,,,,3966000.000,,,,2831000.000,,,,
IncreaseDecreaseInRestrictedCash,,-240000.000,,,,0.000,,,,,,,,,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,,,,,,,,,,,,,100000.000
InformationTechnologyAndDataProcessing,4337000.000,4899000.000,4927000.000,5070000.000,4707000.000,4516000.000,4545000.000,4721000.000,4783000.000,4769000.000,4916000.000,5325000.000,4813000.000,5342000.000,5182000.000,5678000.000,5658000.000,5608000.000,5521000.000,
InterestAndDebtExpense,226000.000,0.000,0.000,0.000,0.000,,,,,,,,,16000.000,,27000.000,28000.000,177000.000,5515000.000,
InterestExpenseDebt,,,,,,,,,,,,,,,,,,,,8500000.000
InterestExpenseDebtExcludingAmortization,,,,,,,,,,,,,,,,,,,,7600000.000
InterestIncomeExpenseNonoperatingNet,,,,,,,,,,,,,,,,,,,,-7900000.000
InvestmentIncomeInterest,,,,,,,,,,,,,,,,,,,,600000.000
InvestmentIncomeNet,15000.000,23000.000,26000.000,41000.000,59000.000,4000.000,18000.000,14000.000,12000.000,47000.000,40000.000,51000.000,59000.000,68000.000,3514000.000,707000.000,5657000.000,1557000.000,5063000.000,
LaborAndRelatedExpense,25945000.000,25290000.000,25300000.000,27166000.000,26440000.000,30837000.000,31237000.000,33374000.000,30306000.000,28698000.000,29356000.000,25439000.000,24136000.000,29583000.000,26767000.000,27106000.000,28530000.000,28344000.000,29172000.000,47800000.000
LicenseCosts,13956000.000,11191000.000,12001000.000,11304000.000,11639000.000,13169000.000,14518000.000,15902000.000,14707000.000,16235000.000,19266000.000,14150000.000,16755000.000,21840000.000,17829000.000,19114000.000,19336000.000,19399000.000,20104000.000,
MarketDataRevenue,,,,,,,5729000.000,7158000.000,7815000.000,7764000.000,7710000.000,8012000.000,7557000.000,7133000.000,7332000.000,7969000.000,8172000.000,8222000.000,8796000.000,22500000.000
MinorityInterestChangeInRedemptionValue,,,,,,,,,,,,,,,,224000.000,,,,-300000.000
NetCashProvidedByUsedInFinancingActivities,,-41387000.000,,,,-13300000.000,,-97920000.000,,,,-51065000.000,,,,-64286000.000,,,,1457700000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-41387000.000,,,,-13300000.000,,-97920000.000,,,,-51065000.000,,,,-64286000.000,,,,1457700000.000
NetCashProvidedByUsedInInvestingActivities,,-8263000.000,,,,-7108000.000,,-12672000.000,,,,-37759000.000,,,,-27913000.000,,,,-1386800000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-8263000.000,,,,-7108000.000,,-12672000.000,,,,-37759000.000,,,,-27913000.000,,,,-1386800000.000
NetCashProvidedByUsedInOperatingActivities,,63343000.000,,,,95297000.000,,88316000.000,,,,78455000.000,,,,97428000.000,,,,-17700000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,63343000.000,,,,95297000.000,,88316000.000,,,,78455000.000,,,,97428000.000,,,,-17700000.000
NetIncomeLoss,,,,,,,,49024000.000,,,,,,,,49400000.000,51230000.000,40721000.000,45469000.000,15500000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,-224000.000,-299000.000,-270000.000,-307000.000,-300000.000
NetIncomeLossAttributableToRedeemableNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,-300000.000
NetIncomeLossAvailableToCommonStockholdersBasic,40597000.000,32863000.000,37903000.000,45243000.000,39245000.000,41789000.000,45477000.000,48528000.000,42598000.000,48146000.000,49120000.000,42079000.000,44646000.000,67219000.000,50181000.000,49198000.000,50719000.000,40280000.000,44748000.000,15100000.000
NoncashOrPartNoncashAcquisitionAccountsReceivableAcquired1,,,,,,,,,,,,,,,,,,,,117800000.000
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,,,,,,,,,,,,,,,,,,,21800000.000
NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,,,,,,,,,,,,,,,,,,,,2000000000.000
NoncashOrPartNoncashAcquisitionInvestmentsAcquired1,,,,,,,,,,,,,,,,,,,,66000000.000
