,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,4483000.000,,,,5769000.000,,,,7063000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,402000.000,4000.000,2176000.000,3732000.000,-524000.000,4252000.000,-320000.000,6213000.000,9689000.000,7201000.000,-7482000.000,-7872000.000
AdvancesFromFederalHomeLoanBanks,33000000.000,33000000.000,19000000.000,19000000.000,57000000.000,57000000.000,57000000.000,57000000.000,52000000.000,162000000.000,132000000.000,217000000.000
Assets,872142000.000,1238579000.000,1355827000.000,1509430000.000,1766752000.000,2002538000.000,2167792000.000,2300094000.000,2607101000.000,2703195000.000,2943189000.000,3454788000.000
AvailableForSaleSecurities,263971000.000,346750000.000,395705000.000,456520000.000,635184000.000,624420000.000,575838000.000,589274000.000,676875000.000,670756000.000,754755000.000,1073293000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,5043000.000,7000000.000,3896000.000,8178000.000,4050000.000,10670000.000,16051000.000,12537000.000,1214000.000,1537000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,1517000.000,853000.000,4758000.000,1175000.000,4577000.000,447000.000,109000.000,688000.000,13522000.000,14486000.000
AvailableForSaleSecuritiesAmortizedCost,263320000.000,346743000.000,392179000.000,450373000.000,636046000.000,617417000.000,576365000.000,579051000.000,660933000.000,658907000.000,767063000.000,1086242000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,532000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,14486000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,88289000.000,150106000.000,119248000.000,92720000.000,372790000.000,108112000.000,356288000.000,68766000.000,20104000.000,93558000.000,591095000.000,860221000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,13954000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,26178000.000,89510000.000,69077000.000,55462000.000,337777000.000,80205000.000,332969000.000,44492000.000,8391000.000,79899000.000,581188000.000,845677000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,62111000.000,60596000.000,50171000.000,37258000.000,35013000.000,27907000.000,23319000.000,24274000.000,11713000.000,13659000.000,9907000.000,14544000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,13030000.000,7796000.000,7788000.000,9711000.000,7761000.000,1982000.000,967000.000,,,2857000.000,4730000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,13147000.000,7948000.000,8021000.000,9862000.000,8009000.000,2018000.000,1014000.000,,,2853000.000,4768000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,259000.000,0.000,0.000,0.000,0.000,2060000.000,2033000.000,3000000.000,3000000.000,0.000,70099000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,263000.000,0.000,0.000,0.000,0.000,2096000.000,2121000.000,3157000.000,3138000.000,0.000,69951000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,12325000.000,12331000.000,12274000.000,8545000.000,93553000.000,80670000.000,49414000.000,41382000.000,54288000.000,89576000.000,112823000.000,140783000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,11913000.000,11987000.000,12226000.000,8411000.000,93023000.000,81482000.000,50934000.000,43006000.000,57248000.000,91062000.000,107947000.000,136388000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,251000.000,,0.000,0.000,0.000,0.000,0.000,,,,17600000.000,15000000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,253000.000,,0.000,0.000,0.000,0.000,0.000,,,,17536000.000,14884000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,250995000.000,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,252058000.000,307886000.000,339067000.000,4218000.000,20189000.000,20330000.000,19835000.000,20018000.000,20006000.000,,,
