,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,101557.000
AccountsReceivableNetCurrent,,,,,3500.000,,
AccruedLiabilitiesCurrent,,671.000,,,,,
AdditionalPaidInCapitalCommonStock,9600.000,42949.000,42949.000,42949.000,42949.000,42949.000,1822699.000
Assets,23081.000,61573.000,48133.000,36117.000,27324.000,17355.000,51700.000
AssetsCurrent,23081.000,61573.000,48133.000,36117.000,27324.000,17355.000,
Cash,23081.000,61573.000,48133.000,36117.000,23824.000,17355.000,14162.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,10500000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000
CommonStockSharesIssued,10500000.000,14150000.000,14150000.000,14150000.000,14150000.000,14150000.000,15650000.000
CommonStockSharesOutstanding,10500000.000,14150000.000,14150000.000,14150000.000,14150000.000,14150000.000,15650000.000
CommonStockValue,10500.000,14150.000,14150.000,14150.000,14150.000,14150.000,15650.000
DeferredCompensationLiabilityCurrent,,,,,,,45095.000
DeferredTaxAssetsOperatingLossCarryforwards,170.000,,,,,,
DeferredTaxAssetsValuationAllowance,-170.000,,,,,,
DueToOfficersOrStockholdersCurrent,,,,,,,69500.000
Liabilities,,671.000,,,,17355.000,216152.000
LiabilitiesAndStockholdersEquity,20100.000,61573.000,48133.000,36117.000,27324.000,17355.000,51700.000
LiabilitiesCurrent,,671.000,,,,17355.000,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,17355.000,
PreferredStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,,,,,,,37538.000
RetainedEarningsAccumulatedDeficit,,3803.000,-8966.000,-20982.000,-29775.000,-57099.000,-2002801.000
StockholdersEquity,20100.000,60902.000,48133.000,36117.000,27324.000,,-164452.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,60902.000,,,,0.000,-164452.000
