,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1127000.000,1480000.000,1129000.000,1814000.000,1727000.000,1402000.000,886000.000,1087000.000,1419000.000,1886000.000,1284000.000,1184000.000
AccountsReceivableNetCurrent,,,1900000.000,,,,1100000.000,,,,1900000.000,
AccruedBonusesCurrent,,,913000.000,295000.000,587000.000,880000.000,1239000.000,396000.000,810000.000,1241000.000,1385000.000,479000.000
AccruedLiabilitiesCurrent,4570000.000,2860000.000,2633000.000,3069000.000,4730000.000,5331000.000,5997000.000,5675000.000,7901000.000,8137000.000,9412000.000,7635000.000
AccruedProfessionalFeesCurrent,543000.000,631000.000,221000.000,373000.000,329000.000,316000.000,447000.000,587000.000,794000.000,301000.000,266000.000,924000.000
AccruedRentCurrent,240000.000,241000.000,247000.000,257000.000,367000.000,374000.000,380000.000,,,,,
AccruedVacationCurrent,342000.000,357000.000,379000.000,454000.000,432000.000,400000.000,438000.000,519000.000,541000.000,523000.000,553000.000,476000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1762000.000,1877000.000,1943000.000,2043000.000,2150000.000,2260000.000,2398000.000,2547000.000,2509000.000,2621000.000,2663000.000,2831000.000
AdditionalPaidInCapital,,172937000.000,173141000.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,173566000.000,211405000.000,212001000.000,212661000.000,213629000.000,214414000.000,215286000.000,216144000.000,217150000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,600000.000,,,,400000.000,,,,100000.000,100000.000
Assets,29088000.000,75646000.000,71023000.000,117284000.000,149758000.000,142131000.000,131694000.000,119593000.000,111801000.000,115586000.000,103122000.000,90560000.000
AssetsCurrent,10715000.000,57618000.000,52765000.000,98992000.000,130472000.000,122584000.000,115030000.000,102092000.000,94195000.000,97438000.000,86918000.000,74238000.000
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,200000.000,,,,200000.000,,,,200000.000,
CapitalLeasesFutureMinimumPaymentsDue,,,146000.000,,,106000.000,94000.000,,,,100000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,49000.000,,,,47000.000,,,,60000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,0.000,,,0.000,0.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,0.000,,,0.000,0.000,,,,13000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,48000.000,,,47000.000,0.000,,,,13000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,49000.000,,,47000.000,47000.000,,,,13000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,0.000,,,0.000,0.000,,,,,
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,12000.000,,,,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,3000.000,,,,19000.000,,,,40000.000,
CashAndCashEquivalentsAtCarryingValue,3941000.000,51501000.000,45722000.000,91995000.000,122999000.000,115924000.000,106162000.000,96527000.000,89598000.000,93638000.000,81501000.000,70197000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,637383.000,,,,952402.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,30000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,1571473.000,20376974.000,20405066.000,20522557.000,23187322.000,23254132.000,23316413.000,23375992.000,23386815.000,23417774.000,23429501.000,23443352.000
CommonStockSharesOutstanding,1571473.000,20376974.000,20405066.000,20522557.000,23187322.000,23254132.000,23316413.000,23375992.000,23386815.000,23417774.000,23429501.000,23443352.000
CommonStockValue,4000.000,21000.000,21000.000,21000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000,24000.000
ContractualObligation,,,5724000.000,,,9375000.000,7451000.000,,,,7074000.000,
ContractualObligationDueAfterFifthYear,,,2628000.000,,,2631000.000,3047000.000,,,,,
ContractualObligationDueInFifthYear,,,574000.000,,,590000.000,883000.000,,,,,
ContractualObligationDueInFourthYear,,,558000.000,,,4431000.000,873000.000,,,,904000.000,
ContractualObligationDueInNextTwelveMonths,,,635000.000,,,,847000.000,,,,1248000.000,
ContractualObligationDueInSecondYear,,,657000.000,,,760000.000,953000.000,,,,976000.000,
ContractualObligationDueInThirdYear,,,672000.000,,,776000.000,848000.000,,,,897000.000,
ContractualObligationFutureMinimumPaymentsDueRemainderOfFiscalYear,,,,,,187000.000,,,,,,
CumulativeDividends,7167000.000,,0.000,,,,0.000,,,,0.000,
DeferredIncomeTaxLiabilities,,,3281000.000,,,,2815000.000,,,,2496000.000,
DeferredRentCreditCurrent,,,,,,,,421000.000,516000.000,597000.000,627000.000,629000.000
DeferredRevenueCurrent,997000.000,768000.000,201000.000,4005000.000,3832000.000,3882000.000,3870000.000,3907000.000,3895000.000,7280000.000,6516000.000,5966000.000
DeferredRevenueNoncurrent,,,,46896000.000,46121000.000,45173000.000,44225000.000,43278000.000,42330000.000,6672000.000,5739000.000,4632000.000
DeferredTaxAssetsDeferredIncome,,,80000.000,8000000.000,8000000.000,8000000.000,16506000.000,8000000.000,8000000.000,48000000.000,4166000.000,
DeferredTaxAssetsGross,,,7648000.000,,,,19122000.000,,,,16979000.000,
DeferredTaxAssetsInProcessResearchAndDevelopment,,,,,,,,,,,3456000.000,
DeferredTaxAssetsLiabilitiesNet,,,0.000,,,,1955000.000,,,,,
DeferredTaxAssetsNetCurrent,3481000.000,3481000.000,3281000.000,3281000.000,3281000.000,3281000.000,,,,,,
DeferredTaxAssetsNetNoncurrent,,,,,,,1955000.000,1955000.000,1955000.000,1955000.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,5731000.000,,,,12000.000,,,,7442000.000,
DeferredTaxAssetsOther,,,1837000.000,,,,2604000.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,,,1069000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,,,,,,,,846000.000,
DeferredTaxAssetsValuationAllowance,,,4367000.000,,,,14352000.000,,,,14483000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,2550000.000,,,,2058000.000,,,,1867000.000,
DeferredTaxLiabilitiesNoncurrent,3481000.000,3481000.000,3281000.000,3281000.000,3281000.000,3281000.000,,,,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,731000.000,,,,757000.000,,,,629000.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,1400000.000,1800000.000,2100000.000,3400000.000,4400000.000,5000000.000,5100000.000,7700000.000,6200000.000,6100000.000,6500000.000,7100000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,2432000.000,2565000.000,2697000.000,2830000.000,2963000.000,3095000.000,3228000.000,3361000.000,3493000.000,3626000.000,3759000.000,3891000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,500000.000,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,500000.000,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,500000.000,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,500000.000,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,500000.000,,,,,,,,,,,
Goodwill,5577000.000,5577000.000,5577000.000,5577000.000,5577000.000,5577000.000,5577000.000,5577000.000,5577000.000,5577000.000,5577000.000,5577000.000
