,2011-10-29,2012-01-28,2012-04-28,2012-10-27,2013-01-26,2013-04-27,2013-10-26,2014-04-26,2015-10-31,2016-01-30,2016-04-30
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,5700000.000,10400000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-8984000.000,,,-31046000.000,,,,,,,
CommonStockDividendsPerShareCashPaid,,,,10.000,2.500,,,,,,
ComprehensiveIncomeNetOfTax,,,,-6806000.000,-5270000.000,,,,,,
CostOfGoodsSold,4368000.000,3493000.000,3507000.000,3157000.000,2346000.000,,,,,,
CostOfRevenue,6262000.000,5435000.000,5455000.000,4903000.000,4021000.000,,,,,,
CostOfServices,1894000.000,1942000.000,1948000.000,1746000.000,1675000.000,,,,,,
DepreciationAndAmortization,716000.000,,,635000.000,,,,,,,
EarningsPerShareBasic,-0.060,-0.130,-0.180,-0.230,-0.180,,,,,,
EarningsPerShareDiluted,-0.060,-0.130,-0.180,-0.230,-0.180,,,,,,
GeneralAndAdministrativeExpense,1985000.000,2140000.000,2066000.000,3087000.000,2793000.000,,,,,,
GrossProfit,9118000.000,7749000.000,6467000.000,7161000.000,5449000.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1517000.000,-3605000.000,-5011000.000,-6583000.000,-4007000.000,,,,,,
IncomeTaxExpenseBenefit,97000.000,89000.000,80000.000,173000.000,1233000.000,,,,,,
IncomeTaxesPaid,31000.000,,,47000.000,,,,,,,
IncreaseDecreaseInAccountsPayable,-1058000.000,,,-655000.000,,,,,,,
IncreaseDecreaseInAccountsReceivable,572000.000,,,-2065000.000,,,,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,-843000.000,,,-882000.000,,,,,,,
IncreaseDecreaseInDeferredRevenue,-2188000.000,,,-2653000.000,,,,,,,
IncreaseDecreaseInIntangibleAssetsCurrent,,,,,,,,390000.000,,-950000.000,
IncreaseDecreaseInInventories,-1725000.000,,,518000.000,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-586000.000,,,-835000.000,,,,,,,
IncreaseDecreaseInRestructuringReserve,-290000.000,,,1988000.000,,,,-90000.000,,,
InterestAndOtherIncome,234000.000,391000.000,240000.000,201000.000,35000.000,,,,,,
InventoryWriteDown,73000.000,,,88000.000,,,,,,,
LiquidationBasisOfAccountingRemeasurementGainLossOnAccruedCostsToDisposeOfAssetsAndLiabilities,,,,,,,,,,1440000.000,1440000.000
LiquidationBasisOfAccountingRemeasurementGainLossOnAsset,,,,,,,,,0.000,,
LossContingencyDamagesSoughtValue,,,,,,,894598.000,,,,
NetCashProvidedByUsedInFinancingActivities,180000.000,,,-288783000.000,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,180000.000,,,-288783000.000,,,,,,,
NetCashProvidedByUsedInInvestingActivities,-6673000.000,,,262750000.000,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-6673000.000,,,262750000.000,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-2491000.000,,,-5013000.000,,,,,,,
