,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,2000000.000,4700000.000,2000000.000,5725000.000,6725000.000,6725000.000,-12535417.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-470273.000,,1035.000,,78317.000,,,
ConcentrationRiskPercentage1,,,,,1.000,1.000,1.000,1.000,-2.000
CostOfRevenue,460295.000,287358.000,333251.000,329234.000,522856.000,468530.000,618507.000,509637.000,480842.000
Depreciation,,,17000.000,14900.000,15000.000,14500.000,14500.000,14500.000,19500.000
DepreciationAndAmortization,,17075.000,,17675.000,,17275.000,,,
EarningsPerShareBasic,0.000,0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.020
EarningsPerShareDiluted,0.000,0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.000,-0.020
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.340,,0.340,,,
GeneralAndAdministrativeExpense,395247.000,239125.000,230508.000,573458.000,362515.000,511699.000,346759.000,332986.000,385189.000
GrossProfit,372731.000,528555.000,437360.000,503785.000,1004715.000,874082.000,618367.000,566187.000,331333.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,94000.000,,-31000.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-161965.000,,84740.000,,138284.000,,,
IncreaseDecreaseInAccountsReceivable,,-21657.000,,-7811.000,,81130.000,,,
IncreaseDecreaseInInventories,,317565.000,,-3580.000,,85688.000,,,
IncreaseDecreaseInOtherCurrentAssets,,-32.000,,18496.000,,4521.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-22963.000,,21994.000,,-111252.000,,,
IncreaseDecreaseInRestrictedCashForOperatingActivities,,,,140.000,,0.000,,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,1002637.000,0.000,0.000,0.000,0.000
InterestExpense,5507.000,5718.000,5946.000,4118.000,4464.000,1047.000,824.000,669.000,815.000
InterestPaid,,5718.000,,4118.000,,1047.000,,,
InvestmentIncomeInterest,,,119.000,140.000,67.000,2.000,7.000,39.000,1518.000
LeaseAndRentalExpense,,,,21000.000,,21000.000,,,
LineOfCreditFacilityInterestRateDuringPeriod,,,,,,0.023,,,
LongTermPurchaseCommitmentAmount,,,,5880.000,,,,,
MarketingAndAdvertisingExpense,,,69000.000,65000.000,,,,,
MarketingExpense,,,,36000.000,,139000.000,,,
NetCashProvidedByUsedInFinancingActivities,,-58213.000,,-96532.000,,-100000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-58213.000,,-96532.000,,-100000.000,,,
NetCashProvidedByUsedInInvestingActivities,,-3058.000,,-4320.000,,-7178.000,,,
